"","TCOF1","OBSCN","FBXO11","CCNA2","SERPINB1","POC1A","IQCA1","MRPS5","FAT1","FAT4","NR5A2","VAV3","IGSF3","UVSSA","SNRNP200","HERC3","LRP2","DSP","MAP1B","KCNN3","RAB5A","NBAS","APBB3","HSD17B4","NIPBL","SLC6A11","PRKD3","RCOR3","OXSM","TADA2B","KLHL5","PCYOX1L","RGS12","TRIM41","GULP1","SPTBN1","NSD1","CHN1","ROBO2","HHIP","KCNC4","ACAA1","COL11A1","KPNA1","FNIP2","SEC22C","WDFY1","AK5","IFI16","GALNT13","CACNA2D2","KCNH1","UBR4","LRIG1","CASR","DNAH1","DNAH7","KIF17","KHK","IQSEC1","SEL1L3","FLT4","PFKFB2","CENPH","STEAP3","PLXNA2","ATP1A2","ZFYVE28","ERC2","AAMP","OR2G6","BIRC6","NSUN2","PARP14","EIF4G1","ADAMTSL4","ARHGEF16","PGAP1","GABRA6","ASB14","TNNT2","SOX13","MCCC1","OR5K3","NDST1","ADRB2","LRRTM1","LRRTM2","DTL","PDE6A","ALK","RNF13","CAMK1","COL7A1","THUMPD3","DNAJC8","DNAJC6","CAPN10","OR2T3","WDR36","TP63","PIK3CA","PIK3CD","RPL14","INSRR","PHLDB2","CP","SOCS5","UBA7","TAS1R1","CSF1","CNTN3","BMPR2","TTN","SHROOM3","UXS1","ACSL3","SNTG2","SLC1A3","SF3B1","BCL11A","MTR","HAO2"
"CD22 mediated BCR regulation",0,0.726243619386674,0,0.719118937784541,0,0,0,0,0.729436074142215,0,0,0.809590347517465,0,0,0,0.80647257273285,0.808749644808941,0,0.728536863672849,0,0.808749644808941,0,0,0.726388982110506,0,0,0.727605154411971,0,0,0,0.80647257273285,0.722118862711117,0.732485567913211,0.80647257273285,0,0.809590347517465,0,0.725968761139836,0.728536863672849,0,0,0,0.725212518233021,0,0,0.722871761389727,0,0,0,0,0.722168138358679,0,0.806392122282741,0.822277769831301,0.805504171614518,0,0,0,0,0.732485567913211,0,0.810790888378448,0.726540216730394,0.72036337748662,0,0.812868792753911,0.726309804974733,0.821348801199796,0,0,0.729110777565875,0,0,0,0.80866208315706,0,0.727215176066368,0,0,0.80647257273285,0,0,0,0.729110777565875,0.728812448404068,0.806328850677734,0,0,0,0,0.820618978581658,0,0,0.722758127665454,0,0,0.80839934054082,0,0.729110777565875,0,0,0.881074308662954,0.884811780949319,0.718740096136529,0.816268250264467,0,0,0.73126996595967,0.80620508729464,0,0.815252215397091,0,0,0,0,0,0,0,0,0,0,0,0
"Negative regulation of TCF-dependent signaling by WNT ligand antagonists",0,0.841991722561038,0.80289188156308,0.837392676985877,0,0,0,0,0.843176888840808,0,0,0.839777053088253,0,0.839326868660687,0.838781712579855,0.83814457939937,0.87859199932845,0,0,0,0.880096117626608,0,0,0,0,0,0.843378409954089,0,0,0.839657819122539,0.83814457939937,0.840505775633171,0,0.83814457939937,0,0,0,0.842521590861636,0,0,0,0,0,0,0,0.840899995026211,0,0,0,0,0.840531576469891,0,0.838102455367927,0.846420215131026,0.837637522458067,0,0,0,0,0.845933805125976,0,0.840405658905983,0,0.793432875292065,0.803565666242228,0.841202006214955,0,0.845933805125976,0,0,0.844166757526931,0,0,0,0.83880460183604,0,0.842500431761165,0,0.843174216440313,0.83814457939937,0,0.845551668408616,0,0.844166757526931,0.842468220324467,0.877324466232443,0,0,0.839967586326404,0.879767947556794,0,0,0,0,0,0.839009600389174,0.878408579248323,0,0.844166757526931,0.838060893316575,0.799645882872368,0.838294994919717,0.838747825276259,0.837194314671292,0.843273617556343,0,0,0,0.838004523439527,0.845933805125976,0.84274161947997,0,0.841273284988915,0,0,0,0,0,0,0.83828506437291,0,0,0
"Insulin processing",0,0.785092642647769,0,0.782320424843731,0,0,0,0,0,0,0,0.783697377221337,0,0.7344692001144,0.731607122656092,0.731645112184831,0.78203856365083,0,0.786229145885547,0,0.782714091575504,0.824860636444042,0.790777275189313,0.741864476133285,0,0,0.786926040921447,0,0,0.734812232528907,0.731645112184831,0.783948535824203,0.788372175757866,0.731645112184831,0.788113896449467,0.782336799517871,0.744777111043906,0.784943472338277,0.787431695601271,0.74445018753625,0,0,0.780580472541135,0.737070013308275,0,0.783658764495377,0.738995687034757,0,0.743013593365561,0,0.824663499354123,0,0.731601450338481,0.789380510343888,0.780975571814521,0.784835392363272,0.785413841469025,0.78456872578878,0,0.744624488913604,0.744195116867597,0.824532984938961,0.785649698457957,0.781901333985177,0,0.782334459377808,0.785587677722572,0.78957472547359,0,0,0.737887140952907,0,0,0,0.782185257562373,0,0.785619923208808,0.784636494866138,0.786016010526815,0.731645112184831,0.736782927341489,0.741141945227313,0.785522300060184,0.737887140952907,0.787581260186361,0.696684936625349,0.698931606256564,0.698931606256564,0.735133308351802,0.735162036052411,0.789178638155584,0,0.787162806883557,0.781759189072605,0,0.731843329927204,0.781848447484795,0,0.737887140952907,0.733157008022063,0.736858365336355,0.696562364601694,0.782630575563318,0.782114820949605,0.827505643671732,0.78979116929897,0.744171443011249,0,0.731499943225699,0,0.786266003244964,0,0.78474406451446,0.736664010456237,0.7900788927666,0,0,0,0,0.781646753432761,0,0,0
"Collagen biosynthesis and modifying enzymes",0,0,0.897540391897472,0.895479101869036,0,0,0,0.895216898645076,0.897881326696594,0,0,0.915705509897938,0,0,0.895055110380505,0,0.916833385661396,0,0,0,0.915714822444603,0.894256750784434,0,0.897070745499403,0,0,0.897736587879272,0,0,0,0,0.917427257765824,0,0,0,0.915938464461604,0.918423559205943,0,0,0.898219345559848,0,0.895897434518654,0.8565595123895,0,0,0.914291012408906,0,0,0,0,0.895552467911487,0,0.892834046446298,0,0.89439499252457,0.895203053272358,0.895486585538582,0.896116845229565,0,0,0.898094320274112,0.916257829888787,0,0.895072369111355,0.897882710606297,0,0,0,0,0,0,0,0,0.898903744891146,0.893618154837077,0.938708735820072,0,0.895073664616854,0.89550272484696,0,0,0,0,0,0.919207871757141,0.894614371964182,0,0,0,0,0,0,0.897852640941044,0.937287181528023,0,0.895170889594633,0.895128947042587,0,0,0.89368846976905,0.895891250688061,0.91442132685958,0.91518260703803,0.893583629669271,0.917714906507679,0,0.898082716310905,0,0,0,0.917161167332867,0,0.896667071634253,0,0,0,0,0,0,0.894802786488017,0,0,0
"Diseases of glycosylation",0,0.896167913021168,0.88434897059006,0.895014205699226,0,0,0.882904023418541,0.893885582727389,0.896326064710855,0,0,0.895274619433443,0,0.868965696082973,0.86784312540569,0.868123070221836,0.907278667536838,0,0.895541036690083,0,0.895138483543509,0.880754096859604,0.882798432152385,0.895832645834907,0,0,0.881963303948284,0,0,0.869068046997987,0.868123070221836,0.895194065228076,0,0.868123070221836,0,0.895274619433443,0,0.896123404930901,0.882159014245918,0.882926675315785,0,0,0.920242171171937,0,0,0.895312651309778,0,0,0,0.908528571839266,0.895299588971272,0,0.879285562239342,0.897329107316193,0.895089927479384,0.882077309493051,0,0,0.870143297566301,0.896970301388388,0,0.895469024300769,0.869552019673675,0.880835472874466,0.884557347632496,0.881570153771275,0.895780682074689,0.896970301388388,0,0,0.896423817973245,0,0,0.870369031167207,0.894973875706077,0.908079574837136,0.89632523823479,0,0.869678553633006,0.868123070221836,0.881467379331283,0.883871983704104,0.882282262810393,0.896423817973245,0.908724070248345,0.894746481757317,0.870737987594197,0.870737987594197,0.869163846703416,0.881302726894074,0.897060497472672,0,0.869290578744815,0.907036486022805,0,0.867913602798813,0.895081758398217,0,0.896423817973245,0.868365799010227,0.883345101508657,0.906491287888978,0.89495631678559,0.868097797821227,0.896355979376899,0,0.870233099111151,0.896583886255017,0.868079756018366,0,0.896191451762713,0,0.881357103145618,0.881431897984619,0.870160654124772,0,0,0.88126060827244,0,0.867958140061169,0,0.86936061879079,0
"Regulation of Complement cascade",0,0.821176270719787,0,0.819126657250876,0,0,0.795165992946507,0.793492691979074,0.821667527009155,0,0,0.820133370448917,0,0,0.794176922701119,0.819148271113948,0.820567847538333,0,0.796235320418295,0,0.819867740075883,0.819504752687025,0.822998124653074,0.821922307324802,0,0,0,0,0,0.820992123853149,0.819148271113948,0.844030621630945,0.822917894775965,0.819148271113948,0,0.820133370448917,0,0.795423896799793,0,0,0,0,0.797313748949348,0,0,0.819880294222025,0,0,0,0.822306571939198,0.819657975861066,0,0.819122851803583,0.824142117759822,0.842530400410928,0.795423896799793,0.795760661700479,0.794975128207616,0,0.823148491219082,0,0.820512696117209,0.821970091765235,0.79369789489343,0,0,0.768863163416412,0.82384859868153,0,0,0.821661257959664,0,0.797143714776244,0,0.819546554815459,0.820761822426836,0,0.822858802478706,0.795817716943981,0.819148271113948,0.820896520053612,0,0.795823804760633,0.821661257959664,0.797830801559587,0.819102860360864,0,0,0,0.819722263591733,0.823618002238413,0,0,0.819067907314412,0,0.794314439238712,0.819757057128781,0,0.821661257959664,0.794672655690016,0.82024264187309,0.84271960821467,0.84320040114372,0.794149727784359,0.822243336052437,0,0,0,0.819063755795974,0.822917894775965,0.821922307324802,0,0.820336148625815,0.820827288322327,0,0,0,0,0,0.793877225485961,0,0.82159662751606,0
"Integration of energy metabolism",0,0.911539817229138,0.898622063617795,0.911026122741771,0.912490090904035,0,0.913399139805455,0.892439867143392,0.912800082037741,0,0.913399139805454,0.911342040944718,0,0.911751792480525,0.910533327578583,0.910729569714093,0.911176889111103,0.912963570173144,0.912297575420357,0.912504311664516,0.910924098677526,0.911133698196084,0.914087211904416,0.91245428651325,0.894375419695098,0,0.927420934934686,0,0.913036538798905,0.911384713272719,0.910729569714093,0.911615442958429,0.928379667707114,0.910729569714093,0.913508560243457,0.910906759279333,0,0.911485822704095,0.91224432207799,0.912954943504681,0.91325576980988,0.912040781462525,0.911305127408297,0.912297334202084,0.896209313345387,0.911510555696851,0.896506748682056,0.92650281280128,0,0,0.894475830131861,0.91325576980988,0.910713765626375,0.912800082037741,0.92526706963596,0.912118945776069,0.912328324471021,0.911294838171282,0.91276601673348,0.913073278578071,0,0.925673713644688,0.911686113124429,0.910384673178751,0.898874854051371,0.911497540072596,0.926936493456317,0.913216648573645,0,0.895298840738819,0.927716707057316,0.89568178757456,0.912116182473024,0,0.910977196831627,0.912168053516764,0.91173067466957,0.895504798992437,0.91261658817512,0.910729569714093,0.911287748250178,0.91325576980988,0.912930364320575,0.927716707057316,0.912930364320575,0.925429073704763,0.896996649731974,0.896996649731974,0.911992176837024,0.926392830345082,0.911936306831283,0,0.91234361694184,0.911005465914139,0,0.910618826492267,0.910855283159725,0,0.927716707057316,0.910579837308871,0.912037936514161,0.924949425179622,0.925683632878636,0.910951701198715,0.926749713935491,0,0.898542880532481,0.912930364320575,0.910677023540353,0.911713219775609,0.91245428651325,0,0.911271491998607,0.911244704424897,0.91383442147084,0,0.944137501491582,0,0,0.91052948641155,0,0.896336354750219,0
"Synthesis of Prostaglandins (PG) and Thromboxanes (TX)",0,0,0,0.814977984793286,0,0,0,0,0.87702333036309,0,0,0,0,0.819976581060747,0,0.814803856830034,0,0,0,0,0,0,0,0.822271545071922,0,0,0,0,0,0,0.814803856830034,0,0,0.814803856830034,0,0,0,0,0,0,0,0,0,0.821218793916223,0,0,0,0,0,0,0,0,0.814752226765075,0,0,0,0,0,0,0,0,0,0.820535357072758,0,0,0.819377082260956,0.818841506207872,0,0,0,0,0,0.822623431218606,0,0.815612825015466,0,0,0,0,0.814803856830034,0,0,0,0,0,0,0,0,0.818928643336962,0,0,0,0,0,0,0,0.815495081610033,0,0,0,0,0.813144667052627,0.815543235819722,0.815529533831131,0,0,0.877795806329851,0,0.814632194763112,0,0,0,0,0,0,0.824734596470937,0,0,0,0.816809289400089,0,0,0
"Phase 0 - rapid depolarisation",0,0.850743788466092,0.886648954947013,0.881343967298467,0,0,0,0,0.853104351361614,0,0,0.848696655484426,0,0.848564176581351,0,0,0.880806506623162,0,0.88301775612481,0.881153810956413,0.880806506623162,0,0,0.849891215663129,0,0,0.850342527926855,0,0,0,0,0.849863814178202,0.885481957449453,0,0,0.911322413768766,0,0.850641790667396,0,0,0,0,0,0,0,0.848685825431112,0,0.84985815364407,0,0,0.850452061221272,0,0,0,0.879602136278208,0,0,0,0,0,0,0.881563996540553,0,0.879984637751041,0.887126486099205,0.850184093108925,0.911310481483034,0,0.853966518957076,0,0.883869959946204,0,0,0,0.879430412686401,0,0.851104325738585,0,0,0,0.84974928193229,0,0,0.883869959946204,0,0.879908168387655,0,0,0,0.881457911287996,0,0,0.879575695643926,0.847731690804706,0,0,0.880676511381494,0,0.883869959946204,0,0.884348419564183,0.879801835109552,0.879814908791017,0.879382250424926,0.883596603753404,0,0,0.850790545517701,0,0.88521112584318,0.849824574917202,0,0.880618524409828,0.849667970439643,0,0,0,0,0,0.846732723104688,0,0,0
"O-linked glycosylation",0,0.89573047588848,0,0.896114816585914,0,0,0,0.909611064134242,0,0,0,0.896427208373695,0,0,0.911456396199675,0,0.910827240149701,0,0.898008051013682,0,0.89626390003604,0.894702834251823,0.897373410889163,0,0,0,0,0,0,0,0,0.909492573007339,0,0,0,0.896490990124094,0,0.864685417847906,0.865184277374993,0,0,0,0.927381922446385,0,0,0.895075485106712,0,0,0,0.879486826534281,0,0,0.89294118309766,0.897123442211379,0.9113384417784,0.897509191486595,0.897716233006295,0.897233290609962,0,0.896942988025367,0,0.91193497519489,0,0.896420333466934,0,0.864445831272264,0,0.898711313687962,0,0,0,0,0.913280366389618,0,0,0.927474145274366,0.864927536670193,0,0,0,0.895558486459225,0,0.897574598884684,0,0.896614925273873,0.895793655487801,0.866131775985684,0.866131775985684,0,0,0,0,0,0.911618918152836,0,0.911540940737628,0.896195852666713,0,0,0,0,0.89481806789207,0.89604537316244,0,0.897724405570254,0,0,0,0,0,0.897527038577726,0,0.895213972670016,0.895515923107677,0,0,0,0.878754690424914,0,0.911272143723393,0,0.897443152134239,0
"Nuclear Receptor transcription pathway",0.818930589448177,0,0.819155134145476,0.815333949257848,0,0,0.793157043478199,0.789638076725555,0.840386496883091,0,0.739044853597868,0.815806333505224,0,0.816419024287355,0.814597085506089,0.81451253031119,0.789961326439334,0,0.793889615429808,0,0.815559386276804,0,0,0.816475021901294,0,0,0.817448691663531,0,0,0.815280003030609,0.81451253031119,0.815837153463296,0.818882259767277,0.81451253031119,0,0.815806333505224,0.817721189940076,0.817346009972775,0,0,0,0.792053902182561,0.816402002976067,0.8176127495325,0,0,0,0.770075557591471,0.819260250707953,0,0.815851627645989,0,0.814488898871113,0,0.814606064011815,0,0,0,0,0,0,0.815508113937599,0.816471682722944,0.814657303732395,0.795586506673539,0.816983718361269,0.816237067166329,0.819260250707953,0.794025246166634,0,0.817890952002568,0,0.817628082277752,0,0.815638782561437,0,0,0,0,0.81451253031119,0,0.819045873293726,0.79279762959064,0.817890952002568,0,0.814848304469627,0,0,0.816778464744621,0.815911393691295,0.818395007974852,0,0.817576838343383,0.815681052583051,0,0.814724929801275,0.815456488228256,0,0.817890952002568,0.815057951054882,0.793387521375905,0.858553092738104,0.859650934356853,0.81457180334711,0.817495020043038,0,0.81834007194151,0.818181312013882,0.814811950329067,0,0.81746944528823,0,0.816267723632569,0,0.819155134145476,0.792205124413062,0.815866228820319,0,0,0.814969332849907,0.81906960343079,0.817166672208471,0
