"","PNISR","PDE7B","HBS1L","USP45","CCNC","CD109","MCHR2","SIM1","ASCC3","COL12A1","GRIK2","HACE1","LIN28B","PREP","COX7A2","PRDM1","ATG5","QRSL1","BEND3","PDSS2","SEC63","MYO6","OSTM1","NR2E1","SNX3","FOXO3","HTR1B","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","IBTK","FIG4","WASF1","TPBG","UBE3D","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","SMAP1","GABRR2","UBE2J1","RRAGD","B3GAT2","GJA1","HSF2","FABP7","MDN1","CLVS2","RIMS1","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","KCNQ5","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","EEF1A1","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"Signaling by NOTCH1 HD Domain Mutants in Cancer",0,0,0.783448571563777,0.874260542771085,0.863361575609111,0,0.766226277454133,0,0.778609274554284,0.676674206078005,0,0.857811734855273,0.789113618516178,0,0,0.78569250807736,0.777044804884929,0,0.676830695562124,0,0.783413942719128,0.777217046427656,0,0,0.780533729107119,0.776109730152255,0.768291836725602,0.781071825858484,0.789461403938299,0,0.775840589924816,0.781071825858484,0,0,0,0.770425645634032,0.780121288459785,0,0.777008746931165,0,0.85783056572128,0.770571958876445,0,0,0.788973251246355,0.777152931697471,0,0,0.77720150163211,0.780314637909449,0.778040038673779,0.867696096503262,0.861615172782822,0.768643068801854,0,0,0,0.771439855428437,0,0.858855830442158,0,0.676674206078005,0,0.783413942719128,0,0,0.768291836725602,0.770497986538518,0,0.769455264508653,0,0.864608257118081,0.779452034696295,0,0.76831485914208,0.779889790256234,0.778007791682354,0.778945351510905,0.776335715661682,0,0,0,0.674011106573503,0,0.857774289418739,0.779380388001151,0,0.778711596689047,0.789113618516178,0,0.784908492980518,0.7806940185666,0.776893527470632,0.85783056572128,0.774359232203575,0.861178441376537,0.775290486250229,0.869946629567447,0,0.782134017505243,0.857792976276861,0.77753285965854,0,0,0,0,0.775290486250229,0.870842126751722,0.864688641455833,0.85783056572128,0,0,0.862050933615095,0.872443946060308,0.775514196669775,0,0,0.782612277441868,0.776938330611605,0.775502445635091,0.77999439670051,0.774708930149484,0.780953970097358,0.777547655158548,0.770997385359553,0.770997385359553,0.770997385359553,0.770997385359553,0.770997385359553,0,0,0.784654703630059,0.865231544852906,0.778945351510905,0.778082705275247,0.866701236652606
"Constitutive Signaling by NOTCH1 HD Domain Mutants",0,0,0.783448571563777,0.874260542771085,0.863361575609111,0,0.766226277454133,0,0.778609274554284,0.676674206078005,0,0.857811734855273,0.789113618516178,0,0,0.78569250807736,0.777044804884929,0,0.676830695562124,0,0.783413942719128,0.777217046427656,0,0,0.780533729107119,0.776109730152255,0.768291836725602,0.781071825858484,0.789461403938299,0,0.775840589924816,0.781071825858484,0,0,0,0.770425645634032,0.780121288459785,0,0.777008746931165,0,0.85783056572128,0.770571958876445,0,0,0.788973251246355,0.777152931697471,0,0,0.77720150163211,0.780314637909449,0.778040038673779,0.867696096503262,0.861615172782822,0.768643068801854,0,0,0,0.771439855428437,0,0.858855830442158,0,0.676674206078005,0,0.783413942719128,0,0,0.768291836725602,0.770497986538518,0,0.769455264508653,0,0.864608257118081,0.779452034696295,0,0.76831485914208,0.779889790256234,0.778007791682354,0.778945351510905,0.776335715661682,0,0,0,0.674011106573503,0,0.857774289418739,0.779380388001151,0,0.778711596689047,0.789113618516178,0,0.784908492980518,0.7806940185666,0.776893527470632,0.85783056572128,0.774359232203575,0.861178441376537,0.775290486250229,0.869946629567447,0,0.782134017505243,0.857792976276861,0.77753285965854,0,0,0,0,0.775290486250229,0.870842126751722,0.864688641455833,0.85783056572128,0,0,0.862050933615095,0.872443946060308,0.775514196669775,0,0,0.782612277441868,0.776938330611605,0.775502445635091,0.77999439670051,0.774708930149484,0.780953970097358,0.777547655158548,0.770997385359553,0.770997385359553,0.770997385359553,0.770997385359553,0.770997385359553,0,0,0.784654703630059,0.865231544852906,0.778945351510905,0.778082705275247,0.866701236652606
"SARS-CoV-1 Infection",0.808822265417834,0,0.866268212373635,0.896098945909852,0.892695545568041,0.833666322225386,0.862363285452977,0.869684910565878,0.865161797245256,0.865090953509029,0,0.890962507048161,0.868706658306687,0,0.837782462662396,0.867374506873908,0.865523097400831,0,0.866752075909584,0.835466281423786,0.864729150354003,0.865795352576893,0,0.836578329304992,0.866831046950241,0.892639849100403,0.863008293830933,0.865931614973289,0.869051610178475,0,0.864960785838449,0.868067381265605,0,0,0,0.863456144769246,0.894359231451685,0.80947726660909,0.864926692418383,0.80837757666474,0.890968387327903,0.863147999263748,0.838947864148642,0,0.869466440938179,0.864971716729002,0,0.839971679319181,0.865223233133261,0.865767650590581,0.865248731985725,0.894049078400419,0.892150199583637,0.863584672871763,0,0,0.866262053026109,0.864209789443575,0,0.891288544848301,0.809979255823883,0.865090953509029,0,0.864729150354003,0,0,0.863008293830933,0.864298807545188,0.865170065365824,0.863371595275525,0,0.89308484449983,0.866493268234806,0.835628803513774,0.863015482998397,0.866629965354836,0.865035930540129,0.866335047212509,0.866121744434336,0.810082763519764,0,0.806993155432242,0.865871608064784,0.811311407256662,0.890950814030868,0.866470895253669,0.809334473278043,0.866262053026109,0.868441969329372,0.834329041471796,0.866724099337501,0.866881100243647,0.865694327909825,0.890968387327903,0.86490294820843,0.892954684948442,0.865193749189257,0.867561572071658,0.868908669778587,0,0.890956649341534,0.865893970991093,0,0.868037226120318,0.835609455235097,0,0.866262053026109,0.895031483454387,0.893109945968484,0.890968387327903,0.834952871666231,0,0.892286273813742,0.895531680610809,0.892920583409184,0.835956758360365,0.86713320114946,0.866411807562142,0.864904703644355,0.866328241191663,0.866881100243647,0.866080451576848,0.866495574378729,0.865898591154549,0.863853150504848,0.863853150504848,0.863853150504848,0.863853150504848,0.863853150504848,0,0,0.868117896051769,0.893083645080086,0.865930304003455,0.866065670266082,0.893738415352677
"Transcriptional regulation by RUNX2",0,0.745350124267203,0.774048030328512,0.797444734700075,0.813823134397836,0.77374543861707,0.770492307332622,0.775471403211651,0.772416184326699,0.771642993737874,0,0.793206880472769,0.774039108588017,0,0,0.772040973626706,0.772398170361181,0,0.748362316456564,0,0.774039108588018,0.771946189483287,0,0.775183626942904,0.773297053267433,0.791343657222221,0.771024475933237,0.774317099401692,0.775416920507606,0,0.772087917637372,0.773932044984645,0,0.772273911661357,0,0.770512566999886,0.773190792476393,0,0.771507468994736,0,0.793211732038033,0.77073051286526,0.773447513940121,0,0.774688473131476,0.791227372195693,0,0.774014246138987,0.77331995298429,0.773240606832958,0.791455925539428,0.795753477406026,0.794186794371822,0.770618609995284,0,0,0.772276895461007,0.772015778156087,0,0.793475880203281,0.747931930762215,0.771642993737874,0.727506923309946,0.774039108588018,0,0,0.771024475933237,0.771592866138691,0.774830960408688,0.77132422029002,0,0.794957929591333,0.771569651802725,0,0.771030407405323,0.772069488212103,0.772646273305248,0.773297053267433,0.769464712493141,0,0,0.769837915566069,0.74831735646035,0.748554006372096,0.79319723306839,0.773384962048976,0.747399948485941,0.772442546497963,0.77374543861707,0.774014246138987,0.774424163005065,0.773338350081581,0.772359195401235,0.793211732038033,0.771706262133019,0.794240946289183,0.771946189483287,0.772942591145779,0.771640750912488,0,0.793202047531608,0.772343662429554,0,0.774445905991641,0.745859720089728,0,0.772442546497963,0.796564017455853,0.794978639730773,0.791395641903134,0.773497740256235,0,0.794299063351714,0.796976708561677,0.772116148525042,0.77316661889679,0.77413964636627,0.772070439681224,0.79117208258908,0.771820548615076,0.772751302808308,0.771616108088302,0.77302026931388,0.772527724196855,0.770840119313891,0.770840119313891,0.770840119313891,0.770840119313891,0.770840119313891,0,0,0.774358776973616,0.796934602947542,0.772887825270783,0.77354698539924,0.795497162720777
"SUMOylation of intracellular receptors",0,0,0,0.571269333212073,0.619815314405663,0.570819613459802,0.563933691874709,0,0.512184643416704,0.506829449250696,0,0.508326641324722,0.52239397270324,0,0.513179061275812,0.51573349533784,0.50857728498905,0,0,0.572418138011451,0,0.50863579883613,0,0.572861736879778,0.510199811925507,0.568270913777622,0.565165381614934,0.512978189808513,0.574975872259654,0,0.508963824790847,0.570328882822724,0,0.570041220271676,0,0.565546570539302,0,0,0.567432060707833,0,0.508337870140462,0.561986118507377,0.570773437125545,0,0,0.620331017445989,0,0,0.570478200765549,0.50499834682384,0.620859997938727,0.567354964241877,0.563728919005116,0.564869378170297,0,0,0.568245809595867,0.618490307281314,0,0.617128545659366,0,0.506829449250696,0,0.511226387048517,0,0,0.565165381614934,0.504886840839565,0.514051583300752,0.565859131769514,0,0.510844836657437,0.504918923706182,0.572728485593962,0.565179109845619,0.621457559315399,0.568918987486306,0,0.56552710285147,0,0,0,0.574089864960365,0,0.508304312669895,0.512644457150531,0,0.568447467336391,0.574006814347363,0.572728485593962,0,0.510753305359749,0,0.508337870140462,0.50697588222906,0.567235095499971,0.567804105115512,0.622850773742372,0.566546876371267,0,0.508315455613961,0,0,0.516913806988591,0.506877382304688,0,0.567804105115512,0.569230937123891,0.565561623533977,0.508337870140462,0.569998486600125,0,0.563988762503057,0.570186099454661,0.566788698486954,0.571272117993237,0.57478200146262,0.570773437125545,0.620203051156493,0,0.623977122156433,0,0.622597570657029,0.508419220733178,0.505184631569972,0.505184631569972,0.505184631569972,0.505184631569972,0.505184631569972,0,0,0.512179664144385,0.56180201278547,0.568119348001103,0.570112463143134,0.568993769436673
"Activation of Matrix Metalloproteinases",0,0,0,0,0.877139031051006,0.87993003537891,0.874661375160131,0.882851714687408,0,0.876644001814902,0,0.838957410641014,0.847019714883013,0,0,0.846357780215072,0,0,0,0,0,0.878043244423055,0,0,0,0.877072484297715,0.874874419438289,0.844633797071999,0,0,0.877288321000891,0,0,0,0,0,0,0,0,0,0.838964436464048,0,0,0,0,0.877461704285931,0,0,0,0,0.877792685167284,0,0.839818859930785,0.876916643979754,0,0,0.877083076533298,0.876867598475989,0,0.875457931086357,0.878969867489153,0.876644001814902,0.878923849301113,0,0,0,0.874874419438289,0,0,0.875866114847368,0,0,0.878723859392733,0,0.874883009134798,0,0,0,0.84286674758531,0,0,0,0,0.845154613808583,0.838943439695099,0,0.878199474198083,0.878043244423055,0.880647832444185,0,0,0,0,0.838964436464048,0,0.839957409765025,0.847628365742162,0.879595924098967,0.844500342878139,0,0.838950411788586,0,0,0,0,0,0.806738507871219,0,0,0.838964436464048,0,0,0,0.843859090724902,0.876447740853692,0,0,0.878222172792957,0.877381636313932,0.876362313929672,0,0.876066252167327,0.843015170500545,0.841624185689404,0,0,0,0,0,0,0,0,0.801508717634497,0.843295912989078,0.879085025333941,0.878385063361785
"Negative regulation of TCF-dependent signaling by WNT ligand antagonists",0,0,0,0.7449308794409,0.796573781750778,0,0.728043081090686,0,0,0,0,0.734895338873855,0.856864653821654,0,0,0.80439873177555,0,0,0,0,0,0.795538291007853,0,0,0.798194996127943,0.793950872800184,0.729303294230055,0.801579619041528,0,0,0,0,0,0,0,0,0,0,0.735364440511493,0,0.734906827725856,0.728607168753419,0,0,0,0.797101427412024,0,0,0,0,0,0.740925861742469,0.792030873567255,0.79030724321855,0,0,0,0.731650768479525,0,0.846948976182367,0.799050476844486,0,0,0,0,0,0.729303294230055,0.730649282708844,0,0.73001311021024,0,0.739041947870223,0.736112214368485,0,0.729317340378305,0,0,0,0.798690082836031,0,0,0,0,0,0.734872493133343,0,0.797790704934426,0.798052380565192,0,0,0,0.736869958004246,0.73455125000039,0.734906827725856,0.733005057529082,0.790363482223528,0.736403361867512,0,0,0,0.734883894125057,0.734941311343462,0,0,0,0,0,0.800225885598383,0.739608138543327,0.734906827725856,0,0,0.737481705700175,0.743822560219332,0.735364440511493,0,0,0,0.796970497686663,0,0.736869958004246,0,0,0.733981257153342,0.730953969659612,0.730953969659612,0.730953969659612,0.730953969659612,0.730953969659612,0,0,0,0.735121589618336,0,0.799755934247687,0.740318890316887
"Ribosomal scanning and start codon recognition",0,0,0.891826072455387,0.891327385223656,0.855761406619948,0,0.850294978062633,0,0.887680342734869,0,0,0.888252589070315,0.890944863827853,0,0,0.859230436203393,0.854128704239135,0,0.892034065539019,0,0.889912576162814,0.853507032083216,0,0,0.854802194729988,0.89068568165823,0.851026943544886,0.857593020160487,0.858528733828979,0,0.888103131361618,0.89365641099703,0,0,0,0.851783094427733,0.9234928091873,0,0.89047464440613,0,0.888259262102703,0.888073820223897,0.85525928311985,0,0.858603671468471,0.856067877326234,0,0,0.854184232352853,0.891046641062061,0.856382238523558,0.891755277974171,0.88684628682596,0.888569364187356,0,0,0.891607696591748,0.852390419347042,0,0.887290413437781,0,0,0,0.889115395698347,0,0,0.851026943544886,0.851808729637417,0.854596731189876,0.851439223642605,0,0.890661050432066,0.853672068357625,0,0.851035101923303,0.892025209192091,0.887909158455143,0.854802194729988,0.855914700282627,0,0,0,0.891164613611473,0,0.888239319653461,0.889824918513652,0,0.891607696591748,0.857193162531405,0,0.892343420032199,0.855421864154342,0.85404620715257,0.888259262102703,0.853148137228872,0.886691523746134,0.853507032083216,0.85809493065039,0,0,0.888245941654246,0.854301654612754,0,0.895293827039937,0,0,0.891607696591748,0.890116012321065,0.890040076424617,0.888259262102703,0,0,0.921140384801816,0.890683643789639,0.921860209140215,0,0,0.854889303561837,0.85599182984143,0.891682807945608,0.855421864154342,0.891401612458691,0.857414838870192,0.853744029472762,0.851985699964013,0.851985699964013,0.851985699964013,0.851985699964013,0.851985699964013,0,0,0,0.92190564376343,0.854802194729988,0.890523891421218,0.88864861864216
"Nervous system development",0.881946983967,0.887951141493103,0.888000211525767,0.894552962679706,0.887755789512457,0.887761903103491,0.893444915957137,0.88876393253268,0.887576353109077,0.893943191617236,0.882406197169111,0.893513829831822,0.887944362887409,0.883104519680774,0.881811433036255,0.887835672240659,0.887966170131435,0,0.88817060222917,0.876759397274282,0.8880491617954,0.888218771244305,0,0,0.888004352770328,0.893853166339188,0.893575405078246,0.888138690125111,0.888668691217423,0,0.887890095358882,0.888220572140028,0,0.887935701575959,0,0.887601561223564,0.894201007854952,0.882104599835025,0.89390996059872,0.881931657256144,0.893515019448208,0.887737568719096,0.881802150080843,0,0.888569867242783,0.887810424729661,0,0.882275881950107,0.887617037514285,0.88801687923531,0.887866466602324,0.894138262004741,0.893754107261386,0.905325816238562,0.882912735387969,0,0.888185522324933,0.887709830393177,0,0.893353503386893,0.893881430870678,0.893943191617236,0.888105810917013,0.888097126538284,0,0,0.893575405078246,0.888119601117001,0.888468280219054,0.888053728458143,0.881894157929084,0.893943191617236,0.887735572627904,0.876792276482379,0.893576859490586,0.894091966904014,0.888180409813549,0.888086234785245,0.887921374307463,0.882201990405835,0,0.887826804593556,0.887934601245892,0.888097920532123,0.893066154251936,0.887663053320105,0.888364653483916,0.888185892036207,0.88827630373278,0.88830888791232,0.887721469589858,0.888527253425633,0.888172737739268,0.893515019448208,0.893513395180508,0.899454718570137,0.894426106933076,0.888118243861167,0.888370720074522,0.876911131348899,0.893512644782115,0.888398114656537,0.888817480723985,0.888512477954592,0.881584140510159,0,0.887855343247913,0.894337008527185,0.893948269797141,0.893515019448208,0,0,0.893781635906438,0.894438201456693,0.899824535409559,0.887699566041849,0.894365034670899,0.887829237805157,0.88779686757472,0.88772478800272,0.894358897389809,0.888141730463132,0.887915120365848,0.888019301329152,0.887705840001015,0.887705840001015,0.887705840001015,0.887705840001015,0.887705840001015,0,0,0.888352499616114,0.893873559997159,0.888042037049708,0.88803173818925,0.894075412979137
"APC/C-mediated degradation of cell cycle proteins",0,0,0.871017619348026,0.905123679411294,0.867361857607534,0,0.864549478754646,0,0.868638829717315,0,0,0.898946035392696,0.872583923974456,0,0,0.868119607054146,0.868612570233065,0,0.833538822199098,0,0.871004613866041,0.867953704491801,0,0,0.869922898128123,0.900963390680123,0.865325236483945,0.870848544120951,0.873275846092687,0,0.868160305766028,0.904111853691162,0,0.868431434693105,0,0.866126626585128,0.869767998666042,0,0.867314168807805,0,0.898953107661237,0.866181577140297,0,0,0.870889871914867,0.867368319975701,0,0.834618991025659,0.86867142049917,0.869840614510141,0.868425043000954,0.902658284202754,0.900374484535241,0.865457147972371,0,0,0,0.867366830335288,0,0.866074854594988,0,0,0,0.871004613866041,0,0,0.865325236483945,0.866153795505708,0.869153931038598,0.865762182597111,0,0.901498590892097,0.868087069891837,0,0.865333882964236,0.869119750292676,0.868974237148963,0.868314528791776,0.869069813225773,0,0,0.864880411958435,0.834407086805422,0,0.898931972089251,0.869489740246948,0,0.867953704491801,0.869654140337214,0,0.871565918948453,0.869983097701593,0.868555755294356,0.898953107661237,0.867603955378032,0.900210462244168,0.868272048449846,0.869834992402838,0.833767063180205,0,0.898938990273055,0.868795867932715,0,0.87084854412095,0,0,0.869238563707586,0.903839832132927,0.901528780667906,0.896305739970579,0,0,0.900538142309884,0.904441424024643,0.868037722941179,0,0.872985295481881,0.867212445412807,0.867287722699518,0.868033309629923,0.870706651834966,0.867735290696367,0.868795867932715,0.868801424647376,0.866341353665269,0.866341353665269,0.866341353665269,0.866341353665269,0.866341353665269,0,0,0.871470603818574,0.912322148511757,0.868644099125257,0.869002372288689,0.90228464679163
"Regulation of mitotic cell cycle",0,0,0.871017619348026,0.905123679411294,0.867361857607534,0,0.864549478754646,0,0.868638829717315,0,0,0.898946035392696,0.872583923974456,0,0,0.868119607054146,0.868612570233065,0,0.833538822199098,0,0.871004613866041,0.867953704491801,0,0,0.869922898128123,0.900963390680123,0.865325236483945,0.870848544120951,0.873275846092687,0,0.868160305766028,0.904111853691162,0,0.868431434693105,0,0.866126626585128,0.869767998666042,0,0.867314168807805,0,0.898953107661237,0.866181577140297,0,0,0.870889871914867,0.867368319975701,0,0.834618991025659,0.86867142049917,0.869840614510141,0.868425043000954,0.902658284202754,0.900374484535241,0.865457147972371,0,0,0,0.867366830335288,0,0.866074854594988,0,0,0,0.871004613866041,0,0,0.865325236483945,0.866153795505708,0.869153931038598,0.865762182597111,0,0.901498590892097,0.868087069891837,0,0.865333882964236,0.869119750292676,0.868974237148963,0.868314528791776,0.869069813225773,0,0,0.864880411958435,0.834407086805422,0,0.898931972089251,0.869489740246948,0,0.867953704491801,0.869654140337214,0,0.871565918948453,0.869983097701593,0.868555755294356,0.898953107661237,0.867603955378032,0.900210462244168,0.868272048449846,0.869834992402838,0.833767063180205,0,0.898938990273055,0.868795867932715,0,0.87084854412095,0,0,0.869238563707586,0.903839832132927,0.901528780667906,0.896305739970579,0,0,0.900538142309884,0.904441424024643,0.868037722941179,0,0.872985295481881,0.867212445412807,0.867287722699518,0.868033309629923,0.870706651834966,0.867735290696367,0.868795867932715,0.868801424647376,0.866341353665269,0.866341353665269,0.866341353665269,0.866341353665269,0.866341353665269,0,0,0.871470603818574,0.912322148511757,0.868644099125257,0.869002372288689,0.90228464679163
"Drug ADME",0,0.826871185680046,0,0,0.826616874194779,0.828175018876878,0.82474788131272,0.830283166630704,0.807088689371246,0.827214888098524,0,0.801746500203533,0.829414829389505,0,0,0.829740873267231,0,0,0,0,0,0.827471618347985,0,0.810483918162681,0.807269741535107,0.826577963813795,0.825198493762461,0.828732847517073,0,0.828760530532486,0.803605934939233,0,0,0.788713796626017,0,0.845405859641134,0.803772989614129,0,0.826774088978877,0,0.801750608254452,0.846782486363313,0.808303252763392,0,0,0.82680554363218,0,0,0.827142183292625,0,0.826296021906561,0.827142183292625,0.82656193125375,0.825601160736166,0.810728655262632,0,0.827471618347985,0.84577974089143,0,0.825633922557597,0.828574839035676,0.827214888098524,0,0,0,0,0.825198493762461,0.825679776766741,0,0.802212943138944,0,0.826468555143106,0.803563394600372,0,0.825203516221817,0.826498431501675,0.826897790564053,0,0.827699640555888,0,0,0,0,0.787243023323716,0.801738331287675,0.807256911762208,0.828124384355612,0.827471618347985,0.808915740924102,0.828311960525109,0,0,0.826922371002267,0.801750608254452,0.827268460456033,0.824490107207601,0.826725285392567,0.828053437810661,0,0,0.801742407922528,0,0,0,0.787817753450323,0,0.827471618347985,0,0.807162257475267,0.801750608254452,0.827477639884337,0,0,0.804938592837859,0.827100132856603,0.804519322569549,0,0.808247189529666,0.826758727294176,0.826101368140486,0.80466473552662,0.825928258628783,0.808070884791308,0,0.825788723205245,0.825788723205245,0.825788723205245,0.825788723205245,0.825788723205245,0,0,0,0,0.828268946128084,0.828080755385326,0.827345438542895
"TICAM1,TRAF6-dependent induction of TAK1 complex",0,0,0.694034730770122,0.818297966018968,0.679555332375673,0,0.670468476717711,0,0.685367763816443,0,0,0.795790117544458,0,0,0,0.696147905187421,0.685272089075273,0,0.548190661250967,0,0.693987346133361,0.682871554142411,0,0,0.690046184446441,0.679311270743108,0.673294900087434,0.689825160356085,0.702262434606229,0,0.682666959814621,0.690782493132537,0,0,0,0.676214713354773,0.689481818223522,0,0.680541447029397,0,0.795815884899813,0.676414922166678,0,0,0.702551800021223,0.68073874332521,0,0,0.685486506233041,0.689746389378952,0.681952622744657,0.809315457215202,0.800994580080201,0.671139288180458,0,0,0,0.678559847635789,0,0.673389862512957,0,0,0,0.693987346133361,0,0,0.673294900087434,0.676313701568691,0,0.67488688513498,0,0.805090189259555,0.688566039865802,0,0.673326402982006,0.560067926127245,0.686589799211493,0.687872716166011,0.68430180157034,0,0,0,0.544332455717708,0,0.795738878803275,0.686422922628411,0,0.682871554142411,0.697105237963873,0,0.696032425083343,0.690265517718767,0.685065087501904,0.795815884899813,0.681597265751383,0.800092968847428,0.682871554142411,0.688566039865802,0,0,0.795764449104371,0.685939922449456,0,0,0.543360324164407,0,0.682871554142411,0.813620351070793,0.805200183765121,0.795815884899813,0,0,0.801590856651374,0.815812212418176,0.683177669956462,0,0,0.688209079620325,0.680445092335554,0.683161590340879,0.690265517718767,0.682075777532824,0.690138948634847,0.685960167981776,0.676997057654418,0.676997057654418,0.676997057654418,0.676997057654418,0.676997057654418,0,0,0.695685150540785,0.796297555827427,0.687872716166011,0.6866923077827,0.807954133349878
"Transcriptional regulation of testis differentiation",0,0,0,0.735579135071081,0.794086757032441,0,0.789488469857781,0,0,0.72958035871096,0,0.724874176275513,0,0,0,0,0,0,0,0,0,0.735691049676145,0,0.80572382558699,0,0.793963252762417,0,0,0,0,0.731126187940504,0,0,0,0,0,0,0,0.729566153343136,0,0.724887215516381,0.788859622452504,0,0,0,0.794685607019327,0,0,0,0,0.79529987518602,0.731033651288424,0.727857863822311,0.729754086425797,0,0,0,0,0,0.790966799803822,0.733896938079095,0.72958035871096,0,0,0,0,0,0.792446371190979,0,0.791724348969577,0,0.728895508438875,0,0,0,0.796580716779805,0,0,0,0,0,0,0,0,0.724848247565374,0,0.732467163426846,0.735691049676145,0,0,0,0,0,0.724887215516381,0,0.852868213136141,0.730745274268642,0.858939655509039,0,0,0.724861187089453,0,0,0,0,0,0,0.733212087807011,0.729636020024759,0.724887215516381,0,0,0.727124715894375,0.800375751703075,0.7945857677503,0,0.804454768445822,0.798465875229719,0.794537008688905,0,0.799506509447922,0,0.797317597243488,0,0.792792174804792,0.792792174804792,0.792792174804792,0.792792174804792,0.792792174804792,0,0,0,0.789231551993697,0,0.797698332225806,0.731379656810546
"Regulation of BACH1 activity",0,0,0.623354604748381,0.736353971277059,0.610187694656168,0,0.601924519059371,0,0.615473256950462,0,0,0.715886351755889,0.630403749354164,0,0,0.625276229998529,0.61538625466758,0,0.499485637286738,0,0.623311515302605,0.61320331676,0,0,0.619727601097272,0.614222720267387,0.604494740651308,0.619526611784963,0.629965951399095,0,0.613887823063816,0.620397166918021,0,0,0,0.60627933165967,0.619214391976712,0,0.612139152165813,0,0.715909783423561,0.60733194763215,0,0,0.628264372525477,0.611263835055804,0,0,0.614710680801122,0.619454981020651,0.612367682104088,0.728185683990549,0.720619054622376,0.602534524667215,0,0,0,0.608411890719868,0,0.608838059409131,0,0,0,0.623311515302605,0,0,0.604494740651308,0.607239902197882,0,0.605942419858562,0,0.724343416392688,0.618381624552816,0,0.604523387958964,0,0.616584520674119,0.617751147334685,0.618760883312876,0,0,0,0.495977159655986,0,0.715839757561847,0.618292472967872,0,0.61320331676,0.626146785131588,0,0.625171217614286,0.619927052856128,0.615198016798074,0.715909783423561,0.612044536524859,0.72007561996726,0.61320331676,0.618381624552816,0,0,0.715863010037288,0.615993552136363,0,0,0,0,0.61320331676,0.732100359780865,0.724443440421724,0.715909783423561,0,0,0.721161281570544,0.734093539366741,0.613481684637698,0.48636776676222,0,0.618057021048537,0.610996802125709,0.613467062562462,0.619927052856128,0.612479673498968,0.619811956655095,0.616011962507883,0.607861315318552,0.607861315318552,0.607861315318552,0.607861315318552,0.607861315318552,0,0,0.62485542185022,0.716347793182333,0.617751147334685,0.616677737332988,0.726947757631124
"Translation initiation complex formation",0,0,0.891826072455387,0.891115999082845,0.855752966658441,0,0.850294978062633,0,0.887680342734869,0,0,0.888252589070315,0.890944863827853,0,0,0.859224283695949,0.854128704239135,0,0.892034065539019,0,0.889912576162814,0.853507032083216,0,0,0.854802194729988,0.89068568165823,0.851026943544886,0.857586867653042,0.858528733828979,0,0.888103131361618,0.89365641099703,0,0,0,0.851783094427733,0.9234928091873,0,0.89047464440613,0,0.888259262102703,0.888073820223897,0.85525928311985,0,0.858603671468471,0.856059437364726,0,0,0.854184232352853,0.891046641062061,0.856373798562051,0.891755277974171,0.886634900685149,0.888569364187356,0,0,0.891607696591748,0.852390419347042,0,0.887290413437781,0,0,0,0.8890883490637,0,0,0.851026943544886,0.851808729637417,0.854589873006376,0.851439223642605,0,0.890661050432066,0.853672068357625,0,0.851035101923303,0.892025209192091,0.887867099505283,0.854802194729988,0.855908547775182,0,0,0,0.891164613611473,0,0.888239319653461,0.889677659051174,0,0.891607696591748,0.857193162531405,0,0.892343420032199,0.855421864154342,0.856201824372884,0.888259262102703,0.8525965383335,0.886480137605323,0.853507032083216,0.858086490688882,0,0,0.888245941654246,0.854301654612754,0,0.895293827039937,0,0,0.891607696591748,0.889904626180253,0.890040076424617,0.888259262102703,0,0,0.921140384801816,0.890472257648827,0.921860209140215,0,0,0.854889303561837,0.855983389879923,0.891682807945608,0.855421864154342,0.891401612458691,0.857406398908684,0.853744029472762,0.851985699964013,0.851985699964013,0.851985699964013,0.851985699964013,0.851985699964013,0,0,0,0.921899820438608,0.854802194729988,0.890523891421218,0.888437232501349
