"","GRM1","IL22RA2","PCMT1","PNISR","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HBS1L","HIVEP2","RAET1G","USP45","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","PPP1R14C","ARID1B","MYCT1","VIP","FBXO5","ADAT2","CCNC","MTRF1L","PEX3","SNX9","MTHFD1L","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","CD109","ZBTB2","PEX7","HECA","SCAF8","MCHR2","SIM1","KATNA1","IL20RA","CITED2","ASCC3","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","TAGAP","SF3B5","STX11","COL12A1","UTRN","SOD2","WTAP","GRIK2","ACAT2","TCP1","MYB","MRPL18","HACE1","IGF2R","SYNE1","LIN28B","PREP","LPA","COX7A2","MAP3K4","PRDM1","EPM2A","AGPAT4","ATG5","PACRG","FBXO30","QKI","PDE10A","MPC1","RPS6KA2","QRSL1","RNASET2","BEND3","PDSS2","FGFR1OP","CCR6","SEC63","MYO6","KIF25","FRMD1","AHI1","OSTM1","THBS2","NR2E1","SNX3","PHF10","TCTE3","FOXO3","DLL1","HTR1B","PSMB1","TBP","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","IBTK","FIG4","WASF1","TPBG","UBE3D","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","KHDRBS2","PTP4A1","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","COL9A1","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","SMAP1","GABRR2","UBE2J1","RRAGD","B3GAT2","GJA1","HSF2","FABP7","MDN1","CLVS2","RIMS1","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","KCNQ5","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","EEF1A1","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"Lewis blood group biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.620185450080658,0,0,0,0.630527559253373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.623389298876797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616855041350057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625052773993065,0,0.768384961776362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Activation of Matrix Metalloproteinases",0.640619083765935,0,0,0,0,0,0,0.540238642090114,0,0,0,0,0,0,0,0.541553449024354,0,0.595009139721753,0,0.592182878758586,0,0,0,0,0.484512828721031,0.546635424313499,0,0,0,0.5922720074291,0,0,0.589729914187269,0,0.539532908252719,0,0.640299712640353,0.590357758102044,0,0.589566657264697,0.48311985465503,0,0.598177027861518,0.487000960287221,0,0.487000960287221,0,0,0,0,0.639251831129073,0.60109110055118,0,0,0.594346529658754,0,0.641197263752817,0,0,0,0.536390228864007,0,0.592549122708648,0.643574906745503,0.479481443872458,0.542985239380256,0,0,0,0.539434404559394,0.591580849025141,0.541888330331613,0,0,0,0.591388679192655,0.644008382696118,0,0.529268112508009,0.589429272696875,0.533578566107254,0.545774586783158,0,0.544292304449398,0,0,0.540692611494014,0,0,0,0,0.529278958791742,0,0,0,0.593853284831392,0,0,0,0,0.590685844040746,0.640129010420957,0,0.536327739771716,0,0,0,0,0.591204811516894,0,0,0,0,0.594542751508013,0.542073789187879,0.640441560901272,0.536074319406811,0.589786258865637,0.538031170943941,0,0,0.539807643036766,0,0,0,0,0,0,0,0,0,0.529278958791742,0,0,0,0,0.592770142016611,0,0,0,0,0.591310595731086,0,0.590405269237669,0.64125587166172,0,0,0.590651071385702,0.539158142493445,0,0.540857980383909,0,0.589676768819825,0.543885853311397,0.539434404559394,0.540305791768136,0,0,0,0.640441560901272,0,0,0.641111677072915,0,0.590431018516942,0,0.536952632007878,0,0.640454821452392,0,0,0,0.535303245687388,0,0,0,0,0.489074205902618,0.529246544523351,0,0.538699296566122,0.592185626293074,0.600062281426782,0,0,0,0,0.529278958791742,0,0.590153718791411,0.593667908626834,0.543370060966066,0.492060619768472,0,0.529257307860799,0,0,0,0,0,0.483589502098397,0,0,0.529278958791742,0,0,0,0.596642472954147,0.589670256609522,0,0,0.596317610846682,0.59264653515404,0.593789993911024,0,0.59333294142603,0.539592474825221,0.593192284412028,0,0,0,0,0,0,0,0,0.475515887306793,0.535965780128555,0.595276183030018,0.594195599856284
"Transferrin endocytosis and recycling",0.797976082867033,0,0.74593595458436,0,0.800227600513349,0,0,0.802338663052627,0,0,0,0,0.806819929405402,0,0,-0.0411053857224156,0,0,0,0,0,0,0,0,0,0.748263587827873,0.799374068459552,0.800647167902573,0,0,0.745889058187015,0,0.850409734975289,0,0,0,0.797652744013397,0.851045378949977,0,0.791048011230989,0,0,0.807314218552847,0,0,0,0,0,0,0.80774617608928,0.796591844077672,0.810264494415034,0,0,0.80256459970363,0,0.798561445910772,0,0.745018042154544,0.803185165651702,0,0.804008846303819,0.796518925338166,0.742713507137773,0.797405072389496,-0.0411053857224156,0,0.798107603249299,0.80378120714823,0,0.801759546168562,0,0,0,0,-0.0411053857224156,0.800535956772336,0.745707824417761,0.797030761944705,0.85010535844569,0,0.747392055626209,0,0.807943383916399,0,0,-0.0411053857224156,0.805248878785699,0,0,0,0.797041742977952,0,0,0,0.743357947205163,0,0,0,0,0,0.797479921063822,0,0.801877547778966,0.739877856261996,0,0,0,0,0,0.804008846303819,0,0,0,0.8029919374962,0.797796354535457,0.797925396807165,0.797750466261133,-0.0411053857224156,0,0,0.741647007005289,0,0,0,0,0,0,0,0.800884547786307,0,0.797041742977952,0.797130998501351,0,0,0,0,0,0,0,0,0,0.8029919374962,0.8510934803433,0.784244755022259,0,0,0.745962136508921,0.800040068074489,0,0,0,0.737285495495509,0,0,0,0,0,0,0.797796354535457,0.799082848976843,0,0.798474795939158,0,0,0.801191294501935,0.804304313591549,0,0.797809779829901,0.744692458958007,0,0,-0.0411053857224156,0,0,0.742633837361512,0,0,0.79700892600878,0.798964030722529,0,0.801877547778966,0,0,0,0.805028564200498,0.802812345410245,0.797041742977952,0.791559209066793,0.798994023550977,0,0.804304313591549,0,0,0.797019823065254,0.803185165651702,0,0,0.746284511474044,0,0,0.804826513916795,0.801040962006258,0.797041742977952,0,0,0.744853345355539,0.805760599002284,0.800884547786307,0,0,0,0,0,0.805028564200498,0,0,0.802267546817305,0.799374068459552,0.799374068459552,0.799374068459552,0.799374068459552,0.799374068459552,0,0,0,0.742597548765777,0,-0.0411053857224156,0.797555126303456
"Cardiac conduction",0.859440319164414,0.839840968346475,0,0,0.859502938805204,0,0.840783046707386,0.859920508301721,0,0,0.840901780363463,0,0.823529836116065,0,0,0.845659959969305,0,0,0.842190925090776,0.841563235262292,0,0,0,0,0.840708948498207,0.824218989389732,0.859726497302093,0.840046204713758,0,0.85987179972418,0,0,0.858996713870792,0.84117178822051,0,0,0.858613473840399,0.859216292338789,0,0.858710071050519,0.858113298495114,0,0.843373773071553,0,0,0,0,0,0,0.842365098479772,0.859393988934268,0.844483607556372,0.842037606307278,0.839855605711385,0.84182373638351,0.841265702724607,0.859445782906257,0.841770826610396,0.839558571162803,0.841850740789665,0.840794149127629,0.860113978401005,0.858333629967805,0.860905916180124,0.857806479257464,0.846160705975508,0.84142247894044,0.84079338971175,0.860753046531027,0,0.861068947552652,0.840110605655071,0.840613638619282,0.842592838429006,0.840657293283423,0.858646030479255,0.860585704736707,0,0.858466738748235,0.858891569269843,0.83904381937069,0.823917925093879,0.843637247962026,0,0,0.842025788133298,0.845358895673453,0.841936895697071,0,0.84052297776864,0,0.858470532064232,0,0.840893654405553,0,0.858533976484752,0,0,0,0,0.858598126174425,0.858553773442041,0,0.859283338535621,0,0.841469762314544,0.858955564688551,0,0.839031340045135,0,0.840110605655071,0.822288977007643,0.840582043915113,0.858101215493234,0.860287109891266,0.858663083023649,0.857986221444983,0.858932695714166,0.844428098981952,0,0.84354034435022,0.841606529374071,0.841635831401218,0,0.84062336659249,0,0.840166645507618,0.861027123623324,0,0.858453063188786,0,0.858470532064232,0.840456028888816,0,0,0,0.840217328709083,0,0.84183224225247,0.84035359396484,0,0.840932715060564,0.8222074848748,0.859232908606189,0.857068933576883,0,0,0.860591305552485,0.840342814099946,0,0.841671774041793,0,0.859653309386906,0.861610003900157,0,0,0,0,0,0.858663083023649,0.859625897704818,0.843241786125537,0.859415850320129,0,0.840061545130717,0.840234169187336,0.842933997060772,0,0.858667720691438,0.894078942586749,0.839533653313545,0,0.843474050317069,0,0,0,0.842213927695367,0,0.858459195687105,0.840980412075546,0.861194060432633,0.859359444565132,0.843163392478341,0.842320301536107,0,0,0.859963974912243,0.858470532064232,0.859453462927622,0.877400287688966,0.841495715720149,0.879427660019741,0,0,0.858462959993952,0.859695326882141,0,0.84407134246264,0.84025187329093,0,0.821822527262352,0.822841225610024,0.839795973023184,0.858470532064232,0.840996706608617,0,0.841675774266088,0.862260202611566,0.860766685890578,0.842791755537146,0.860743958445189,0.860145203153873,0.840174099166073,0.841783438035383,0.860531649995367,0.841623591165663,0.859829444065884,0.859775778303499,0.859726497302093,0.859726497302093,0.859726497302093,0.859726497302093,0.859726497302093,0,0,0,0.857682081774637,0.822558768434406,0.860852709763947,0.858632504867794
"GPCR ligand binding",0.913151742120654,0.905021968502406,0.885325731210379,0,0.90490320637174,0,0.904409960136681,0.904445090305063,0,0.894965557145822,0,0,0.905206847104137,0,0,0.897420395998669,0,0.905223527523028,0,0.904777733177155,0,0,0,0,0.894654902185207,0.895867856373526,0.891434733284181,0.904157558203707,0,0.904943442962413,0.884317386675804,0,0.913285365248524,0,0,0,0.91309033079106,0.913393416429014,0,0.913257268929053,0.904743980582925,0,0.90546420854372,0,0.887172028712249,0,0,0,0,0,0.913613687536636,0.906270225646315,0.88556653363809,0.905029171324123,0.904961344029643,0,0.913245299279135,0.905545968810546,0.904024551148653,0.904588984699977,0.894934842866887,0.904606395974264,0.913362075065476,0.913660435690418,0.904308787081228,0.897666805392037,0.905161949844858,0.904023640452402,0.904988079074218,0.894475196292305,0.904908518139249,0.904663313114456,0,0.905078365671254,0,0.913422687604598,0.904436428861102,0.884286579300146,0.904245159190396,0.913233625210631,0.903200256150316,0.895719707272811,0,0.905649801607618,0,0.894877344017547,0.897272246897954,0.904939789001128,0,0,0,0.904247025822745,0.89442797817316,0.904219182060571,0,0.904696384845577,0,0,0,0.89534979111888,0.904522317055634,0.91306536968763,0,0.904775203305618,0.89429537113705,0,0.904409585281569,0,0.904675757128515,0.895813043534844,0.904806776680302,0.894190674661136,0.886523782319618,0.904777613609605,0.904853913533406,0.913121190649755,0.904397235441955,0.903950661381678,0.896814216189251,0,0,0.894302256222299,0,0,0,0,0.904553293569346,0.894925131031229,0,0.904759779833067,0,0.904247025822745,0.903857630390024,0,0.895782086306654,0,0.905029171324123,0,0,0,0.905098021003034,0.904708634305825,0.904556138435185,0.913401593038151,0.904185620881047,0,0,0.894592669891484,0.904723179203732,0,0.904980115415332,0,0.904348656427159,0.905345839927712,0.894475196292305,0,0.895235830823781,0,0,0.913121190649755,0.913318686519381,0.895694878084557,0.913236516834668,0,0.904542588286496,0.904250052624701,0.904857002263343,0.895401382030178,0.91312347277461,0.904460455250791,0,0,0.89634474354275,0,0,0.885018022096849,0.887433757082383,0.895171889613349,0.90424144736625,0.904367314925852,0.905141160556858,0.904775203305618,0.905875667152232,0,0.904889591419601,0.905113127736161,0.904823385222486,0.904247025822745,0.904572170141628,0.904259434004157,0.904928576873087,0.905257072687178,0.906023816252947,0,0.904243299723643,0.90479977403937,0,0,0.894429400779806,0,0.894495998787077,0.905276489064795,0.904555795917541,0.904247025822745,0,0,0.903996554842129,0.905278756657743,0.904759779833067,0,0.905453956127249,0.895801316504013,0.905007898732157,0,0.914350571911875,0,0.904997481279461,0.904730776571353,0.913389381427554,0.913389381427554,0.913389381427554,0.913389381427554,0.913389381427554,0,0,0.895710171490657,0.904281918908299,0.894858291722679,0.896517915999304,0.904866018329757
"Nucleotide metabolism",0.757482909554751,0,0.759898982783061,0,0.760275618225224,0,0.836789877681747,0.761791773167708,0,0,0,0,0,0,0,0.765817056682878,0,0,0,0.801676312104694,0,0,0,0,0.800088111104714,0.803592268844775,0.795857615203957,0,0,0.75984715213283,0.759798989621963,0,0.797805218844383,0.798789823992788,0,0,0.794621368281803,0.79826173528383,0,0.797686511842128,0.799617750590931,0,0.803947264928486,0.802160607447141,0,0.802160607447141,0,0,0,0.802305718987215,0.79385943506045,0.806066138835309,0,0,0.800536111559427,0.760204635455273,0,0,0,0.759968427258474,0.797584742198529,0,0.798129317964329,0.799389892162148,0.796972197617307,0.766858136830235,0.801383671503512,0.794615778483488,0,0,0.761001404240928,0.762991290730089,0.798664331802775,0,0.761245830283784,0.75917740405029,0.79764636013904,0.759668828402251,0.758109849285427,0.797586617087617,0,0.80296633861746,0,0,0,0.764055914719025,0.765191126455563,0,0.762112622298724,0,0,0.758117735810588,0.721121795587746,0.835983839953746,0,0,0,0.761515585944458,0,0,0.797106798219715,0.794497247672254,0,0.800042674178041,0.757989094913895,0,0.797849933734221,0,0,0.72697369932864,0.800038234631037,0.798585697085439,0.799505498288119,0.759157805224024,0.800217093275392,0.794724508666687,0.758763820328871,0.794500918130725,0.763255945855535,0,0,0.761690990448765,0,0,0.762173578293878,0,0.836690934580273,0,0,0.799329506368588,0,0.758117735810588,0.793914385659778,0.762495774563772,0,0,0.760209354621226,0.765343469507334,0,0.79812368380197,0,0.795948440346085,0.798281912675364,0.798296281472715,0.796451820191427,0.842533246909088,0,0,0.73531181763749,0,0.801901970556597,0,0.797140645678356,0,0,0,0.759174314457525,0,0,0.794724508666687,0.795648462774864,0,0,0,0,0.796988699554194,0,0,0.79473415064846,0,0.79765450524473,0,0.761272423046932,0,0,0,0,0,0.758094166821473,0.760527584256362,0,0.800042674178041,0,0.801602871743804,0,0.759993392855565,0.761725577839164,0.758117735810588,0.799652657146049,0.793190528661879,0.800042674178041,0.801785565690036,0,0,0.75810199303492,0,0,0,0.724584988245472,0,0.799416743950727,0,0,0.758117735810588,0.800506097692989,0,0,0,0.799329506368588,0,0,0.761555151980606,0.760119477880425,0.83659855262601,0,0.836266221662565,0.759342497031159,0,0.795857615203957,0.795857615203957,0.795857615203957,0.795857615203957,0.795857615203957,0,0,0,0.75786849215016,0.800947432280533,0.762004076999418,0.758054998313179
"O2/CO2 exchange in erythrocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0483608912115309,0,0.0483608912115309,0,0,0,0,0,0,0,0,0.0446400034997472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422925018802229,0,0,0,0.174426506819934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation",0.609742291454007,0.615457891334844,0,0,0.618052155078135,0,0,0.620522208751829,0,0,0,0,0.629751601836704,0,0,0,0,0,0,0.626135046626386,0,0,0,0,0.619342389423154,0.631704985221083,0,0.617038489550148,0,0.739786440549387,0,0,0.615034010067683,0,0,0,0.60871593125173,0.616343150753058,0,0.614693596989723,0.620231761666317,0,0.628974650822897,0,0,0,0,0,0,0,0.606891382156365,0,0,0.615545160228306,0.740003328651102,0,0.610947876037187,0.637533127121008,0.615426985201713,0.622265623362611,0.619342389423154,0,0.73721020264475,0.737734357500221,0.610767390458795,0,0.627090812885566,0.730823920640807,0,0,0.739363293789441,0.621806643096977,0.742433854937162,0,0.619858671137572,0.717240427288724,0.739934011978744,0,0.609996479301369,0.614407131320396,0,0.629910020886883,0,0,0,0,0,0.626515944193526,0,0,0,0.610019095290766,0,0,0,0.619959053505415,0,0,0,0,0.7179303115178,0.6083599937086,0,0.740902121692051,0.614434149963143,0,0.613690611617924,0,0.617527385340969,0,0,0,0,0.739572227828746,0.625540410242503,0.60901170433346,0.611839024725603,0.730494538502629,0,0,0,0.620233196689282,0,0,0,0,0.732745606304961,0.745295460872197,0,0.621200135310266,0,0.610019095290766,0.728812554121212,0,0,0,0.615545160228306,0,0,0.740883452294099,0,0.616610581328037,0.621867660273206,0.616442217988069,0.836975491115758,0,0,0.624933729615742,0,0.634690464515741,0.744938181386622,0,0.734375012053065,0.746975665538237,0,0,0,0,0,0.60901170433346,0,0,0.610769416069432,0,0.621275131718156,0.618159145605402,0,0,0.609039354401533,0,0.739538000772722,0,0,0,0,0,0,0,0.609951507094817,0.618220349363381,0.744495784331684,0.742697086026251,0.629910020886883,0,0,0,0,0.610019095290766,0,0.617712665135957,0.739606324031638,0.622415172813246,0,0,0.609973950129832,0,0,0,0,0,0,0.625646062536537,0.6182556877044,0.610019095290766,0,0,0.615087783873746,0.629447643311229,0.737561190682256,0,0,0.622101869060662,0.615287422964354,0,0,0,0.620110231431983,0,0,0,0,0,0,0,0,0,0.610441857520017,0,0,0.740706632629891
"Signaling by Retinoic Acid",0.575016310914039,0.57798102866987,0.521838954616838,0,0.577278929580549,0,0,0,0,0,0,0,0,0.583903761693827,0,0,0,0,0,0,0,0,0,0,0.518960230853092,0,0,0,0,0.230206938097969,0.517375168809761,0,0,0.522582376687716,0,0,0.574691377850761,0,0,0.466227599091813,0.234226502256772,0,0,0.581900517747677,0,0.581900517747677,0,0.524759887656815,0,0,0.573625247189162,0,0,0.578023610379539,0.237019610236757,0.52040565894313,0.575604560067501,0,0,0,0,0.524747580981796,0.233651918192409,0.234539940104554,0.514677423984628,0,0,0.515185238492871,0,0,0,0.236962880942441,0.520850153353975,0,0.521531086200161,0.231595435969933,0.637293460836421,0.517193041474455,0.514301268016746,0,0.517733843024989,0,0,0,0,0,0,0,0,0,0,0.514312303191551,0.23506112975497,0,0,0.236517775412432,0,0.52522486099514,0,0.582839208303354,0.515939772510473,0.574517702804354,0,0.578937011846992,0,0,0.516979600589279,0,0.235331274888793,0.241688092672049,0,0.577774174318086,0,0.234804437338993,0,0.574835696438915,0,0.230871824352986,0,0,0,0,0,0,0.573595285105199,0,0.515169953408747,0,0,0.235331274888793,0,0.514312303191551,0.514203818633195,0.578808058279883,0,0,0.230713747838987,0,0,0.520093654759824,0,0.235935627585598,0,0,0.231304689117294,0,0,0.236329170829297,0.520968892062808,0,0,0,0.279902809684361,0,0,0,0,0,0,0.574835696438915,0,0,0.575517482871572,0,0.234544006066793,0,0.46973254159775,0.583144203941577,0.574849187926251,0.519664209994887,0.519437159372013,0,0.515783088880115,0,0,0,0,0,0.514279324419588,0.235845263485437,0,0.236329170829297,0.585032755353599,0.583144203941577,0,0,0.520132497459157,0.514312303191551,0,0.228816868615436,0.518013800024373,0.237259805020142,0,0,0.514290275203575,0,0,0,0.51848658711485,0,0.518020824238446,0,0,0.514312303191551,0.578794746086031,0,0.516785503172454,0,0.235331274888793,0,0,0.521259629025865,0.230587988328248,0,0.522140322972883,0,0.235638412944039,0,0,0,0,0,0,0,0,0,0,0.520162631047789,0.520610053540265,0.234101671280147
"Glucagon signaling in metabolic regulation",0.88322178203781,0.826584163765638,0,0,0.825756784734224,0,0.888303933215278,0.755085069061297,0,0,0.756362097693943,0,0,0,0,0,0,0,0,0.825254744563883,0,0,0,0,0.755646025737016,0,0.884877341587519,0.753029171368479,0,0.826037100616327,0,0,0.81887162089627,0,0,0,0.882838869130987,0.819624380050684,0,0.818675882528668,0.823073972522367,0,0,0,0,0,0,0,0,0.831990191784261,0.881582502091674,0,0.759081272617783,0.826634343596715,0.749945719238878,0,0.883914996175562,0.829921926521245,0.74999728131369,0,0.754818451296374,0.756235403295874,0.824555757405219,0.820629986905479,0.749423273773215,0,0.823917569830009,0.819310093958888,0,0,0.821879414647276,0.823815414974551,0.825985835093025,0.827518913829482,0,0.885109375421439,0.821637980536801,0,0.743321801728982,0.818511164055382,0.820826826601786,0,0,0,0,0.760784383937802,0,0.7531245673559,0,0,0,0.743334805979209,0,0.886974841366382,0,0.822783264555118,0,0,0,0,0.818613539931644,0.88263420415725,0,0.823774637586063,0,0.757277145104009,0.812524876383361,0,0.753948970541254,0,0.756394401810305,0,0.754250310479357,0.820764204828012,0.756902860957595,0.883008939389584,0.750092216621352,0.819120698409132,0.755808461716439,0,0,0.756777720393705,0.757703907426612,0,0,0,0.884482508633343,0,0,0.820843200872633,0,0.743334805979209,0.818153553200953,0,0,0,0.826634343596715,0,0,0.825094349712094,0,0.823310871954198,0,0.819681343957535,0.817853606102811,0,0,0.755124927310411,0.821598608671014,0,0.824772203580781,0,0.821893406791756,0.753586002705504,0,0,0,0,0,0.883008939389584,0.884532465933406,0,0.883812381249661,0,0.753021224407815,0.753726301867058,0.756744307912661,0,0.883024838247586,0.81185426428663,0.824320711736549,0,0,0,0,0,0.759100377607006,0.762836187252916,0.743295942598215,0.821753287146319,0.752160064835765,0.82201915764179,0.766414540423189,0.758828326740263,0,0,0,0.743334805979209,0.759620097208087,0.820593376781376,0.821706372323046,0.752005969327518,0.767446649385588,0,0.743308847399241,0.826413568857237,0,0.761413282142422,0,0,0,0,0,0.743334805979209,0,0,0.751960261222343,0.760996318732588,0.820843200872633,0,0.819451493356599,0.756923575396687,0.826486144028066,0.749278455657909,0.891573658397081,0.748730468436833,0.750680622292996,0,0.884877341587519,0.884877341587519,0.884877341587519,0.884877341587519,0.884877341587519,0,0,0,0.822460576102064,0,0,0.823193686258056
"Bile acid and bile salt metabolism",0.744774327586537,0.750871816412734,0.757192244692421,0,0.749914691676635,0,0,0.675268669798242,0,0,0,0,0,0.75621284125404,0,0,0,0.679510834308574,0,0,0,0,0,0,0.753455674563019,0,0,0,0,0.819799831143599,0,0,0,0,0,0,0.745193295988069,0,0,0,0,0,0,0.754159106386448,0,0.754159106386448,0,0.67922208935091,0,0,0.742877983436799,0.763664779579317,0,0.750929865209905,0.822677139980053,0,0.745576248318711,0,0,0,0,0.670475904720877,0.818086190627981,0.748873977836861,0,0,0,0.745816432442259,0,0,0.674475306020581,0.755094826338801,0.75353903203529,0,0.75085105110195,0.747774936723687,0.748281238346229,0,0,0,0.667164900432848,0,0,0,0,0,0.688741789570874,0,0,0,0,0,0.750615346273773,0,0,0.750376268989763,0,0,0,0.754761606808052,0.748038997665545,0.744094608494663,0,0.752175044347416,0,0,0.671485602995375,0,0.748758792172257,0.759896284278817,0.675997653428895,0.754024888689029,0,0.750096477145541,0,0.744528107951063,0.669492861622636,0.746791296225433,0,0,0,0,0,0,0.668497352601041,0,0.663669721177302,0,0,0,0,0,0.744478528379311,0.753235314918352,0,0,0.820490730970992,0,0,0.752507748092183,0,0.82119941892229,0,0,0.745325504438048,0,0,0,0.749657780769317,0,0,0,0.74663943635533,0,0,0,0,0,0,0.744528107951063,0,0,0.745457541800726,0,0,0,0,0.755177386965277,0.744546499993515,0,0.751612791832638,0,0.664505567762422,0,0,0,0,0,0,0,0,0.752175044347416,0.759291004365494,0.75585454060397,0,0,0.682756268500114,0,0,0.743820974968472,0,0.755499603077347,0.760484963821505,0,0,0,0,0,0,0,0.667556122729491,0,0,0,0.752197094969305,0,0,0,0,0,0,0.754097242835386,0.820319291440078,0,0,0,0.823527287089206,0.744299268291333,0,0,0,0,0,0,0,0,0,0.670475904720877,0.753211720015761,0.752906938474994
"Glucagon-type ligand receptors",0.891349624264619,0.836361861568489,0,0,0.835558584113909,0,0.832222389504103,0.767007295504764,0,0,0,0,0,0,0,0,0,0,0,0.834545104018886,0,0,0,0,0,0,0.744461188688825,0,0,0.835830734385676,0,0,0.828347920941588,0,0,0,0.890977865622642,0.829078752198499,0,0.828157884438702,0.831249579545874,0,0.772727937286737,0,0,0,0,0,0,0,0.889758096594132,0,0,0.836410579659531,0,0,0.892022645053049,0.839906069064266,0,0,0.768135057628093,0.76928399419772,0.834392542748229,0.830884803937558,0.758572087800766,0,0.834076619469581,0,0,0,0.831349874502037,0.834380293342292,0,0.836743317963589,0,0.893182231994467,0.828637671383571,0,0,0.82799796421965,0.831601496602141,0,0,0,0,0.767746149740699,0,0,0,0,0,0,0,0.830932014141967,0,0.832145618299393,0,0,0,0.770941664193442,0.828458611577276,0.890779162545935,0,0,0.764811873809454,0,0.829648287600289,0,0,0,0.768927587638958,0,0,0.830185373844728,0,0.891142981729334,0.759274104353837,0,0,0,0,0.76385639921388,0,0,0,0,0.833191861121868,0,0,0.830788133102527,0,0,0,0,0,0,0.836410579659531,0,0,0,0,0,0,0.829134056744978,0.826181282561952,0,0,0,0.834340925214891,0,0.8349063577127,0,0.832809790086999,0,0,0,0,0,0,0.891142981729334,0.892622127897705,0,0.891923019303121,0,0,0,0.769267300965705,0.771290612260255,0.89115841745311,0.83271977172935,0,0,0,0,0,0,0,0.769738382745669,0,0.832378235361623,0,0.831929834214544,0.778067203553446,0,0,0,0,0,0.7704686390835,0.828841243635717,0.831929834214544,0.770701155900652,0.779069247149775,0,0,0.83415878362476,0,0,0,0,0,0,0,0,0,0,0,0.767952109652374,0.830343845666771,0,0.840188091764151,0.766102843774484,0.836266697148911,0,0.899458210206636,0,0,0,0.892956957313323,0.892956957313323,0.892956957313323,0.892956957313323,0.892956957313323,0,0,0,0.831356350545057,0,0,0.832544084405401
