"","GRM1","IL22RA2","PCMT1","PNISR","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HBS1L","HIVEP2","RAET1G","USP45","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","PPP1R14C","ARID1B","MYCT1","VIP","FBXO5","ADAT2","CCNC","MTRF1L","PEX3","SNX9","MTHFD1L","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","CD109","ZBTB2","PEX7","HECA","SCAF8","MCHR2","SIM1","KATNA1","IL20RA","CITED2","ASCC3","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","TAGAP","SF3B5","STX11","COL12A1","UTRN","SOD2","WTAP","GRIK2","ACAT2","TCP1","MYB","MRPL18","HACE1","IGF2R","SYNE1","LIN28B","PREP","LPA","COX7A2","PLG","MAP3K4","PRDM1","EPM2A","AGPAT4","ATG5","PACRG","FBXO30","QKI","PDE10A","MPC1","RPS6KA2","QRSL1","RNASET2","BEND3","PDSS2","FGFR1OP","CCR6","SEC63","MYO6","KIF25","FRMD1","AHI1","OSTM1","THBS2","NR2E1","SNX3","PHF10","TCTE3","FOXO3","DLL1","HTR1B","PSMB1","TBP","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","IBTK","FIG4","WASF1","TPBG","UBE3D","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","GABRR2","UBE2J1","RRAGD","GJA1","HSF2","FABP7","MDN1","CLVS2","RIMS1","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","KCNQ5","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","EEF1A1","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"Vasopressin regulates renal water homeostasis via Aquaporins",0.891871169665065,0.847111888935311,0,0,0.84647792491613,0,0.895765274862594,0.849755261964304,0,0,0.794663899255886,0,0.80032572768873,0,0,0,0,0,0,0.850610035826929,0,0,0,0,0.848823340991837,0,0.893139711828062,0.846410121856281,0,0.846692711823352,0,0,0.84469965361344,0,0,0,0.891577769667979,0.845276441519453,0,0.846359937941996,0.848799970890825,0,0.85427011674545,0,0,0,0,0,0,0.852615902570985,0.890615101449945,0,0.796179870316939,0.847150338311213,0.848598534759052,0,0.892402332293361,0.850713191915216,0.845329915242686,0.797027516964118,0.792913561605496,0.794570184273941,0.846919403481295,0.894586626336392,0.843647168910346,0,0.85024029764231,0.842900010004492,0.797568369297137,0,0.849229767146138,0.849909054492523,0.848015174300087,0.848774686354262,0,0.893317503500744,0.84675772959927,0,0.79162191465513,0.844423460165318,0.843793898871889,0,0,0.801345158377454,0,0.845049189311374,0.852615902570986,0,0.851034268868957,0,0,0,0.791631878923534,0,0.894746882592067,0,0.848145400398058,0,0,0,0.852860351211605,0.846597278333365,0.891420948882813,0,0.847975098910165,0.848022587464577,0.795365037563485,0.845355729455489,0,0.847074043587933,0,0.847835035324152,0,0.846856418271785,0.894034620911294,0.795081611474524,0.891708082886697,0.844567836543392,0.84440910331007,0.849899900730695,0,0,0.791250746533901,0.849728792595243,0,0,0,0.892837178313154,0,0,0.848435787332338,0,0.791631878923534,0.842013831845016,0,0,0,0.847150338311213,0,0,0.847332089965486,0,0.847619746994329,0.796852180348602,0.845320089069082,0.890874505077936,0,0,0.847975098910165,0.844653542460319,0,0.844308516949722,0.792536767349375,0,0,0,0,0,0.891708082886697,0.892875457178744,0,0.892323705487046,0,0.847352387759873,0.848103144462241,0.853135748607189,0.891720265095258,0.896034822784232,0.8483935182199,0,0,0,0,0,0.795892935729316,0.791602100570108,0.847194618699153,0.847526577389198,0.802369761541453,0.850364239328939,0,0.798700230041325,0.796689217200488,0.791631878923534,0.847033808481545,0.892973804147735,0.848546008077922,0.850177163630612,0.803160596118101,0,0.791611988637385,0.848342917457702,0,0.852344914030541,0,0,0,0.798516888163344,0.7952607989808,0.791631878923534,0,0,0.845999191482651,0.799364483675851,0.848435787332338,0,0.90205198014928,0.850039126659172,0.847036783107836,0.848087256269288,0.898270641857854,0.847667371104275,0.849161640755467,0.796194863046065,0.893139711828062,0.893139711828062,0.893139711828062,0.893139711828062,0.893139711828062,0,0,0,0.84313354216464,0,0,0.848459878506005
"GPER1 signaling",0.891871169665065,0.846663367414344,0,0,0.846029403395163,0,0.895765274862594,0.848964427387657,0,0,0.794667261534491,0,0,0,0,0,0,0,0,0.848629361125327,0,0,0,0.803230416064837,0.848823340991837,0.799165423258664,0.893139711828062,0.846410121856281,0,0.846692711823352,0,0,0.845148175134407,0,0.795219542436149,0,0.891577769667979,0.84572496304042,0,0.844998194197592,0.848009136314177,0,0.85427011674545,0.798295953520672,0,0.798295953520672,0,0,0,0.852615902570985,0.890615101449945,0,0.796750779484699,0.846701816790246,0.848598534759052,0,0.892402332293361,0.850265132502438,0.845700117019484,0,0.79783002630222,0.794570184273941,0.845557659736891,0.894586626336392,0.843647168910346,0,0.848259622940707,0.842900010004492,0.794491084594646,0.792247694273086,0.847868023401734,0.849909054492523,0.848015174300087,0.848774686354262,0.790886052360808,0.893317503500744,0.84675772959927,0,0.784675373745007,0.844871981686284,0.843406129490992,0.798374588682016,0,0.797012844937609,0,0.844087945298496,0.851825067994338,0,0.851034268868957,0,0,0,0.78468533801341,0,0.894746882592067,0,0.848145400398058,0,0,0,0.852860351211605,0.844787013067993,0.891420948882813,0,0.847975098910165,0.848022587464577,0.79536839984209,0.845725931232287,0,0.845939675449672,0,0.848254840318057,0,0.846856418271785,0.894034620911294,0.795081611474524,0.891708082886697,0.844567836543392,0.84440910331007,0.849899900730695,0,0,0.797272869116013,0.849728792595243,0,0,0,0.892837178313154,0.799488333258358,0,0.848435787332338,0,0.78468533801341,0.842013831845016,0,0,0,0.847150338311213,0,0,0.847332089965486,0,0.847619746994329,0,0.845768610590049,0.890874505077936,0,0,0.846840730771903,0.844653542460319,0,0.844308516949722,0.797847431999705,0.792247694273086,0.79592957538217,0,0,0,0.891708082886697,0.892875457178744,0,0.892323705487046,0,0.847352387759873,0.848522949456146,0.853135748607189,0.891720265095258,0.896034822784232,0.8483935182199,0,0,0,0,0,0.800104793046056,0.784655559659985,0.847194618699153,0.847526577389198,0.800995951768957,0.850364239328939,0,0,0.792418354190598,0.78468533801341,0.847482330002512,0.892973804147735,0.846840730771903,0.850177163630612,0.803276802055834,0,0.784665447727261,0.848342917457702,0,0.852344914030541,0.791320446910602,0,0,0,0,0.78468533801341,0,0,0.845999191482651,0.799143549033179,0.847074043587933,0.794586119884541,0.90205198014928,0.850039126659172,0.847036783107836,0.848087256269288,0.898270641857854,0.847667371104275,0.849161640755467,0.791924000036175,0.893139711828062,0.893139711828062,0.893139711828062,0.893139711828062,0.893139711828062,0,0,0,0.843503743941438,0,0.794347895613974,0.848459878506005
"ADORA2B mediated anti-inflammatory cytokines production",0.891871169665065,0.847111888935311,0,0,0.84647792491613,0,0.895765274862594,0.848964427387657,0,0,0.794667261534491,0,0.75293990604004,0.802953557238509,0,0,0,0,0,0.849590605138205,0,0,0,0.806079180257289,0.848823340991837,0,0.893139711828062,0.846410121856281,0,0.846692711823352,0,0,0.845719084302164,0,0,0,0.891577769667979,0.846295872208177,0,0.845569103365349,0.848799970890825,0,0.85427011674545,0,0,0,0,0,0,0.852615902570985,0.890615101449945,0.806079180257289,0.796750779484699,0.847150338311213,0.848598534759052,0,0.892402332293361,0.850523384499873,0.845700117019484,0.749641695315428,0.793484470773255,0.794570184273941,0.845557659736891,0.894586626336392,0.843647168910346,0,0.849220866953586,0.842900010004492,0.794491084594646,0,0.849229767146138,0.849909054492523,0.848015174300087,0.848774686354262,0,0.893317503500744,0.84675772959927,0,0.784675373745007,0.845442890854042,0.843478676938264,0,0,0,0,0.845049189311374,0.852615902570986,0,0.851034268868957,0,0,0,0.78468533801341,0,0.894746882592067,0,0.847696878877091,0,0,0,0.852860351211605,0.844787013067993,0.891420948882813,0,0.847975098910165,0.848022587464577,0.79536839984209,0.845725931232287,0,0.847074043587933,0,0.848254840318057,0,0.846856418271785,0.894034620911294,0.799480009898381,0.891708082886697,0.844567836543392,0.84440910331007,0.849899900730695,0,0,0.791260848187156,0.849728792595243,0,0,0,0.892837178313154,0.79397583416824,0,0.84764495275569,0,0.78468533801341,0.842013831845016,0.800532832417601,0,0,0.847150338311213,0,0,0.847332089965486,0,0.847619746994329,0.749466358699912,0.846339519757806,0.890874505077936,0,0,0.847975098910165,0.844653542460319,0,0.844308516949722,0.79254012962798,0,0,0,0,0,0.891708082886697,0.892875457178744,0,0.892323705487046,0,0.847352387759873,0.848522949456146,0.853135748607189,0.891720265095258,0.896034822784232,0.8483935182199,0,0,0,0,0,0.795932477032049,0.784655559659985,0.847194618699153,0.847526577389198,0.803182153350585,0.850364239328939,0,0,0.792418354190598,0.78468533801341,0.848053239170269,0.892973804147735,0.847975098910165,0.849728642109645,0.802156988122403,0,0.784665447727261,0.848342917457702,0,0.852069516634958,0,0,0.748455153470126,0.751131066514655,0.747874977332111,0.78468533801341,0,0,0.845999191482651,0.795093620665962,0.848435787332338,0,0.90205198014928,0.849220403361407,0.847036783107836,0.848087256269288,0.898270641857854,0.847667371104275,0.849161640755467,0.791924000036175,0.893139711828062,0.893139711828062,0.893139711828062,0.893139711828062,0.893139711828062,0,0,0,0.843503743941438,0.750389109052484,0,0.848459878506005
"GABA B receptor activation",0.908583139617448,0,0,0,0.864215759219092,0,0.912255415454731,0.868120598178696,0,0,0,0,0,0,0,0,0,0,0,0.868711105447128,0,0,0,0,0,0,0.909779418736128,0,0,0,0,0,0.865805911791911,0,0,0,0.908306453276092,0.866349842729327,0,0.865664474583006,0.867965510016215,0,0.873124046683663,0,0,0,0,0,0,0.871564065523824,0.907398623862894,0,0,0,0,0,0.909084044340514,0.870069572289513,0,0,0.817764354703793,0,0.865446285581358,0.911143909143559,0.809798971094377,0,0.868362429555589,0.862401642913306,0.816750352546457,0,0.868370822744886,0.865234575587676,0.867225419697346,0.867941665824038,0,0.909947082430493,0.866039605869186,0,0,0.865545451821132,0.86281258163888,0,0,0,0,0.862022903554774,0.871564065523824,0,0,0,0,0,0,0,0.911295036333411,0,0.866278479035828,0,0,0,0.871794589043573,0.864604123345616,0.90815856585371,0,0.867187627219068,0.867232410567765,0,0.863533683853434,0,0,0,0.870295585630749,0,0,0.8628348148635,0,0.908429343146834,0.865258632435774,0.862264788916491,0,0,0,0.813670942113197,0,0,0,0,0.909494119171681,0.816256693325207,0,0.867622072329165,0,0,0.861565946269919,0,0,0,0,0,0,0.866581247552645,0,0.865292536916548,0,0.866391003877711,0.864193362200287,0,0,0,0.864055284646332,0,0.862169932500979,0,0,0,0,0,0,0.908429343146834,0.909530217465398,0,0.909009896543691,0,0,0.870548421817656,0.872054298309284,0.908440831390698,0.863711222307538,0.86602222993487,0,0,0,0,0,0.818109635450084,0,0.863744517159155,0.864028499299995,0.818225051232477,0,0,0,0.814795696112212,0,0.868007100534336,0.909622962057436,0.866764655917473,0,0.818970835580818,0,0,0.913040636887892,0,0,0,0,0,0,0,0,0,0,0,0.817318564893981,0.867622072329165,0,0.869385609741862,0.81498086564588,0,0,0.914618063152605,0,0,0.814329503052635,0.909779418736128,0.909779418736128,0.909779418736128,0.909779418736128,0.909779418736128,0,0,0,0.806401883883418,0,0,0.866872706762279
"Activation of GABAB receptors",0.908583139617448,0,0,0,0.864215759219092,0,0.912255415454731,0.868120598178696,0,0,0,0,0,0,0,0,0,0,0,0.868711105447128,0,0,0,0,0,0,0.909779418736128,0,0,0,0,0,0.865805911791911,0,0,0,0.908306453276092,0.866349842729327,0,0.865664474583006,0.867965510016215,0,0.873124046683663,0,0,0,0,0,0,0.871564065523824,0.907398623862894,0,0,0,0,0,0.909084044340514,0.870069572289513,0,0,0.817764354703793,0,0.865446285581358,0.911143909143559,0.809798971094377,0,0.868362429555589,0.862401642913306,0.816750352546457,0,0.868370822744886,0.865234575587676,0.867225419697346,0.867941665824038,0,0.909947082430493,0.866039605869186,0,0,0.865545451821132,0.86281258163888,0,0,0,0,0.862022903554774,0.871564065523824,0,0,0,0,0,0,0,0.911295036333411,0,0.866278479035828,0,0,0,0.871794589043573,0.864604123345616,0.90815856585371,0,0.867187627219068,0.867232410567765,0,0.863533683853434,0,0,0,0.870295585630749,0,0,0.8628348148635,0,0.908429343146834,0.865258632435774,0.862264788916491,0,0,0,0.813670942113197,0,0,0,0,0.909494119171681,0.816256693325207,0,0.867622072329165,0,0,0.861565946269919,0,0,0,0,0,0,0.866581247552645,0,0.865292536916548,0,0.866391003877711,0.864193362200287,0,0,0,0.864055284646332,0,0.862169932500979,0,0,0,0,0,0,0.908429343146834,0.909530217465398,0,0.909009896543691,0,0,0.870548421817656,0.872054298309284,0.908440831390698,0.863711222307538,0.86602222993487,0,0,0,0,0,0.818109635450084,0,0.863744517159155,0.864028499299995,0.818225051232477,0,0,0,0.814795696112212,0,0.868007100534336,0.909622962057436,0.866764655917473,0,0.818970835580818,0,0,0.913040636887892,0,0,0,0,0,0,0,0,0,0,0,0.817318564893981,0.867622072329165,0,0.869385609741862,0.81498086564588,0,0,0.914618063152605,0,0,0.814329503052635,0.909779418736128,0.909779418736128,0.909779418736128,0.909779418736128,0.909779418736128,0,0,0,0.806401883883418,0,0,0.866872706762279
"Synthesis of Prostaglandins (PG) and Thromboxanes (TX)",0,0.602977792772931,0.608731316386405,0,0.601431844474162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599164670564224,0,0,0,0,0,0,0,0,0,0.606236585231821,0,0,0.596915809090461,0,0,0,0,0,0,0,0.603773582418751,0,0,0,0,0,0,0,0,0,0,0,0,0.603071553215898,0.610884015742161,0,0,0,0,0,0,0,0.603468712310033,0,0,0,0,0,0,0,0.593870342675359,0.728273486072364,0,0,0,0,0.720588845918992,0,0.594794408231909,0.596242299587812,0,0,0,0,0.606042831309807,0,0,0,0,0,0,0,0.594818706525377,0,0,0,0.609779028277103,0,0,0,0,0.598402222674527,0,0,0,0,0,0.600691814662174,0,0,0,0,0,0,0.606006438168191,0,0,0.596774012513687,0.600667908478331,0,0,0,0,0,0,0,0,0,0,0,0.60288550527928,0,0.594818706525377,0,0,0,0,0.607352526939827,0,0,0,0,0.608497200033464,0,0,0.594019387208518,0,0,0,0,0,0.600422624348706,0,0,0,0,0,0,0,0,0,0,0,0.603564259413685,0,0,0,0,0,0,0,0,0,0,0,0.59474609074053,0.605945737915341,0.594131450869343,0.622785926460327,0,0,0,0,0.594818706525377,0.602607745285943,0.588187301281043,0,0.614733569572561,0,0,0.5947702032143,0,0,0,0,0,0,0,0,0.594818706525377,0,0,0.600264432579074,0.602723676760148,0,0,0,0.614396960530551,0.607075617733365,0,0,0,0.612257173730383,0,0,0,0,0,0,0,0,0,0.595272916179148,0,0,0.61054589655554
"Inwardly rectifying K+ channels",0.90617957398276,0,0,0,0.855439150962303,0,0.857380020769578,0.862020330727596,0,0,0,0,0,0,0,0,0,0,0,0.862916575614347,0,0,0,0,0,0,0.90750966194746,0,0,0,0,0,0.858617533481078,0,0,0,0.905871939111527,0.859222305379365,0,0.858460275926058,0.861018691841097,0,0.866754232510241,0,0,0,0,0,0,0,0.904862565163891,0,0,0,0,0,0.906736507003832,0.863609396203763,0,0,0,0,0.859046885029163,0.909026776340358,0.796278215370736,0,0.862528898859252,0,0,0,0.861469340501537,0.859036748494344,0,0.860992180575836,0,0.907696079530539,0.855732530916369,0,0,0.858327939968152,0.856485965962364,0,0,0,0,0.854411379876952,0.865019760902854,0,0,0,0,0,0,0,0.856312219208161,0,0.860930971523433,0,0,0,0.865276069446913,0.858709131350264,0.905707509859549,0,0,0.860203592138958,0,0.859693602963897,0,0,0,0.863609396203765,0,0,0.855565400760223,0,0.906008574730676,0.858009038629368,0,0,0,0,0.800651048380036,0,0,0,0,0.858053306142728,0,0,0.860636839205674,0,0,0,0,0,0,0,0,0,0,0,0,0,0.859268070575149,0.856824613441927,0,0,0,0.859004170882324,0,0.796501367583538,0,0,0,0,0,0,0.906008574730676,0.90723258646749,0,0.906654065464376,0,0,0.86389051318056,0.865564828285256,0.906021347982889,0.857077986653376,0,0,0,0,0,0,0.805518462454864,0,0.857380020769578,0.857008963278059,0.806117070396423,0,0,0,0,0,0.861064934433427,0.907335704931847,0.860752407526094,0,0.806946273857807,0,0,0.911135661052677,0,0,0,0,0,0,0,0,0,0,0,0.804040299391537,0.860636839205674,0,0.863387078165202,0.802510009020356,0,0,0.912889529073219,0,0,0,0.90750966194746,0.90750966194746,0.90750966194746,0.90750966194746,0.90750966194746,0,0,0,0.792568915443702,0,0,0.861260707151261
"Regulation of IGF Activity by IGFBP",0.875745334172522,0.877770368771401,0.854147461971289,0,0.877484270912202,0,0.851421403701428,0.854904024772985,0,0,0.834579602564926,0,0.83432483087433,0.834637148610909,0,0.880016752881906,0,0.877104790227561,0,0.877840646537264,0,0,0,0.88159436290375,0.878542719811332,0.836803555984031,0.851085847710214,0.832817186170371,0,0.877581200820653,0.83144753895002,0,0.852297743910371,0.833093717082693,0.878236039747061,0,0.875303415780428,0.852558039100838,0.903119838440424,0.852230059903637,0.877560748963705,0,0.879135491687915,0.877907232010487,0,0.877907232010487,0,0,0,0,0.875178490603359,0.880979829652234,0,0.877787720362028,0.855350768517818,0,0.875985039402226,0.855717873320233,0.876948036535163,0.832836400933594,0.85378228986177,0.879032685012592,0.89786167750588,0.877430829320085,0.87515461525377,0.880610352874878,0.853641637967382,0.876616135425026,0.832392252796466,0.854757100268967,0.8769851446912,0.878675793970649,0,0,0.832832024550061,0.876230975421783,0.855134575735234,0.831373324011524,0.876255926923604,0.852173102208568,0.878042979906375,0.836446664942089,0,0.879282818121438,0,0.897799534185955,0.833747501813872,0.879659861839964,0.833681488159581,0.856185197799045,0,0,0.876260423639146,0.877440797905618,0.850961819498529,0,0.878236776024815,0,0,0,0,0.876566708913962,0.875232645059131,0,0.877545388425685,0.852277621160981,0,0.851912948820859,0,0.876626834253852,0.880777419037323,0.852781371205887,0.87879702875713,0,0.877538609110272,0.854676437432492,0.875237941603427,0.853789420854645,0.876550644689499,0.878556466300731,0,0,0.877474339785458,0.858283704765201,0,0,0,0.850100000389921,0.878474143447936,0,0.877753289769222,0,0.876260423639146,0.87621621734352,0.833093717082693,0,0,0.877787720362028,0,0,0,0.830537381588635,0.877385023768848,0.85716112482107,0.852577736544431,0.875755608151378,0,0,0.877342977810774,0.876792943427065,0,0.876505251667988,0.853979993221411,0.854757100268967,0.878556466300731,0.854205339223102,0.854356819572835,0,0.875237941603427,0.850966593798058,0,0.875949556377509,0,0.856423764396335,0.852902364587401,0,0.875243439240019,0.854996545470024,0,0,0.878409517173157,0,0,0.853406191011069,0,0.876246985142784,0.878319625659319,0.877342977810774,0.88002933861732,0.857924017525418,0,0.833517576764845,0.853874363472304,0.876260423639146,0.876686804950447,0.831136521973098,0.878159921677201,0.855079168542131,0.880386229659262,0,0.876251447469973,0.852277009134467,0,0,0.85698994771624,0,0.877342977810774,0.833508530421639,0.853883223543941,0.876260423639146,0.833234375732006,0,0.831409237972601,0.878499286968086,0.876936345902795,0.854622730975334,0.855365454589956,0.877458140189493,0.877736474708325,0.854779223067683,0.878323802344145,0.854589735583875,0.87787844523719,0.876351547761133,0.851085847710214,0.851085847710214,0.851085847710214,0.851085847710214,0.851085847710214,0,0,0,0.873995771521946,0.879032685012592,0.878826689455383,0.878378694983504
"Adrenaline,noradrenaline inhibits insulin secretion",0.908134896020681,0,0,0,0.852909045417535,0,0.912932844835333,0.855269258651377,0,0,0,0,0,0,0,0,0,0,0,0.85659340164041,0,0,0,0,0,0,0.909697873921522,0,0,0,0,0,0.852245044976297,0,0,0,0.9077733962417,0.852955708584387,0,0.852060252624392,0.855066630880936,0,0.86180642821251,0,0,0,0,0,0,0.862509848594285,0.906587287340854,0,0,0,0,0,0.908789344468669,0.857959405872509,0,0,0.790131480779564,0,0.851775181538178,0.911480625387649,0.786451897364604,0,0.856137845153197,0.85053884296961,0.794102458374368,0,0.855596185253281,0.852305634764996,0.856841265534973,0.855035477661882,0,0.909916932036784,0.853253794334092,0,0,0.851904745482622,0.849229170468518,0,0,0,0,0.847302420649739,0.859768261667192,0,0,0,0,0,0,0,0.911678078017446,0,0.854458027554602,0,0,0,0.860069448205822,0.851378289340025,0.907580176474351,0,0.854753721877372,0.854108812409349,0,0.85183171528492,0,0,0,0.85811095108676,0,0,0.84850695802967,0,0.907933955888029,0.851530006549336,0.850360038734608,0,0,0,0.788730826978986,0,0,0,0,0.909325120684099,0.793027206602424,0,0.854617918279677,0,0,0.849446977898135,0,0,0,0,0,0,0.855999633502128,0,0.854315890792467,0,0.853009486974642,0.850138196050857,0,0,0,0.852699380125419,0,0.847795705328438,0,0,0,0,0,0,0.907933955888029,0.909372284288693,0,0.908692467940423,0,0,0.858441289856784,0.860408766878707,0.907948965655397,0.85009200103062,0.855269258651377,0,0,0,0,0,0.795164671587771,0,0.850358824561279,0.850059530527359,0.795868091969546,0,0,0,0.791548635639559,0,0.855120970256833,0.909493458139773,0.854050301495596,0,0.796842483678846,0,0,0.852522264822259,0,0,0,0,0,0,0,0,0,0,0,0.794402083290384,0.854617918279677,0,0.857505774306578,0.793992229174005,0,0,0.916019721536252,0,0,0.7909395391183,0.909697873921522,0.909697873921522,0.909697873921522,0.909697873921522,0.909697873921522,0,0,0,0.786275182657461,0,0,0.854094975272636
"Collagen formation",0.854708437931974,0,0.886427003550459,0,0.854436418744641,0,0,0.85688004712204,0,0.856669794855726,0,0,0.830090392013438,0,0,0.861188801560086,0,0,0,0.884399921985371,0,0,0.858392817349318,0,0,0.859858078681586,0,0.827087497464711,0,0.856766225652918,0.856305711828925,0,0.883394708828732,0,0.885745696623658,0,0.882431026148452,0.854387120040719,0,0.853997487990588,0.856367900759267,0,0.857883881710765,0.883707890486722,0,0.883707890486722,0,0,0,0,0.854035040277974,0,0,0,0.855927686413337,0,0.85499320245629,0,0.883931072779696,0.828322170082801,0.885365022253324,0.856275900533529,0.883614239875965,0.881779194586507,0.882830455453475,0.86189398525525,0.85627430927005,0.855699677283863,0,0.908762478394178,0.88216395669612,0.856630276370965,0,0,0,0.856691381462373,0.884257615944425,0.856217546119382,0.825424142834351,0.883246637236937,0,0.85943409999778,0,0.858544330808864,0,0.909900280049419,0.857123929238407,0.86076482287628,0.829326115062268,0,0,0,0.825429484833206,0,0,0,0.855330378216043,0.829570476639261,0,0,0,0.88344154358742,0.854467067586876,0,0.886527168338813,0.884205673921767,0,0.883944912179605,0,0.909128474668212,0,0.857671686050845,0,0.857141780011517,0.883748182210169,0.856654798058715,0.854621004580322,0.855987258643968,0.882998480959373,0.859454013319685,0,0,0.885066321643289,0,0,0,0,0,0.828509931040211,0,0.881738291801889,0,0.825429484833206,0.855224583426353,0.858767797782932,0,0,0,0,0,0.885452389324879,0.827020984602888,0.857470730815685,0.828228169403437,0.854410520169127,0.882477973776637,0,0,0.88382186880918,0.854699564726834,0,0.882520576367511,0.910928256477666,0.746799708957305,0.886126356299906,0,0.886668221400881,0,0.854621004580322,0,0,0.854951049405782,0.829372005724225,0.827352201487099,0.883428089290725,0,0.8546275356513,0,0,0,0.85811045879397,0,0,0.885546390004243,0.859102059888682,0.852801011011844,0.855852780437744,0.886527168338813,0.860340844192476,0,0,0,0,0.825429484833206,0.884646085460458,0.856693201917649,0.856391964968566,0.85677401383875,0.860764822876282,0,0.825418821342267,0,0,0,0,0,0,0.829120645085529,0.827375005166975,0.825429484833206,0,0,0.855926410262045,0.857128084540075,0.883338799073945,0.85658287676695,0,0.885592845124797,0,0.880672597184736,0,0.880107337683852,0.856604109773422,0.885099991322817,0,0,0,0,0,0,0,0,0.882753563102864,0,0.85860605026126,0.855313658530221
