"","GRM1","IL22RA2","PCMT1","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HBS1L","HIVEP2","RAET1G","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","ARID1B","MYCT1","VIP","FBXO5","ADAT2","MTRF1L","PEX3","SNX9","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","PEX7","HECA","SCAF8","KATNA1","IL20RA","CITED2","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","TAGAP","SF3B5","STX11","UTRN","SOD2","WTAP","GRIK2","ACAT2","TCP1","MYB","MRPL18","IGF2R","LPA","PLG","MAP3K4","EPM2A","AGPAT4","PACRG","FBXO30","QKI","PDE10A","MPC1","RPS6KA2","RNASET2","FGFR1OP","CCR6","KIF25","FRMD1","AHI1","THBS2","PHF10","TCTE3","DLL1","HTR1B","PSMB1","TBP","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","FIG4","WASF1","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","FYN","TUBE1","LAMA4","KHDRBS2","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","TRAPPC3L","RWDD1","HTR1E","KPNA5","GPRC6A","COL9A1","GOPC","NUS1","PLN","MCM9","ASF1A","MAN1A1","SMAP1","B3GAT2","GJA1","HSF2","FABP7","MDN1","CLVS2","RIMS1","RNF217","TPD52L1","EPHA7","HEY2","NCOA7","TRMT11","CENPW","RSPO3","RNF146","ECHDC1","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"Protein-protein interactions at synapses",0.724195131061182,0,0.70644633685352,0.70473918000112,0,0,0.70488854541837,0,0,0,0,0,0,0,0,0.706649420815392,0.704913878828712,0.68559844887109,0,0,0,0,0,0.703777700145313,0.704254735521993,0,0,0,0.723136716184289,0,0,0.702811592738151,0.723374894485726,0,0.723716441218093,0.703637624654587,0,0.706752905665523,0.687216721638486,0,0,0,0,0,0,0,0.702814004025072,0.687992517807473,0.704523864025515,0.705205733277044,0.68568928062314,0.705514369662285,0.704594917230449,0.704610938517269,0.703676121400408,0,0.686092697035377,0.703359135484652,0.706357928862648,0.705233865330168,0,0,0.70572197792544,0,0.703665905194793,0.704213064273377,0,0.723022665099555,0.706988656405845,0.704255070498016,0,0.705979014718359,0,0,0.702977663148875,0,0,0,0.705494070782052,0,0.704788465698499,0.702746835298109,0.704735373591547,0,0.70453452372433,0.684776577414529,0,0.7038241244481,0.705133329925954,0.703186524522545,0.703308771719839,0.703058012464298,0,0,0,0.685459208614243,0,0,0,0,0,0,0.704985340732344,0.702993197838258,0,0,0,0,0,0,0,0,0,0.705133329925954,0.723072265598659,0,0.705278080998454,0,0,0.70343743925036,0.686670935246286,0.705020939192053,0,0.706632133177879,0,0.703186524522545,0.685943901196726,0.70278153593935,0.704612454574477,0.705625082418992,0,0.704787992680777,0,0,0.705768050566734,0,0.686219758455173,0.70591973903121,0,0,0,0.705896461975353,0.724654336010047,0.702977663148875,0.704748030880511,0.705593172481843,0,0,0,0,0.705820752938072,0.70447618627372,0,0.706170758299437,0.704905999989277,0.72637264806638,0.706989499552014,0.705382869460018,0,0,0.70557534161933,0,0,0.705424215174522,0.703777700145313,0.703777700145313,0.703777700145313,0.703777700145313,0.703777700145313,0,0,0.706250112412894,0.703616895617201,0,0,0.705557606210551
"Influenza Infection",0.850318056641887,0.851617122835057,0.854905525985681,0.851343268653661,0,0.837697392364458,0.87378680712172,0,0.87479373348687,0.854341023445981,0,0.853784612281978,0,0.85584576267712,0,0,0,0.830522113787822,0,0,0.875560463925191,0.853170478587436,0.856433996720553,0.853805426955047,0.874361811062365,0,0.875666590173148,0.839286491380164,0.872384912460298,0,0,0.850191316300807,0.872634068208985,0,0.872320125019002,0.874359311656264,0.875903641592186,0.853537995978754,0,0.854147676662637,0,0.855134791325677,0.840555389279172,0.855611021188277,0.85163373185709,0.839608991308308,0.850107138914785,0.854566594693214,0.895883533701355,0.874118613914889,0.872813966391914,0.855411174733652,0.881526909154372,0.851801944458642,0.896088136618605,0.856413959309583,0.853223314468173,0.880400913077612,0.852153148270457,0.876723383431053,0.85493218401339,0.881397691468627,0.83098888708968,0,0.873355284248165,0.873857493941825,0.875595551294052,0.872265604852367,0.853784612281978,0.875699476728619,0.853263787811427,0.874927535278817,0,0.85435590315978,0.871787853818098,0.874688662879235,0.837257476260158,0,0.874973720946831,0.876603644398734,0.874089057739065,0.850123574242192,0.854069855350446,0.854486033533489,0.874494643320423,0,0.85235049696692,0.854253679813166,0.874042873551307,0.850247607854834,0.87337224854582,0.882867302076098,0.855333585944296,0.840631290385104,0,0.874328980389038,0.876221628850623,0,0.875209665791735,0,0.85976988184685,0,0.874883240629053,0.902514510583075,0.855584665400883,0,0.855134791325677,0.83898341218911,0,0.855350039361478,0.881351947733077,0.875112850212291,0.854539563127642,0.875438410713404,0.8748098347836,0,0.876769636964095,0.855134791325677,0,0.873984878809675,0,0.853414432887038,0,0.8550998855139,0,0.850247607854834,0.897816402032232,0.850073174400984,0.852987121540433,0.851928496407606,0,0.852348982054299,0.853588036636624,0.85394793545076,0.854195978026911,0.876455171368462,0,0.874231115802151,0.841717333495014,0,0.87476774800249,0.852719888859032,0.874416786849391,0.871787853818098,0.873837508758502,0.85184732845098,0.854235376705564,0.842058951235224,0,0.874487182231738,0.874761979339767,0.874593468301966,0,0.875128116168055,0.896283282005785,0.83948054301534,0,0.840231285482102,0.838934359614637,0.876818085710145,0.852642079484493,0.876636707422631,0.854052257359274,0.875561689409546,0.853805426955047,0.853805426955047,0.853805426955047,0.853805426955047,0.853805426955047,0,0,0.853547395495613,0.896109939774207,0.853569294983755,0.853764729606523,0.875481881365048
"Regulation of expression of SLITs and ROBOs",-0.014201356364002,0.750172599355171,0.751898425402655,0.749931223682639,0,0,0.768892245706847,0,0.771113565531233,-0.014201356364002,0,0.751685455865499,0,-0.014201356364002,0,0,0,-0.014201356364002,0,0,0.772586069440882,-0.014201356364002,0.753500580358453,-0.014201356364002,0.859773409605736,0,0.771882903317498,0.773045125264713,0.841869647362078,0,0,0.749041645489919,0.842089253782174,0,0.841812543570071,0.842520808368969,0.772871583730396,0.752379554635524,-0.014201356364002,-0.014201356364002,0,0.75293977933065,-0.014201356364002,0.75242941540966,0.750187238583401,-0.014201356364002,-0.014201356364002,0.752898025403859,0.789702161419735,0.769184700937742,0.770893685802455,-0.014201356364002,0.854873035008549,-0.014201356364002,0.860881434690708,-0.014201356364002,-0.014201356364002,0.789095103562892,0.751158946846221,0.855712710491686,-0.014201356364002,0.772192082019214,0,0,0.769845713236167,0.782543686577151,0.771820289494586,0.841764489376337,0.752596922782852,0.783321196326524,-0.014201356364002,0.769897685991499,0,0.752371901126202,0.767130363906966,0.772158598676638,0,0,0.768612775774729,0.772708824954872,0.842095613163705,0.748981937491766,0.750362450005363,0.753215157003155,0.842453097179361,-0.014201356364002,0.752530138926712,0,0.769117943216154,0.749091260988364,0.858634681707245,0.771440607381894,-0.014201356364002,0.75321528033717,0,0.770656730708403,-0.014201356364002,0,0.771480169171546,0,0.770214593813137,0,0.854723385190069,0.788757699794295,0,0,0.75293977933065,-0.014201356364002,0,0,0.771722605689585,0.771394835708749,-0.014201356364002,0.772289767308605,0.855016448165081,0,0.855514186915965,0.75339883515448,0,0.770400639255308,-0.014201356364002,0.781942247684982,0,0,0,0.749091260988364,0.772179905341932,-0.014201356364002,-0.014201356364002,-0.014201356364002,0,0.751100207139076,-0.014201356364002,-0.014201356364002,-0.014201356364002,0.772603226539803,-0.014201356364002,0.770642939114825,0.752596922782852,0,0.771090661868647,0.751589891884228,0.771619738800734,0.767130363906966,0.771109161828497,-0.014201356364002,0.772461528219554,-0.014201356364002,0.755606700998358,0.75086283996562,0.769751764625879,0.859977592801773,0,0.770074478424575,0.873555052981473,-0.014201356364002,0,-0.014201356364002,0.749286467908058,0.784307140721605,0.751448941136011,0.801689710890978,0.753235953138785,0.771790443555758,-0.014201356364002,-0.014201356364002,-0.014201356364002,-0.014201356364002,-0.014201356364002,0,0,0.752387839390176,0.789938415494388,0.751237593104227,-0.014201356364002,0.77136233752411
"Activation of Matrix Metalloproteinases",0.897597293870686,0,0,0,0,0,0.872520739040299,0,0,0,0,0,0,0.876213391267736,0,0.873140557393337,0,0.898743179965557,0,0,0,0.846653459765641,0.876707765687999,0,0,0,0,0,0.870586519563248,0.899745400505267,0,0.897026320432455,0.870890264326424,0,0.870507537456204,0.872017669094043,0,0.874673150781819,0.900870797026115,0,0,0,0,0,0,0.899789933170933,0.897877011709874,0,0,0,0.899491854547119,0,0.898188564879699,0.899027292202742,0.870257441439552,0.87690607747897,0,0,0,0.898451923851566,0.87441116791366,0,0,0,0.87179567584241,0.89882053883814,0,0.870441072142079,0.875574187148069,0.924323793228275,0,0,0,0,0.870275112595157,0,0,0,0.875256965741476,0,0.869533783268305,0.896943736363415,0,0,0,0.898270000572228,0,0,0.87450089109971,0.89709494523777,0.870506080336975,0.897583718633404,0.874509347482013,0,0,0.898897798666333,0,0,0,0,0,0,0,0,0,0,0,0.899027292202742,0,0,0,0,0.899274489530911,0,0.92133595022828,0,0.898744509195947,0,0,0.897530748416997,0.900153683288397,0.898416580595328,0.900119314012794,0,0,0.89709494523777,0,0.897835605708787,0.922876274990722,0.89996994897754,0,0,0,0.873189603845871,0,0,0.899578305150505,0.899461622933665,0.901406892996306,0,0,0,0,0.870275112595157,0,0.899461622933665,0.900621261719499,0.874409675500897,0,0.846206763349977,0,0,0,0.873930748082753,0.898270000572228,0,0,0.899595257888026,0.898967492408056,0.898206198375299,0,0.897985080840277,0.873300455409064,0.872261580512633,0,0,0,0,0,0,0,0,0.842300827248433,0.87351013154741,0.900239690405886,0.89971691480438
"SARS-CoV-2 modulates host translation machinery",0.767387745490978,0.769616385892543,0,0.769088603309096,0,0,0.814248978234255,0,0.817945979104766,0.775140965844121,0,0.774068628295354,0,0.778194132019783,0,0,0,0,0,0,0,0.815095690885514,0,0.768443821923931,0.81350934355655,0,0.81607656286472,0.818293452019121,0.812049318472189,0,0,0.767143486505041,0.812529501261631,0,0.8119244575591,0.76874540717375,0.816996936202039,0.774442027794229,0,0.774768340294663,0,0.776670746620402,0,0.773276150942796,0.769648395455123,0.770854036216197,0.767829944694262,0.77557569565182,0.854511567907457,0.814888449377663,0.812611520555795,0.77194505947566,0.815709219266668,0.769648395455123,0.852802464198192,0.779289182988365,0.770602875506683,0.85304320144558,0.771773094650902,0.817585370332626,0.77194505947566,0.816777713747131,0,0,0.811094236697222,0.814150216715784,0.815939653934049,0.811819384142841,0.774917316464179,0.815612056936912,0.773064874826304,0.816447434546647,0,0.773150392465189,0.81039651655775,0.816355007734156,0,0,0.808740785088489,0.777157512872097,0.810556699682338,0.767012931336879,0.768756605416384,0,0.811338360217326,0,0,0,0.814742479560592,0.767251973808976,0.811602219630949,0.815287203056799,0.775500250190176,0.776577590233038,0,0.813317921095268,0.772397533850333,0,0,0,0.813020631857068,0,0.76844222003137,0.852305447591652,0,0,0.776670746620402,0.771690507138508,0,0,0.816005531517409,0.816977053298023,0.814093684572528,0.817857973155285,0.813897503879176,0,0.817674511966463,0.776670746620402,0,0.813013249518755,0,0,0,0,0,0.767251973808976,0.815423917780024,0.767764486943175,0,0.772168263520787,0,0.770369756244317,0.77194505947566,0.773413899222596,0,0.817123707190324,0,0.812837419551633,0.774917316464179,0,0.818589103595928,0.772715382177629,0.815869862759064,0.81039651655775,0.814753455166578,0.770335018459694,0.817200442601714,0,0,0.769850738487814,0.816128368608812,0.813955802528868,0,0.816834001950412,0.855281978612036,0,0,0.77205334610088,0.771595971081589,0.817767884301421,0.772715382177629,0.817418324909348,0.815377329460932,0.814854458090427,0.768443821923931,0.768443821923931,0.768443821923931,0.768443821923931,0.768443821923931,0,0,0,0.855512011410602,0.77194505947566,0.774183482977862,0.814304223961424
"Adrenaline,noradrenaline inhibits insulin secretion",0.918488872254602,0,0,0.877657926340299,0,0.922036210800067,0.879402937740662,0,0,0,0,0,0,0,0,0,0,0.880381935984736,0,0,0,0,0,0.919644451850706,0,0,0,0,0.877167001061518,0,0,0.918221599269896,0.877692426510439,0,0.877030375795568,0.878532714499327,0,0.884236160115113,0,0,0,0,0.884756230322265,0,0,0,0.918972735316766,0.881391884121531,0,0,0.879794485171784,0,0.916113882927904,0.878270461912368,0.87548782774674,0,0.880565192868288,0.875905529466368,0.879878343394675,0.878924237775107,0.877211797807213,0.880565192868288,0.879230092979854,0,0.919806411330889,0.877912814661841,0,0.876915402397683,0,0.877485410912152,0.83299933954619,0,0,0,0,0,0.921108505467932,0,0.878803158241123,0,0.876526169781982,0.918078743238091,0.824112216666191,0,0.87686140790018,0,0,0,0,0.918340308210793,0.876638341112979,0.875773331483559,0,0,0,0.830208093747021,0,0,0,0,0.919368858679928,0,0.878200961167274,0.875098264694667,0,0,0,0,0,0,0.879942936594504,0,0.878698070164002,0,0.875609313247121,0,0,0,0,0.87640211370166,0,0,0,0,0,0.918340308210793,0,0.918901110158584,0.876624743629374,0.827315411373002,0.828770055294144,0.878323810823429,0,0,0,0,0,0.875551152300749,0.884035818870974,0,0,0,0.87799018781498,0,0.876768592677965,0.879021778303436,0,0.884756230322265,0,0,0,0,0,0.88295193296546,0.878200961167274,0,0.881056493978486,0.880381935984736,0,0,0.924318477062022,0,0,0.877539855464377,0.919644451850706,0.919644451850706,0.919644451850706,0.919644451850706,0.919644451850706,0,0,0,0.874091287732099,0,0,0.878534737421395
"Formation of the ternary complex, and subsequently, the 43S complex",0.79545211200039,0.797957593761259,0,0.797364250108509,0,0,0.848157438845983,0,0.852313680581743,0.804168436163389,0,0.802962893013384,0,0.807534878058518,0,0,0,0,0,0,0.8005327140031,0.79955938689778,0.809075824767787,0.796639374081339,0.847325926865229,0,0.8502120457511,0,0.845120036623599,0,0,0.795177511201732,0.845659867643438,0,0.844979665507573,0.799447858964268,0.801259971745174,0.803382676139137,0,0.803749523126927,0,0.805888246066507,0,0.80204192970118,0.797993579546656,0.803767641541512,0.795949241118987,0.804657168039259,0.893421441060387,0.848876344994004,0.798984905196289,0.80057553480972,0.849005783785174,0.799178416207424,0.842939695812458,0.808765956085766,0.799036580411875,0.846766048280706,0.800382208541544,0.851908277044783,0.80057553480972,0.848156266873654,0,0,0.844610815812613,0.7988109633549,0.850058130014647,0.844861539888112,0.803917005092732,0.849689838970177,0.801834453446665,0.850628987054881,0,0.801900549525312,0.843826424987422,0,0,0,0.841917379630366,0.806386192328487,0.844006506034491,0.795030738491165,0.796960966942051,0,0.844885264317895,0,0,0,0.84871224282927,0.795299474781456,0.845181900306276,0.848531344788254,0.804506362652768,0.805783517807392,0,0.847110725935988,0.801054170932017,0,0,0,0.796356224982362,0,0.796607528654078,0.845936650759361,0,0,0.805888246066507,0.802412236275184,0,0,0.799711908407897,0.851224394964051,0.802851568247103,0.852214742547092,0.847762304401933,0,0.852008491838321,0.805888246066507,0,0.845974921100236,0,0,0,0,0,0.795299474781456,0,0.795875652216381,0,0.798991979304538,0,0.798774503111492,0.80057553480972,0.802160845496939,0,0.851389266179731,0,0.84657053656636,0.803917005092732,0,0.853036693895799,0.801441546876275,0.79955938689778,0.843826424987422,0.797514863560961,0.798765494752598,0.80524512195467,0,0,0.798191013051107,0.850270286796554,0.847827844900698,0,0.851063573800594,0.894287552061221,0,0,0.800697272782453,0.802305956964179,0.852113462870006,0.801441546876275,0.851720481265363,0.804294667301159,0.799096707801076,0.796639374081339,0.796639374081339,0.796639374081339,0.796639374081339,0.796639374081339,0,0,0,0.894400457949203,0.80057553480972,0.798589934559603,0.848219547188671
"Biological oxidations",0.887791456814681,0.888553590206553,0,0.888393883148942,0,0.888772452682441,0.901811035072331,0,0.901921730624006,0,0,0.889585130316657,0,0.878464532169942,0,0,0,0.876617774053623,0,0,0,0.901820573047634,0,0.887911800037176,0,0,0,0,0.887927345733832,0,0,0.887589693621219,0.888116451764432,0,0.88793336548518,0.888282092537075,0,0,0.88912945076774,0,0.90234077501115,0,0.891272103407672,0,0.888563276303092,0.901775590120916,0.887925266333694,0,0,0.889673810158817,0,0.889162440832641,0.900884897869288,0.889281177911808,0.887977581406544,0.878795894692336,0.889825228641953,0.890050347000003,0,0.889335838540676,0.901106043586584,0.889102064607206,0,0.913419022327946,0.889158786724284,0.901187217276777,0,0.887857767584921,0.890069905673964,0.900869795650766,0.876923862737663,0.902521368354226,0,0,0.887710700662038,0.90118937021239,0.889383169102567,0,0.889405714846888,0.902446542879048,0.887624863728543,0.887478812415778,0,0,0.887861394277312,0.888228347431053,0.900925647229368,0,0.87610824312355,0.887551146689511,0.889358341524543,0.900595555632382,0.877649363284017,0,0.902653502600651,0,0.87560935393143,0,0.901888580843134,0,0.888702854287314,0,0.901266902518971,0.889333984041164,0.901821901779198,0,0,0.901060689445097,0,0.902563898899845,0.888929983249465,0,0.901286860859476,0,0.887254758082156,0,0,0,0,0.900683206822451,0.889197595873633,0,0,0,0,0.887551146689511,0,0.887905458812279,0,0,0.88920034388655,0,0,0.888166222771798,0,0,0.888922350390166,0.889686274014103,0.890749416598845,0.889045480540869,0,0,0.901348452158219,0.887710700662038,0.888515361764261,0.900806236905984,0.902161625573684,0.890184991430014,0.91547414039244,0.888683301882277,0,0.889540117101257,0.913097926041103,0,0.875870815742816,0,0,0.890736658935768,0.901032082825701,0.913585202953502,0.889243783024612,0.913479426249762,0.901550651348114,0,0.887911800037176,0.887911800037176,0.887911800037176,0.887911800037176,0.887911800037176,0,0,0,0.900737282993177,0.889162440832641,0.88905550851207,0.901256889352747
"Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S",0.760042517741365,0.761685862704069,0,0.761137178245764,0,0,0.807517575258081,0,0.811954577076978,0.767429233654833,0,0.766314428116498,0,0.770506100108906,0,0,0,0.764543380064599,0,0,0.763982347819966,0.7631670936827,0.770326845204407,0.760466861459763,0.807342236600398,0,0.810011125987106,0,0.80470878917717,0,0,0.759788585319971,0.8052079887377,0,0.804578983373398,0.811207706116349,0.764910515451244,0.766702615427328,0,0.767041850944287,0,0.769019598632543,0,0.765436500405278,0.761719139947493,0.766984945018725,0.759828672732453,0.76788118015047,0.849968279904658,0.808182371499804,0.762609568952123,0.812661709647738,0.814037596834634,0.761177824492321,0.806154460748836,0.771644518590979,0.762657354729455,0.806824498395158,0.763927984012943,0.811579687046485,0.813346162752595,0.807942440130532,0,0.763300106901418,0.80477712890636,0.765391761255325,0.809868795025801,0.804469748714486,0.767196727045613,0.809528224141968,0.765270922806338,0.809803097457378,0,0.76530576149057,0.803512543803073,0,0,0,0.811819751848855,0.769454828230607,0.80421830371,0.758979303038411,0.760737966450738,0,0.805085275391693,0,0,0,0.808030620812076,0.759227812355368,0.808341185630979,0.808456926337212,0.767705531960635,0.768922752954907,0,0.807143233198675,0.764523087271622,0,0,0,0.760205024142938,0,0.810892511795432,0.806057527133884,0.764666917779056,0,0.769019598632543,0.765731557035402,0,0,0.763308135356897,0.810947278715713,0.766137821809468,0.811863085811003,0.812887710409381,0,0.81167235897354,0.769019598632543,0,0.806092916981159,0,0,0,0,0,0.759227812355368,0.763832365159615,0.759760622645498,0,0.762646240086178,0,0.762415003200239,0.764106759193633,0.765536554835617,0,0.81109974057023,0,0.811785643358939,0.767196727045613,0,0.812623171350687,0.764907589133281,0.765915570921948,0.803512543803073,0.761256278583388,0.762432955414578,0.768351219919268,0,0,0.765520668170786,0.809471395490024,0.807806376773007,0,0.810204974164161,0.8507692013321,0,0,0.764219334314836,0.765633277048893,0.811769429150984,0.764907589133281,0.811406026091277,0.767472303132533,0.762739239051801,0.760466861459763,0.760466861459763,0.760466861459763,0.760466861459763,0.760466861459763,0,0,0,0.850820393003748,0.764106759193633,0.762195496547157,0.81203249688619
"Presynaptic depolarization and calcium channel opening",0.78542640247571,0,0,0.783428302052195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79481423041012,0,0,0,0,0,0.783898811546809,0,0,0,0,0.784340165284261,0,0,0.783610170747132,0.785306358874595,0,0.784088928012617,0.790457390725849,0,0,0,0,0,0,0,0,0,0,0.786316167884338,0.801901680510088,0,0,0,0,0.787307199540602,0.789975140067667,0.779437754286008,0,0.794194871612273,0,0.793968627441408,0,0,0,0.706312277488595,0,0.784196635361716,0,0,0.783877505896838,0,0,0,0,0,0,0,0,0,0,0.790954703923002,0,0.78134713918749,0.783347475853777,0,0,0.782919947324991,0,0,0,0,0.783828462072849,0.780228659473922,0,0,0,0,0,0,0,0,0,0.77699398378132,0,0.789847336637948,0,0,0,0,0,0,0,0,0,0,0,0.783756861686525,0,0,0,0,0.779794265953116,0,0,0,0,0,0.783828462072849,0,0.786184457916951,0.785624114840662,0,0,0.786980595046678,0,0,0,0,0,0.699948623633443,0,0,0,0,0.790496538637181,0,0.788250173536688,0.79135671966731,0,0,0,0,0,0,0,0,0.789847336637948,0,0.797060104026554,0,0,0,0.79249377627398,0,0,0.789668432134983,0.783898811546809,0.783898811546809,0.783898811546809,0.783898811546809,0.783898811546809,0,0,0,0.779197499099989,0,0,0.787987480570397
"Cardiac conduction",0.907656030370991,0.868810384392057,0,0.88723169008828,0,0.889890204065902,0.869165715276696,0,0,0.868442590546439,0,0,0,0.891808987208356,0,0,0.8514917611009,0.870574137041608,0,0,0,0.871153430892635,0.85250378901606,0.908150586663318,0.889316973130962,0,0,0,0.887985303988657,0,0,0.907744313060196,0.888210171633247,0,0.88871093050777,0.888277812829179,0,0.872428286842009,0,0,0,0,0.89220642442125,0.89135634333812,0.868825374339844,0.870840913078785,0.888106751041452,0.869332570262436,0.888817593528642,0.870868567963442,0.890082933929236,0.890506212286937,0.90896124967797,0.888765871183219,0.888239802970857,0.892321795116981,0.870429990200414,0.889628911799141,0.890226189902169,0.870025222472754,0.867632358128124,0.890412775631301,0.871490233281891,0.868192214294507,0.888935911205569,0.889275314598895,0,0.887877626678708,0,0.888409328810871,0.871047831823933,0.870956798158665,0,0,0.8680487123771,0,0.907764198610316,0,0.889658673261287,0,0.906955211728387,0.887926815191242,0,0.869024253970334,0.907321260173347,0.866527095313393,0.850527286755397,0.889865719554901,0.890146467056213,0.888038757807344,0.888423874764005,0.906353559191243,0.890944890532182,0,0.871144711907485,0.870618474016128,0.890944890532182,0,0.871065787501488,0,0.92441214471924,0,0.889400949472206,0.889283424674097,0,0,0,0.86919581047244,0,0.87230378239571,0.890146467056213,0,0.889613698453871,0.850443831651023,0.887826464685437,0,0.870304193513264,0,0,0.887925338714578,0.871347430129668,0,0,0,0,0.888038757807344,0.872293120612196,0.888076097443217,0.88890123317154,0.871977917565852,0,0.909055645404208,0,0.889570423658535,0,0.891536911932082,0.870921467471865,0.889839041465275,0.872212838629375,0.890872688786936,0,0,0.889418111232401,0.8680487123771,0.888895302103784,0.87050499109782,0.889824016750005,0,0,0.850049601231403,0.851092837847807,0.87021846378721,0.86853980336221,0.871878672934167,0.869952906348878,0.852107064270221,0.890216882903742,0.869847345460099,0.869151539622015,0.87079964402947,0.889999460396545,0.87063594678986,0.869555154347791,0.889225381369067,0.908150586663318,0.908150586663318,0.908150586663318,0.908150586663318,0.908150586663318,0,0,0,0.88811412210265,0.850803576881748,0.889930816596738,0.889941233744066
"Extracellular matrix organization",0.844397606224233,0.817039457499994,0.816834824097043,0.825622769201112,0,0.81633018161555,0.817812132295797,0,0.816927840237091,0.808881679517905,0,0,0,0.81834872578036,0,0.826357021868109,0.826768317419795,0.826127330938326,0,0,0.817526669988701,0.816696796294997,0.817550020292116,0.816777025436392,0.817188849545392,0,0.817268817878923,0,0.835793129182557,0.826645132152751,0,0.825774681191437,0.835900599106342,0,0.835765184006036,0.835206828927617,0.827206324315344,0.826677392047703,0.827093943061026,0,0,0,0,0,0.81704662157444,0.826711515542199,0.835911742175975,0.836478718879471,0.817223592494753,0.817617955201274,0.826647027962526,0.826541102156096,0.826144924940238,0.826313567628406,0.825823700205504,0.818593809624933,0.827015978543232,0.812505314835182,0.826856068833307,0.83544797119476,0.827103050082365,0.826877699784215,0.837433961164111,0.826317341521406,0.825946288347152,0.826368527785065,0.817238176230226,0.835741667477985,0.826231718548277,0.834821562309833,0.82651818476953,0.817966872365688,0.816254155255839,0.808798282027862,0.825621149426091,0.816033589332906,0.816140429821943,0,0.826627085347438,0.809413329808845,0.825894959741564,0.825745461581154,0.816062809642939,0,0.826069903533737,0.826030666977075,0.816210770335842,0.817091876838271,0.826507415895974,0.825798961783207,0.826711351741684,0.825930920328896,0.817745806889305,0,0,0.826331854749277,0,0,0,0,0.815784604446329,0.817594244795493,0.82655413962964,0.812340197816836,0.817656992976797,0.827799319101634,0,0.826441680546956,0,0,0.816726722461111,0.817332767758171,0.82652914305245,0.817585285631559,0.834770088220907,0,0.836932690008033,0,0,0.825912178589744,0.83582612804871,0.794804065370989,0.826777428939487,0.816918658420731,0,0.825798961783207,0.808514388695649,0.835897092047576,0.835553618840019,0.82715300547903,0,0.817413075827358,0,0.817278859750831,0.816774843984489,0,0.826502440343025,0.826405408670425,0.827620920102648,0,0,0.827275456349084,0.82675340253125,0.825621149426091,0.826502020510374,0.82595895212544,0.827005653340066,0.8181211391353,0,0.808595234551769,0.817895462076157,0.817288771726659,0,0.826414717686993,0.835508896743615,0.845371720587602,0.817270756698932,0.826979933621179,0.826420522389989,0.826160684898899,0.826869181140475,0.835270201595583,0.825427234631772,0.826303430030656,0.816777025436392,0.816777025436392,0.816777025436392,0.816777025436392,0.816777025436392,0,0,0.816923497737471,0.825739425513789,0.816858635181048,0.826870647094811,0.826833032574718
"Transport of inorganic cations/anions and amino acids/oligopeptides",0.88292128288226,0,0,0.861114756734328,0,0.862087247290197,0,0,0,0,0,0,0,0,0,0,0,0.885450775766291,0,0,0,0.884902027240228,0,0.86090219149953,0,0,0.841867072600007,0,0.88324323005131,0,0,0.86019720419694,0.883503565011475,0,0.883175535703345,0.88427685193053,0,0.886745818752335,0,0,0,0,0,0,0,0,0.883161024735786,0,0,0.863815709947171,0,0,0.883428052161074,0.904942796894493,0.860865166882877,0,0,0.861072127472174,0.885480614786331,0.861149198006261,0,0,0.863631258647979,0,0,0.862066686286327,0.841792846322439,0.883118569305886,0,0.883400994042284,0,0.862837063299799,0,0,0,0,0.861627592868846,0,0.884410849933275,0,0.883282660004476,0.860126422662803,0,0,0.882889374863638,0,0,0,0,0.860256021461051,0,0,0,0,0,0,0,0,0.884800560269359,0,0.860765642085557,0,0.861383816693907,0.860672148288419,0,0,0,0,0,0.886233818273461,0,0,0,0,0.882471435316311,0,0.884519170619552,0,0,0.882864247798416,0,0,0,0,0,0.860256021461051,0,0.883125536289727,0.883791623955874,0,0,0.904249631808943,0,0,0,0,0,0,0,0,0,0,0.905697911697833,0,0.883939812317357,0.884162225049328,0,0,0,0,0,0,0,0.886109516828751,0.884112476583538,0,0.886699353700657,0.86272211587666,0,0.861506920278864,0.884992635263588,0.861317403843848,0,0.884321953432124,0.86090219149953,0.86090219149953,0.86090219149953,0.86090219149953,0.86090219149953,0,0,0,0.860012168791727,0,0,0
