"","GRM1","IL22RA2","PCMT1","PNISR","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HBS1L","HIVEP2","RAET1G","USP45","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","PPP1R14C","ARID1B","MYCT1","VIP","FBXO5","ADAT2","CCNC","MTRF1L","PEX3","SNX9","MTHFD1L","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","ZBTB2","PEX7","HECA","SCAF8","MCHR2","SIM1","KATNA1","IL20RA","CITED2","ASCC3","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","TAGAP","SF3B5","STX11","UTRN","SOD2","WTAP","GRIK2","ACAT2","TCP1","MYB","MRPL18","HACE1","IGF2R","SYNE1","LIN28B","PREP","LPA","PLG","MAP3K4","PRDM1","EPM2A","AGPAT4","ATG5","PACRG","FBXO30","QKI","PDE10A","MPC1","QRSL1","RNASET2","BEND3","PDSS2","FGFR1OP","CCR6","SEC63","KIF25","FRMD1","AHI1","OSTM1","THBS2","NR2E1","SNX3","PHF10","TCTE3","FOXO3","DLL1","PSMB1","TBP","SESN1","SMPD2","MICAL1","ZBTB24","AK9","FIG4","WASF1","CDC40","DDO","SLC22A16","CDK19","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","GABRR2","UBE2J1","RRAGD","GJA1","HSF2","FABP7","MDN1","CLVS2","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"Platelet activation, signaling and aggregation",0.858570268094041,0.830556819233973,0,0,0.831960086012277,0,0.830797164235214,0.832272339122075,0.834601833221948,0,0,0.834437569715421,0.802130213057933,0.804480490271449,0.834437569715421,0.804260708402434,0.834601833221948,0.806190884519673,0.833061100426625,0.832898415347697,0.834437569715421,0.834601833221948,0,0.835587428456088,0.802321562027759,0.80555521089239,0.859323377843858,0.800926989960479,0,0.830517356509918,0.798291184955691,0,0.830345639647294,0.799672131896075,0.806340219739677,0,0.858396082004806,0.830688067836333,0,0.854475914275902,0.832191261388594,0.800870794895252,0.833817316738225,0.829431601153713,0,0,0,0,0,0.857824563893712,0.804205942080095,0.834686445104181,0.830579645909121,0.832394053605846,0,0.858885609409274,0.830113328168157,0.798383364008175,0.801305604227131,0.832747298729505,0.832545524797036,0.859236840444886,0.860182383918043,0.829940581038352,0.805041611692434,0.831662199861337,0.800903714933928,0.806498074895351,0.830743005510335,0.831954727484574,0,0.832984692217318,0.80083117860171,0.859428929433737,0.832595704510898,0.798193552391127,0.830344152937302,0.830181668764272,0.832695088870882,0.805085707199459,0,0.833924062470718,0.82918555289044,0.832603048370869,0.803791204709503,0.801283871332035,0.833286290031919,0.832575039721719,0.801277129250134,0.830350068537037,0.801299794575415,0.830192563796661,0,0,0,0,0.79993197654171,0.830617285190122,0.858302980438514,0,0.801333173554846,0,0.831174703338636,0,0.83053435115926,0,0.802752265597991,0.80011989642225,0.798196832419303,0.831206571174397,0.833449263829776,0.829374543626112,0.830392927236918,0.802339646055595,0.832196743062543,0.808655276867961,0,0.829058808093722,0.835980947594137,0.831708773587308,0.800377607539595,0,0.803500208620037,0.830789040794315,0,0,0,0.831067719947611,0.800068032986503,0.830713980569973,0.862335897853537,0,0,0.831069290846793,0.829739482908942,0,0.831141652781636,0.801309259910263,0.804008734902887,0.806761753016171,0.804881340789374,0,0,0.858473446524812,0.859166494802331,0.774559518333263,0.858838930145344,0.802447204135726,0.800839303626965,0.799757145209886,0.800095474823232,0.858480678874125,0.832613835474859,0,0.802357148835074,0.83317728253821,0,0,0.802817849968867,0.83476533150347,0.830332389685713,0.8313799357308,0.832509992110734,0.833854798219835,0.834998031635672,0,0.80015372268806,0.830350068537037,0.831731383724258,0.85922488155791,0.831169839089058,0.803697779009515,0.834324301912766,0,0.830338260046265,0,0.80172230530217,0.80296475367973,0,0.801817976573095,0.801056338872148,0.79934336475181,0.830350068537037,0,0,0.832176626142368,0.83053435115926,0.833998083381039,0.833811400109551,0.833469087934835,0.830721625194503,0.832576577836564,0.862369515011214,0.832327299869463,0.831360759539648,0.82961068214607,0.859323377843858,0.859323377843858,0.859323377843858,0.859323377843858,0.859323377843858,0,0,0.772887672616649,0.827620554663576,0.802966129821187,0.832901089690554,0.831263642849065
"Sensory perception of taste",0.81590940806286,0,0,0,0.767243949048167,0,0.7653511366304,0.768708809078239,0,0,0,0,0.772769011947385,0,0,0,0,0,0,0.771369830401759,0,0,0,0,0,0,0.762729531886312,0.767176248207997,0,0,0,0,0.816173780867036,0,0,0,0.812275801418137,0.816749699209444,0,0.816024026041001,0.768772851996805,0,0.67163849910901,0,0,0,0,0,0,0.809739969348981,0,0,0,0,0,0.760418648855989,0.7755944418609,0.766467313772224,0.769475773594726,0.714412590436507,0,0.76258398757376,0.818172925589031,0,0,0.771000649633246,0,0,0.768631951825735,0.771239954331493,0,0.772532044641612,0,0.762817855740503,0.768093380365582,0,0.764078320754512,0.815898003807273,0.764739041711614,0,0,0,0.762524129047988,0,0,0.771345578540053,0.666658600733352,0.667639552767449,0,0.764088270000816,0,0.764334279684807,0,0,0,0,0,0.765555586413334,0.812119217055487,0,0,0,0.766493089067602,0,0,0,0,0,0,0.767486378627049,0.769300701316131,0.764888894987206,0,0,0.667003308463197,0,0,0.762427454469964,0.672998189892897,0.768409217480287,0,0,0,0,0,0,0,0,0.769300701316131,0.816793280956167,0.814377200932393,0,0,0,0.710541107782508,0,0.76507781167428,0,0,0,0,0,0,0.812405918177063,0.762465675626459,0,0.760340140587195,0,0.767669248223169,0,0,0.812418082019766,0.768465671203758,0,0,0,0,0,0,0,0.764058536541141,0.769662268781334,0.769308914374393,0,0,0,0,0.764088270000816,0.666220636395569,0.816921180436973,0.769308914374393,0,0,0,0.764068409701199,0,0,0,0,0,0.77096289942269,0.767711719109796,0.764088270000816,0,0,0.77180921710291,0.767839169013365,0,0.774921602452937,0,0,0,0.821762187320128,0,0,0,0.762729531886312,0.762729531886312,0.762729531886312,0.762729531886312,0.762729531886312,0,0,0,0.764274251939215,0,0,0.817157736346946
"Neurotransmitter release cycle",0.784781886879036,0,0,0.73216781621991,0.720337696911257,0,0,0.722631007523156,0,0,0,0,0.727499141692729,0,0,0.797851403249614,0,0.792892932098281,0,0,0,0,0,0,0,0,0.719410479417626,0.72079348556186,0,0.720893421368678,0,0.729821986205053,0.783942498204739,0.791155892350618,0,0,0.784430634175488,0.784633017336891,0,0.783762943978221,0.724971200736241,0.729539559061138,0.728036102832482,0,0.731989200161825,0,0,0,0,0.783278146726399,0,0,0,0.728866610917329,0.725549113755664,0.785417784326432,0.739620995364249,0.719943481741361,0.723550588709094,0.786128056509916,0.724743963527181,0.785253807189229,0.731097336712136,0.776129119395295,0.799426123670905,0.734113094002644,0.776678066975827,0.848971600391461,0.722001895466528,0.727929226618789,0.727642303177764,0.728284749971635,0.728700614379392,0.787808375710031,0.788857721172565,0,0.717079107985859,0.783611844843052,0.725303706301629,0,0,0.728719584054866,0.786054285075928,0,0.796904631654979,0.725792462240577,0,0.672476432418975,0,0.717091037011933,0.727034437598962,0,0,0,0,0,0,0.726831467983039,0.784242891417106,0,0.783539157325756,0,0.727955522335099,0,0.725647538242541,0,0.724445377728922,0,0.724275141035505,0.720780432762025,0.723340679162937,0.786236024294587,0.786045991990903,0.79397750984069,0.721830379471458,0.731539661869051,0,0.722532141136121,0,0.72540724109777,0.775617151919817,0.791155892350618,0,0.721441282795647,0,0.726824528052804,0,0.727694825464112,0.723340679162937,0.784685271324494,0.726653258181521,0,0,0,0.787372250798555,0,0.78592557197944,0.729929814390497,0,0,0.792610504954366,0,0,0.784586642596883,0.719094118950959,0.727101433181427,0.785323653860979,0,0.721384586621783,0.725064938511963,0,0.784601226897274,0,0.726114856413024,0,0.790977266410119,0.734724924960659,0,0.786533062330519,0.737739908885035,0.717055386953134,0.722852337620028,0.722130084158395,0,0,0,0.725553127892684,0.717091037011933,0.786407202142557,0.785229691650494,0.732084723873143,0.728250201603572,0,0,0.717067224752719,0,0,0.723758353213882,0,0,0.725333634603816,0.721435508701557,0.717091037011933,0.791016098417557,0,0.726348359274029,0.72105135845586,0.789705277469277,0,0.790618931210865,0.721305336740486,0,0.725553127892684,0,0.727034437598962,0.789108546604864,0.719410479417626,0.719410479417626,0.719410479417626,0.719410479417626,0.719410479417626,0,0,0,0.730325937561183,0,0.792083953943469,0.788728286395313
"SUMOylation of DNA methylation proteins",0,0,0,0,0,0,0,0.338102435405778,0,0,0,0,0.350620637559682,0.356700796012513,0,0.356193537047787,0,0,0,0.496953997555104,0,0,0.351852367647345,0,0.490875168863779,0.3631442646093,0,0.487915418368633,0,0.335301088229586,0,0,0.328111650538042,0,0,0,0,0.329887291427613,0,0.327649934400637,0.488947131467306,0.499402103472459,0,0,0,0,0,0,0,0,0,0,0,0.341168161893291,0,0,0,0.324048586913274,0.340467099727162,0.330239570768021,0,0.486869530325436,0.328074707884364,0.477364766945755,0.360242864342998,0,0.47939180075184,0,0,0,0,0,0,0.33036831436524,0.64482731338302,0,0.478364052742161,0.327261389333177,0.489125224560387,0.360709681296191,0,0,0.331622279085711,0,0.353758953734677,0.346231983169773,0,0,0,0.478394727730709,0,0,0,0,0,0,0,0.480873775843059,0,0,0.331208315663204,0,0.483764234306388,0,0,0,0.338222454802646,0.494217536597358,0,0.486361517975819,0.339927326162731,0.480863172227721,0.493322056481982,0.346231983169773,0,0,0,0,0,0.494676032400528,0.476663702331247,0,0,0.336709890833671,0.653419871286517,0,0.332282655260767,0.345105692473491,0.341352716726489,0.330021660357757,0.476633105103433,0,0,0,0,0,0.781562428759934,0,0,0,0,0,0,0,0.329007475283411,0.348930081239869,0,0,0.495532914606134,0.323981392531507,0,0,0,0.338102435405778,0,0.499152581541498,0,0,0,0,0.478303055104749,0,0,0,0,0.35298907259826,0,0.478394727730709,0,0.48309579481817,0,0.346027969015765,0,0,0.478333495508217,0,0.353758953734677,0,0,0.497449930149147,0.345052127210447,0.334804547634007,0.478394727730709,0,0,0.347661448997772,0,0,0,0,0.336360311273772,0,0,0,0.349852410601784,0.333358218386711,0,0,0,0,0,0,0,0,0.317287054978442,0.493690803979205,0.350748094740218,0.347692036343044
"Constitutive Signaling by Aberrant PI3K in Cancer",0.814210148114152,0.815593870150152,0.779813231459459,0,0.81512180560863,0,0,0.815476957949569,0.778288000881001,0,0,0.778713113294914,0.817465032226519,0,0.778713113294914,0.821199716150567,0.778288000881001,0.818352648731215,0,0.817773560309576,0.778713113294914,0.778288000881001,0,0.78220233362635,0.817477898316506,0.820924055187568,0.815579846902775,0.817028924662362,0,0.81631649406521,0,0,0.85006346066319,0,0.818261520346041,0,0.814416787979282,0.850492950524079,0,0.849951781324879,0.815836869268946,0,0.855841886783904,0.777446449541928,0,0,0,0,0,0.813699962548762,0,0.777607089052955,0.815622500461112,0.817735614714241,0,0.814271684629256,0.818551490236281,0.812765554412876,0.817729804289058,0.81524453510698,0.817952366473477,0.752149851094046,0.816657253527331,0.81438269076461,0.822179162516626,0.815613426222088,0.814724125793736,0.818557648089758,0.817191658750597,0.819300332630347,0.818107885200539,0.777246446341698,0.813928239400784,0.816301108823737,0.851261972830316,0,0.814129777896299,0.849857800516061,0.817667308571671,0.820335181133916,0,0.820944821786222,0.850323733177084,0.817892440452733,0.820610842096915,0.816403509835091,0.775413585282623,0.818551490236281,0,0.814137197525257,0.817432793903782,0,0,0,0,0,0,0.850128510570776,0.814300015528779,0,0.816292764324938,0,0.816519460207824,0,0.816175330265364,0.822938254619845,0.818711458576696,0.81707841632515,0,0.816835091339126,0.818613230982705,0.81532313593458,0.815204939430133,0.818790227602269,0.814829662742453,0,0,0.814929460907573,0.782631729337052,0.815878319880088,0.81406425666252,0,0,0.816657253527331,0,0.818613230982705,0.815597772563776,0.817006786289565,0.818613230982705,0.850525451517638,0.881611673684185,0,0,0.815796532659275,0.776734867448375,0,0.815130040456936,0.818838825165709,0.817396578359671,0.818790227602269,0.820301929001031,0.780148264655269,0,0.814513822271429,0.815383076666451,0.820335181133915,0.814213137257242,0,0.851704769303703,0.81891109895615,0,0.814522893430872,0.815513698409043,0.81715784215617,0.819300332630347,0.818272098999946,0,0,0.77859012641086,0.819469964749189,0.814115023861876,0.81626511333329,0.817860263749959,0.856266999197817,0,0,0.819989332314183,0.814137197525257,0.817493336414292,0.815456308136096,0.817271389696308,0.81891109895615,0.856855873251469,0,0.814122386749681,0,0,0.817428250931712,0,0,0.816118127709225,0.817428250931712,0.814137197525257,0,0,0.854792142160784,0.815565689613058,0.776409733069939,0.780398643782963,0.819397187429446,0.816572697648136,0.774897674563451,0.819400458260531,0.776009054538254,0.81815491670297,0.817534902982665,0.815579846902775,0.815579846902775,0.815579846902775,0.815579846902775,0.815579846902775,0,0,0.778525284965485,0.814275893154427,0,0.818960437747731,0.817632368002214
"Thrombin signalling through proteinase activated receptors (PARs)",0.852772366196727,0.67884844352656,0,0,0.774064088341469,0,0.772862674292611,0.677861436468882,0,0,0,0,0.685369750182992,0,0,0.691138802936242,0,0,0,0.778528100356905,0,0,0,0,0.677494578947341,0.691138802936242,0.854950396782381,0.679971504501757,0,0.678128735031814,0.67844228112946,0,0.772551058533822,0,0,0,0.852268611425207,0.773541377765911,0,0.772293547922683,0.77571288464486,0,0.782657220203366,0.693188594155244,0,0,0,0,0,0.850615752825882,0,0,0.678914459398287,0.682669161618002,0,0.853684348852197,0.782105945325801,0.674533677708575,0.679706868770232,0.778091063634831,0.683565123958754,0.854700126351268,0.775218592293655,0.769973897473967,0.693397213812575,0.77954368960819,0.677083087735792,0.680635488218605,0.776450825737382,0.775364400039536,0,0.778777617324272,0.679326566280318,0.855255657192538,0.769953715079231,0.678159922931563,0.674444425061594,0.772076846643105,0.771810147701075,0.689780975071803,0,0.691338847429099,0.768001499066941,0.687782297678068,0.689780975071803,0.682922088118638,0.680237575095525,0.683282197065289,0,0.674461533268147,0,0.771114139968643,0,0,0,0,0.683192736877401,0.770280545994809,0.851999357098058,0,0.688285312153584,0,0.768039737884871,0,0.687047098244445,0,0.683168948586934,0.679358700835229,0.678169408935018,0.769891218278718,0.681220985487698,0.67673254339065,0.675565708444051,0.685582995765529,0.778884766719197,0,0,0.767835262489945,0,0.776837914882284,0.67556155917176,0,0.693507034792656,0.678914459398287,0,0,0,0.680988626472528,0.679405823584255,0.773616318671191,0.771953189973356,0,0,0.688594170236558,0.76939231175332,0,0.773447456265464,0.686482833013091,0,0,0.688586578128209,0,0,0.852492353437386,0.854496683279271,0,0.85354935011585,0,0.680819241690337,0.687376059104102,0.683665581981243,0.85251326974874,0.772723440566871,0,0,0.682111098545886,0,0,0.600491082888385,0.788213027374079,0.674410405157121,0.772651494011959,0.760796311968893,0.783637445902818,0,0,0.683732647598808,0.674461533268147,0.681566614092678,0.767858662702705,0.776634669632477,0.684111384116588,0.784995273767257,0,0.674427382529721,0,0,0.681109294331789,0,0,0.682264053008904,0.676673492414178,0.674461533268147,0,0,0.782684377422961,0.775087597640364,0,0.783054632672308,0.783286658765554,0.678719490154592,0.682080978301564,0.863759975891158,0.681360054111153,0.683925648774419,0.678277238952883,0.854950396782381,0.854950396782381,0.854950396782381,0.854950396782381,0.854950396782381,0,0,0,0.765650203893402,0,0.68286732181134,0.772876229196893
"G alpha (s) signalling events",0.929332831684256,0.909751544425764,0,0,0.909465495206535,0,0.930728136475654,0.909715396193395,0,0,0.885473714785634,0,0.911180741648346,0,0,0,0,0,0,0.909711513222504,0,0,0,0.889337472969747,0.909909335383317,0.887503318375485,0.874656499334242,0.909280447804647,0,0.909562408635772,0,0,0.929654674945097,0,0.885722907982621,0,0.929200447451793,0.936646817058144,0,0.929587002445432,0.908914947886484,0,0.911550155610346,0.886741593285139,0,0,0,0,0.911620567008096,0.928766084485104,0.89007622850655,0.91164071625849,0.909768893066419,0.909807901160837,0,0.931255468955227,0.910559882296738,0.908333076040916,0.909692564758043,0.910166933790714,0.910656815692181,0.931522410197613,0.930558065667862,0.90803378315328,0,0.909921664256146,0.907613664576804,0.909717814837753,0.908842192516294,0.910399217284783,0.909544684639446,0.909887382053681,0.883767605449537,0.929985428128097,0.908977316359842,0,0.907253517315024,0.929530054433836,0.908320900612206,0.887146488009179,0,0.91164071625849,0.907563177100976,0.884800347670593,0,0.910906922271354,0,0,0,0.907258013266073,0,0.932063890528938,0,0,0,0,0.886434809680164,0.929694092172276,0.929129688762343,0,0.8847371734818,0.885790073536908,0.930117738940374,0,0.908608204322409,0,0.909233235665624,0,0.909915540378343,0.930308996767921,0.909982865552018,0.908246818944958,0.907917598937464,0.910395087040252,0.909657941970945,0,0,0.929768701877507,0,0.908917663350765,0.907213814486032,0,0,0.909768893066419,0,0.909236471973319,0.886036149167802,0.909366264936352,0.909613451590019,0.929934619977148,0.928883129306272,0,0,0.914063685480074,0.930177886630272,0,0.908129812040693,0.887600512544128,0.884381988275837,0.886043280060044,0.887620350119202,0,0,0.929259245732676,0.931178827498884,0.888951133312368,0.929537019169088,0,0.909245630487147,0.909354208476853,0.886559071006676,0.929264742434606,0.931211502535983,0.909715396193395,0,0,0,0,0.885865551461864,0.911550155610346,0.907244577054412,0.909174443928806,0.909784200736726,0.91164071625849,0.910604600024375,0.885534127864626,0.910447305177457,0.907258013266073,0.908934847418901,0.90842674708186,0.908920732123508,0.910520190096013,0.911997546624796,0,0.907249038622953,0,0.911498294989387,0.883963607459187,0,0,0.910364579976244,0.908895408634926,0.907258013266073,0,0,0.910747021293478,0.908750625591512,0.885437103077536,0.933926488109571,0.910457906801203,0.909717656125074,0.909577208553084,0.932220320514602,0.909387753284356,0.910061978720042,0.909316865197909,0.931314639089424,0.931314639089424,0.938046530265219,0.931314639089424,0.931314639089424,0,0,0,0.907969068754461,0,0.885329614537909,0.90974533844162
"Glutathione conjugation",0,0,0,0,0,0,0,0.54577576743022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548334362262567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475237764853473,0,0,0.545835930847397,0,0,0,0,0,0,0.549666424346393,0.633023953996306,0,0,0,0,0.636268834733767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551559962072361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.539432935341017,0,0,0,0,0,0.548393746321699,0,0,0,0.555433905858441,0,0,0,0,0,0.549254791676182,0,0,0.537560069964426,0,0,0,0.549897295610834,0,0.542588856452471,0,0,0,0,0,0,0,0.545639478048199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549843951393407,0.558969674114177,0.553358484721166,0,0,0,0,0.541040626537264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.640569119696566,0,0,0,0,0,0.641709264003345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PKA activation in glucagon signalling",0.663874064747745,0.67535235086465,0,0,0.673571772226202,0,0.812002345263602,0.678951990051577,0,0,0.528054112438076,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680159208794084,0,0.804628075885945,0.676244554555272,0,0.67417503198109,0,0,0.665877451566021,0,0,0,0.800241137888541,0.66749744291141,0,0.665456208649723,0.668758236555069,0,0,0,0,0,0,0,0.690811160527167,0.797537346485431,0,0.690936584134088,0.675460341437175,0.679527808330059,0,0.665365910973826,0.693157756174014,0.671387187480573,0,0.681762688862112,0.684812070543569,0.672590555891466,0.80869194226833,0.668484405957374,0,0.680235952676329,0.663522686364722,0,0.674290027489758,0.683208590475541,0.677889357029482,0,0,0.673499308469213,0.674357643705754,0,0.499990466209862,0.665101722756614,0.671785303031767,0,0,0,0.669558963895061,0.52377378245741,0,0.686368916017265,0,0,0,0.500018452283093,0,0.809142044887563,0,0,0,0,0,0.803313942095598,0.799800684279689,0,0,0.530023359675038,0.805951028075259,0,0.675246056792641,0,0.679249062302279,0,0.680197833201534,0.807141556065805,0.682220394175988,0.669810495855155,0.667761190794048,0.683182880825977,0,0,0,0.803778367230941,0,0.676849536860669,0.661033728233218,0,0,0.675460341437175,0,0.67597081695836,0,0.676778742874118,0,0.667620033298464,0.798265918683159,0,0,0.677776799563969,0.668447733115329,0,0.667478679611812,0.522079758185628,0,0,0,0,0,0.800607141205033,0.803885878900864,0,0.665145076340473,0,0.676027826217558,0.680002085170471,0,0.80064135668048,0.812759409161214,0.678951990051577,0,0,0,0,0,0,0.499934815517609,0.675584709241159,0.679380279631997,0.552461494855073,0.684487042204263,0,0,0.500018452283093,0.535618196812893,0.67093049960097,0.677776799563969,0.683961613343733,0.554682666894999,0,0.499962587569074,0,0.690050050445553,0,0,0,0,0,0.500018452283093,0,0,0.524460351433749,0.675246056792641,0,0.829659456394517,0.683573916762813,0.675141405404058,0.678091809551534,0.819039026870537,0.676912501999683,0.6811093720751,0,0.804628075885945,0.804628075885945,0.804628075885945,0.804628075885945,0.804628075885945,0,0,0,0.668081576414796,0,0,0.680741852476183
"Activated point mutants of FGFR2",0.757091750171746,0.76303329141087,0,0,0.761626226375775,0,0,0.765877831005761,0,0,0,0,0.766145171751139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.753713450332691,0,0,0,0,0.758674884711776,0,0,0,0,0.759955048996595,0,0.758342006305843,0.763757589750482,0,0.775898422252064,0,0,0,0,0,0,0.754303942640538,0,0,0.763118628702601,0,0,0.758270650455693,0,0.75213761487456,0.767582657036521,0.7668318103727,0,0.759583724092452,0.763118628702601,0.75331657362088,0,0,0.75433427617844,0,0.764711510264531,0,0.765687237247729,0,0.761637522416179,0,0.762247244879018,0,0.755585077091172,0.758061881241519,0,0,0,0,0.759450669210895,0,0,0.762981131859192,0,0,0,0.755607192500322,0,0,0,0,0,0,0,0.861129911707247,0.756092498003465,0,0,0,0.754801392886075,0,0.762949294743196,0,0,0,0,0.75313569863187,0.767193502425849,0.757386839782998,0.754012184554474,0,0.765595215909853,0,0,0.756213427427332,0,0.762949294743196,0.752367429061984,0,0,0,0,0.764171151075395,0,0,0.758435732631312,0.760051923486459,0.754879681584514,0,0,0.652884416322287,0,0,0.64645585660863,0.658934541477643,0,0,0,0,0,0,0,0,0.758096140504591,0,0.763567071683542,0,0,0,0,0.762855479655307,0,0,0,0,0,0,0.755541100295339,0,0.764949161297508,0,0,0,0,0.755607192500322,0.763855474780038,0.75953901591572,0.764949161297508,0,0,0,0.755563046578264,0,0,0,0,0,0.762130504083479,0.754903707133987,0.755607192500322,0,0,0.772769487911413,0.762949294743196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.752998245998485,0,0,0.766025115765578
"Glutamate Neurotransmitter Release Cycle",0.494574123301537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51442451718038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496461077718764,0,0,0,0.493797959738057,0.497986918758131,0,0.496064316507008,0,0,0,0,0,0,0,0,0,0.491251306697907,0,0,0,0,0,0,0,0,0,0.499476162647794,0,0.497544332767881,0,0.491133937733773,0,0,0.49234694792833,0.638341624658824,0,0,0,0,0,0,0.577534946220499,0,0,0.495730432548232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493383104316615,0,0.493755468697339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490002642526252,0,0,0,0,0,0,0,0,0.49810238446363,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494142691753099,0,0,0,0,0,0,0,0.494174918700958,0,0,0,0,0,0,0.500371104545107,0,0,0,0,0,0,0,0,0,0.501656540721483,0.497491044630052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504920724304662,0,0,0,0,0,0,0,0.506062155551608,0,0,0,0,0,0,0,0,0,0,0,0.505221894063755
"Sulfur amino acid metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.601887105829334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61402773428983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722920391736661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
