"","GRM1","IL22RA2","PCMT1","PNISR","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HBS1L","HIVEP2","RAET1G","USP45","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","PPP1R14C","ARID1B","MYCT1","VIP","FBXO5","ADAT2","CCNC","MTRF1L","PEX3","SNX9","MTHFD1L","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","CD109","ZBTB2","PEX7","HECA","SCAF8","MCHR2","SIM1","KATNA1","IL20RA","CITED2","ASCC3","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","TAGAP","SF3B5","STX11","COL12A1","UTRN","SOD2","WTAP","GRIK2","ACAT2","TCP1","MYB","MRPL18","HACE1","IGF2R","SYNE1","LIN28B","PREP","LPA","COX7A2","PLG","MAP3K4","PRDM1","EPM2A","AGPAT4","ATG5","PACRG","FBXO30","QKI","PDE10A","MPC1","RPS6KA2","QRSL1","RNASET2","BEND3","PDSS2","FGFR1OP","CCR6","SEC63","MYO6","KIF25","FRMD1","AHI1","OSTM1","THBS2","NR2E1","SNX3","PHF10","TCTE3","FOXO3","DLL1","HTR1B","PSMB1","TBP","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","IBTK","FIG4","WASF1","TPBG","UBE3D","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","PTP4A1","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","COL9A1","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","SMAP1","GABRR2","UBE2J1","RRAGD","B3GAT2","GJA1","HSF2","FABP7","MDN1","CLVS2","RIMS1","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","KCNQ5","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","EEF1A1","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"Adherens junctions interactions",0.649431553130653,0,0,0,0.653357143047296,0,0.654417338529226,0,0,0,0.659937927818171,0,0,0,0,0,0,0,0.657685756709706,0.664259486558079,0,0,0.656409407856278,0.661809945294647,0.65492096590889,0.660469913714568,0.651742524492781,0.65291941397974,0,0.651774571867591,0.651285264535265,0,0.657501097669487,0.65500145508502,0.656450015021836,0,0.650151283010875,0.658088705114733,0,0.657348303350814,0.661609798688242,0.655923562622,0.655994191872863,0,0,0,0,0,0,0,0.647923575989276,0,0,0,0.653716144731141,0,0.649744332178886,0.659423323571616,0.652196090685486,0,0.651832531758881,0.709643376718216,0.653123911035476,0.65992693154092,0.648866005218265,0,0.663178516983676,0,0,0,0.708314743217792,0.656027045508959,0.652515421663704,0.654838544958731,0,0.705539982437675,0.705851320011759,0.651117726862629,0.651566783589431,0.657219723312027,0.653792820251214,0.659664244454945,0,0,0.658676270647351,0.703867693252067,0.70997515943544,0,0,0,0,0,0.651576934770202,0.654277637780863,0.653379842988656,0,0.652756489285286,0,0,0,0,0.650600496102051,0.649991520540178,0,0.699751423526259,0.649629469794667,0,0.705838720337339,0,0.705767212125889,0.661809945294647,0,0,0,0.699593043215745,0.655421304953474,0.650284040679222,0.70316341336039,0.704040256005021,0,0,0,0,0,0,0,0,0.651434315974635,0.657680456156726,0,0.66053448793511,0,0.651576934770202,0.70310299321891,0.65500145508502,0,0,0.652240782633464,0,0,0,0,0.652536692060139,0,0.658133171416577,0.703769282309369,0,0,0.706685169680829,0.60404578888061,0.766450682854085,0,0.697260274309806,0,0,0.657173366952593,0.657397381663872,0,0,0.650284040679222,0.651473312885253,0,0.649664230470259,0,0.705043008996495,0.653422420149347,0.707282951085571,0,0.650296451404855,0.654691942701668,0,0,0.652074333027653,0,0,0,0.659302011783062,0,0.651546597826591,0.708033669738482,0.655669826790396,0.699751423526259,0.659664244454945,0,0,0.654690213555989,0,0.651576934770202,0.650466365732739,0.651033588963535,0.715274434714315,0.655324385938246,0.660469913714568,0,0.651556671376834,0,0,0.659664244454945,0,0,0.654056812279166,0,0.70566638469705,0.651576934770202,0,0,0,0.654557981586373,0.71440705678947,0.71103238029192,0.660821971487053,0.656159557603519,0.652125097331718,0,0.656969701857483,0,0.654289813617931,0.648174987993436,0.651742524492781,0.651742524492781,0.651742524492781,0.651742524492781,0.651742524492781,0,0,0,0.649958517463606,0.656027045508959,0,0.655364124753666
"G alpha (q) signalling events",0.935035714361345,0.918360180853694,0,0,0.918152599706501,0,0.918670911700155,0.918879527805742,0.902396155830466,0,0,0.902284483191458,0.90317957870787,0.888228940414978,0.902284483191458,0.904455487047596,0.902396155830466,0.920386446911182,0.9018691434497,0.920212946789333,0.902284483191458,0.902396155830466,0,0.903239772112058,0.902585647912422,0.902901418011638,0.934325528329177,0.901345554743623,0,0.902183614058255,0.90067391665577,0,0.919057365435249,0,0.901780446816594,0,0.933814095920352,0.918532266936374,0,0.918294298367853,0.918682221143244,0,0.920170356786188,0.901254796690116,0,0.901254796690116,0,0,0,0,0.934656295068736,0.904941435858507,0.888692371224877,0.918372770472847,0.902653676738635,0.885226924117171,0.935180513240033,0.920164091875047,0.901113075274639,0.901658719892685,0.902709227670829,0.902434536334279,0.907753816190575,0.919453995169491,0.917587762175761,0.904886179426279,0.919945021034484,0.901584999262147,0.90259147043683,0.91952015295617,0.935034291057576,0.919375765365863,0,0.919684114739613,0.885930944696526,0.934383743303939,0.919138507001776,0.900620069269022,0.901372243917685,0.918966930408853,0.917892708940691,0.902642472166617,0,0.921339369434157,0,0.93425817098219,0.920149184534099,0.904196541202574,0.902712795002674,0.919147956040319,0.902798713727725,0,0.90137550655437,0.902378879261704,0.918337455810843,0,0.919116965198401,0,0,0,0.901549700800839,0.9173840318574,0.933762747519649,0,0.919982995380549,0.900839874813508,0,0.917691465250727,0,0.919429013710443,0.904799797908929,0.902354204748764,0.901964102809126,0,0.919086315155592,0.919129081331407,0.933856764852054,0.918867343057262,0.918369487744078,0.903395961595015,0,0,0.901507315003426,0.901601370576847,0,0,0,0.918881167033147,0.919418355369008,0.902899942309127,0.91872974023529,0,0.90137550655437,0.901294834720634,0.887436313672518,0.921839809622195,0,0.902333456365486,0,0,0,0.902499909745438,0.919420760496221,0.9020422224544,0.918546558612478,0.933583823434905,0,0,0.919982995380549,0.919178105583167,0.919283950038506,0,0.918336552385854,0.920859179332262,0.91952015295617,0.902012935489484,0.903778783259642,0,0,0.933856764852054,0.934239002467146,0,0.935167069574276,0,0.919196251458355,0.900988588871606,0.920032307543291,0.901639875172853,0.933860753716961,0.918617343275091,0,0,0.902575382930847,0,0,0,0.902520176050905,0.904369026146396,0.901365756119679,0.918426183298745,0.920501425742206,0.919537114667931,0.920725724694194,-0.0122130528516266,0.902135601259265,0.902962079721634,0.902303606464652,0.90137550655437,0.919821646262844,0.919184848772668,0.919537114667931,0.90342951878318,0.920919211630954,0,0.901368993805552,0.919079494971926,0,0.888562736317342,0.919475486820998,0,0,0.902587303795721,0.901080236990428,0.90137550655437,0,0,0.901064141280336,0.919708752124199,0.934774315356101,0.903434270155213,0.920515094801908,0.920212946789333,0.902296274571767,0.920019719473034,0.936005567431591,0.919882234944567,0.919925628384779,0.919839924348124,0.934325528329177,0.934325528329177,0.934325528329177,0.934325528329177,0.934325528329177,0,0,0.903165581936373,0.901286299727767,0,0.902878066429298,0.918673496700976
"Lewis blood group biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769965317741851,0,0,0,0.71154838063234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772973007103264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.766838817227764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774534633986593,0,0.836074074924678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Class B/2 (Secretin family receptors)",0.8235902970165,0.765265110319492,0.739566835139837,0,0.795238103045688,0,0.796449015065476,0.767961571133135,0,0,0,0,0.768288878067372,0,0,0,0,0,0,0.797516875087079,0,0,0,0,0,0.769886393567594,0.769318138076599,0.765025997554932,0,0.766961069082941,0.736431275685866,0,0.795177636762671,0,0,0,0.823461643435402,0.795513633923245,0,0.795158231555404,0.796001769027963,0,0.768661599722728,0,0.740208658442954,0,0,0,0,0,0.822900858813424,0.771421006870352,0.740315637065032,0.765287508294543,0.767350893941128,0,0.823941977190595,0.799981560356293,0.764612397327411,0.766367566217913,0.766985084321487,0.797369454346706,0.796134283514169,0.795834064694737,0.765112216904806,0,0.797301490924386,0.763795044349462,0.766794073485554,0.737556032459437,0.79604787928963,0.797369454346706,0,0.798527496399143,0,0.824475093304707,0.794217888517522,0.736335476725607,0.763228962387975,0.795016745361566,0.796091912088247,0.769425707465358,0,0.768994172332717,0,0.794871357025938,0.766806285255828,0,0.76745843120032,0,0,0,0.763234766888825,0,0.795855769424086,0,0.796413719767755,0,0,0,0.76610260880997,0.794646981491229,0.823370290378264,0,0.766717275460897,0.762823772629363,0,0.795193930957274,0,0.767460405234107,0,0.797301490924386,0,0.73875018596531,0.795512504111511,0.766376870817754,0.823537554998419,0.79425802630494,0.766323905968292,0,0,0,0.765017985809139,0,0,0,0,0.796894726312425,0,0,0.795789620610314,0,0.763234766888825,0.763278817600871,0,0,0,0.767227650956316,0,0,0,0,0,0.766265427105175,0.795539059998564,0.793671636894936,0,0,0.766514909959026,0.797423004583125,0.797682960232208,0,0.764581375739559,0.797548494302547,0.737556032459437,0,0,0,0,0.823537554998419,0.824217587369707,0.769348498343579,0.823896174594195,0,0.767046301912026,0.765313619242008,0.766337866171882,0.766263036485345,0.823544651519417,0.796606035237649,0,0,0,0,0,0.738609979435343,0.741579853675532,0.76772220753822,0.763217420058052,0.796449015065476,0.79691202103938,0.796314513775782,0.769378551060506,0,0,0.767794078396095,0.766281939640325,0.763234766888825,0.765500758412328,0.793858894005436,0.796314513775782,0.768270495085528,0.769839237162743,0,0.76322318016934,0.797339265612565,0,0,0.737015881603816,0,0,0.767966421416806,0.768205639095995,0.763234766888825,0,0,0.764525339699203,0.767840366802429,0.795585360987478,0,0.800043255901735,0.766050780981232,0.767161501466174,0,0.827360452735053,0,0,0.765993962741931,0.82437152404368,0.82437152404368,0.82437152404368,0.82437152404368,0.82437152404368,0,0,0.769396054890412,0.765028667333453,0,0,0.796596913191597
"Sensory processing of sound by inner hair cells of the cochlea",0.847507055632814,0,0.813022823922036,0,0.848731066039532,0,0,0.812477230290575,0,0,0,0,0.814198486391955,0,0,0,0,0.815651281142084,0.851375487002481,0.813925440858588,0,0,0,0,0,0,0.848480832756726,0.809898804066915,0,0.813930270647945,0,0,0.847426124045697,0,0,0,0.847281831581417,0.847868886521086,0,0.847310993457566,0.849468227460867,0,0.816281904456056,0,0,0,0,0,0,0,0.846542853945527,0,0.81400956259985,0,0,0,0.847914794556753,0.815942989988523,0.811244376007932,0.811666665024757,0.813346269760335,0.812240405827761,0.848368939185435,0.887709044986676,0.847246680653428,0,0.851525245299065,0.810933309142206,0.849820909338792,0,0.811816799367706,0,0,0.815611302064104,0,0.848617311833835,0.846724040877762,0,0.809407732886292,0.847214108340266,0.809142150271922,0,0.817476528067543,0.814981036876322,0,0.810793400280413,0.814416114795578,0,0.813104159553281,0,0,0,0.809415381805587,0,0,0,0.85035537899955,0,0,0,0,0.848121664708289,0.847161450487589,0,0.886638395655768,0.810753585293462,0,0.848842410976159,0,0.811819152344688,0,0.81303353654021,0,0.812396945642998,0.847897963736304,0.812068158440151,0.847381864544477,0.847609116445078,0.846217434903815,0,0,0,0.812918576508839,0,0.816997370406126,0,0,0.810189926691117,0,0,0.84953296821678,0,0.809415381805587,0.847242126634962,0,0,0,0.810522266230475,0,0,0,0,0,0.811532070534992,0.847902391899609,0.846871070844055,0,0,0.811548964911694,0.808061158411293,0.81370227360292,0,0.848768214028438,0.814564957781914,0,0,0,0,0,0.847381864544477,0.848277981688862,0,0.847854437883125,0.815626248264911,0.8112734649596,0.810277819442899,0.813239346447834,0,0.847391216031847,0.850703220709243,0,0,0,0,0,0.850791179741431,0,0,0.809392522904875,0.811027490891498,0.813726240939675,0.850662899400286,0,0,0,0.813803244343636,0.850247309295142,0.809415381805587,0.84574599173628,0.848009175512737,0.813102023681247,0.816605057153477,0,0,0.809400113329533,0.848658232478863,0,0,0,0,0,0.812809958204223,0.810310470799021,0.809415381805587,0,0,0.809239058873989,0.815199719356513,0.81136502034673,0.852587013697927,0.854052367782037,0.851809069200644,0.810435097303359,0,0.852419513261913,0,0.812368993154736,0.846395914995971,0.848480832756726,0.848480832756726,0.848480832756726,0.848480832756726,0.848480832756726,0,0,0.811685480586102,0.847460303373398,0,0,0.849326950956945
"Regulation of IGF Activity by IGFBP",0.804191927026757,0.76082894219477,0.78576917908452,0,0.784160800911683,0,0.784179360418876,0.758245729117955,0,0,0.740909773747581,0,0.740422971240749,0.740967784348616,0,0.808497827846999,0,0.783778256772968,0,0.784520053469363,0,0,0,0.788304072663244,0.785227794407998,0.767181131305823,0.783188965085511,0.739133129799693,0,0.784258513311403,0.737236370868622,0,0.783205248551904,0.738895838191779,0.806871154300159,0,0.80405845139659,0.782951590155149,0.810003318060534,0.783137018148859,0.784237896351653,0,0.784894562241972,0.784587176470706,0,0.784587176470706,0,0,0,0,0.803620507469118,0.787684578436196,0,0.760846433860512,0.761848620205664,0,0.804433567337723,0.762218688554704,0.783651227457489,0.738922525571817,0.761964327110377,0.785721714977611,0.784565686131606,0.784106927898759,0.782717285585336,0.809096219826465,0.760125692265386,0.783285657180607,0.738704766043355,0.783735078964922,0.783657645367672,0.785361942842216,0,0,0.739148087965967,0.804681488738171,0.761666311931533,0.737161556811212,0.7829225408047,0.783079600648351,0.784724020225913,0.766821359170429,0,0.785973867349417,0,0.828111213881388,0.740070955652175,0.808138055711605,0.739774434978769,0.786170733994026,0,0,0.78292707382112,0.784116976958227,0.783716066105938,0,0.784919380812669,0,0,0,0,0.783699598379086,0.803987109360696,0,0.784482133903448,0.783884243510036,0,0.783662971044249,0,0.783296442378443,0.78748053381026,0.760955328284789,0.785484156327258,0,0.783855805633243,0.760156576348052,0.804117734420313,0.784024497704055,0.783051222908093,0.807025752732035,0,0,0.784150789613399,0.764805233324763,0,0,0,0.782847289743999,0.785158664444515,0,0.784431991491654,0,0.78292707382112,0.78288251065896,0.738895838191779,0,0,0.784466700034154,0,0,0,0.75815525506229,0.784060752570593,0.785301930771681,0.782971446611352,0.78262222770823,0,0,0.783706356925631,0.783463892510086,0.785910592290523,0,0.783005463439903,0.784687210386701,0.783735078964922,0.807194167578451,0.762390791644972,0.785973867349416,0,0.804117734420313,0.783068748465904,0,0.804397797867289,0,0.783489103883006,0.784558617817906,0.784910418982502,0,0.80412327643797,0.761182676105022,0,0,0.784925101611327,0,0,0.78502192402647,0,0,0.782913526839088,0.761382633098219,0.806411554406451,0.784482133903448,0.785699479450274,0.764442642418511,0,0.739839174474876,0.760360296505973,0.78292707382112,0.783998237847482,0.785457584989596,0.784841906038843,0.76157482767029,0.763465920283089,0,0.782918025189544,0.760446894622629,0,0,0.786981980459028,0,0.784018367185858,0.739600080995622,0.760369228102784,0.78292707382112,0.739553687229873,0,0.737483841475861,0.784253221598186,0.783296442378443,0.761114705395474,0.763560272337359,0.785780888340198,0.784415040686914,0.761272460809924,0.785523164560197,0.761081443640345,0.78455815730888,0.784643127136465,0.783188965085511,0.783188965085511,0.783188965085511,0.783188965085511,0.783188965085511,0,0,0,0.782652037670214,0.785721714977611,0.785345641622606,0.785062445448146
"GRB2 events in EGFR signaling",0.725015904988638,0.72486553194304,0.735150900606346,0,0.727008439221843,0,0,0.727845356403356,0.655095747235,0,0,0.654978317935014,0.734315770023016,0,0.654978317935014,0.739407497762663,0.655095747235,0.733868179775783,0,0.730463874507212,0.654978317935014,0.655095747235,0,0.658097204911021,0,0,0.725776040834659,0.725403039344983,0,0,0,0,0.79946545041581,0,0.643411284169793,0,0.724549042285636,0.80038324442922,0,0.799226798383582,0.727628047604629,0,0.811813599658585,0.732026586946614,0,0.732026586946614,0,0,0,0,0.723017229433459,0,0,0.724926713196416,0.646561852477074,0.642202919076945,0.725861099340522,0.735516954036082,0.727742861998973,0.729656676003364,0.64859557987096,0.73246810672114,0.719608971790075,0.729336782473475,0.724476178587679,0.741500515766308,0.731178306700848,0.723947416267369,0.732139422957059,0.729658286743,0.729220385857403,0.649064795865853,0,0,0,0.726058945748443,0.727453668846862,0,0.722677330540501,0.799025967044908,0,0,0,0.738149109310897,0,0.8000216371314,0.73298632376227,0.738149109310897,0.732047360487259,0,0,0,0.722693185841545,0,0,0,0.729661752508872,0,0,0,0,0.726289916589469,0.724299506578831,0,0.730649154547028,0.728557890959679,0,0.727783937981539,0,0.729215381106437,0,0.73246810672114,0,0,0.727200034282813,0.732258200257854,0.72475639873462,0.723969076476357,0.723716497651883,0.734258565584317,0,0,0.728231810781227,0,0,0,0,0,0.730227545633368,0,0.727956992654672,0,0.722693185841545,0.722537315602804,0,0,0,0,0,0,0,0,0.727916884849636,0.728788606709032,0.800452697098619,0.796744538146049,0,0,0.727768631904439,0.642916730194542,0.730917544864588,0,0.723556443048804,0.649827786563384,0.729658286743,0.644541099792464,0,0.735866846404859,0,0.72475639873462,0.725355554668719,0,0.725735987126175,0,0.72808423598221,0.726188693194178,0.732894726210408,0,0.724775783257026,0.72563468548015,0,0,0.730270833266503,0,0,0.732537198645953,0,0,0.722645802055897,0.728331743955961,0.648089226184987,0.730649154547028,0.65474579845561,0,0,0.733940457625433,0.730740502274481,0.722693185841545,0.729865052888995,0.726770434368717,0.729390766095263,0.649073791636354,0.656004186907375,0,0.722661536104506,0.731278810194188,0,0,0,0,0,0.731437516040381,0.72846758067365,0.722693185841545,0,0,0.724035465934633,0.809570358505667,0.727956992654672,0,0,0.648677790534985,0,0,0.731729252528376,0,0,0.731212266598549,0.725776040834659,0.725776040834659,0.725776040834659,0.725776040834659,0.725776040834659,0,0,0,0.724247958514988,0,0.731741771790189,0.728540020843505
"Peptide hormone biosynthesis",0.619101306592125,0,0,0,0,0,0.622550584034898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699572803409173,0,0,0.63132249220005,0,0,0.53938229288579,0,0,0,0.604286750332518,0.54036268917233,0,0.539127362517152,0,0,0,0,0,0,0,0,0,0,0.613260049572535,0,0,0,0.548759560183945,0,0.616297898431377,0,0,0,0,0,0.629393185363003,0.542785473367081,0,0,0,0,0,0,0,0,0,0,0,0.618389980235062,0.61987983670227,0,0,0.538912832572764,0.528340946749934,0,0,0,0,0.627558507946953,0,0,0,0,0,0,0,0,0.624525822729963,0,0.547989344234215,0,0,0,0,0,0.600313941120313,0,0,0,0,0,0,0,0,0,0,0,0.631162071430768,0,0.600801997662784,0,0,0,0,0,0,0,0,0,0,0.621279799427604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.540436879173762,0.521069832293614,0,0,0,0,0,0,0.627269952651062,0.533329793474695,0,0,0,0,0,0.600801997662784,0.792606824768382,0,0.616164252375122,0,0,0,0,0,0.60082270439382,0,0,0,0,0,0,0,0,0,0,0,0.531472646757673,0,0,0,0,0,0,0,0,0.627626167060995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.626809086116804,0,0.631791313902977,0,0.699572803409173,0.699572803409173,0.699572803409173,0.699572803409173,0.699572803409173,0,0,0,0,0,0,0.626479320184304
"ERBB2 Activates PTK6 Signaling",0.785303013550406,0.787798134520155,0,0,0.789178769186386,0,0,0.788077496305819,0,0,0,0,0.795791534590845,0,0,0.702620649802283,0,0.795856710830301,0,0.793351251401243,0,0,0,0,0.793628141199128,0.707259148116243,0.786209248817994,0.785165761693488,0,0,0,0,0.874061890105518,0,0.699910951645813,0,0.784746419030102,0.87515608571238,0,0.873777368740792,0.789500257830976,0,0.88878337494515,0,0,0,0,0,0,0,0.78292018910389,0,0,0.787871074916025,0.793201672492444,0,0.786310655715494,0.79709532474701,0.783818846882732,0.792769659945976,0.692287842822396,0.794187541318086,0.787432979952989,0.790454371145485,0.783159297919515,0.705115949478692,0.792649839507752,0.784029159452741,0.793795683967252,0,0.790315602898906,0.794187541318086,0,0,0.789188424257951,0.788046781428612,0.789709572713782,0,0.784015213941176,0.873537937272199,0,0.705758895232121,0,0.80096044241077,0,0.874724976867799,0,0.701120396918161,0.793087132827134,0,0,0,0.784034116658446,0,0,0,0.790841800982568,0,0,0,0,0.786821892379808,0.784448922129761,0,0.790518730512552,0.788025522454281,0,0.78710281437793,0,0.790309636226169,0,0.794187541318086,0,0,0.78940718914876,0.793937290470268,0.784993629746469,0.785555235675403,0.683913812388193,0.696482083972414,0,0,0.792571186053009,0.795345828335668,0,0,0,0,0.795273779841715,0,0.790309636226169,0,0.784034116658446,0.782348035006671,0,0,0,0,0,0,0,0,0,0.789202040948257,0.875238887304709,0.870818013801326,0,0,0.790518730512552,0.786272655186419,0.793892117984323,0,0.783563040506763,0.795595071862888,0,0.701257919781176,0,0,0,0.784993629746469,0.785707944485218,0,0.786161496717611,0,0.787460830172633,0.790837669090516,0.794696157809518,0,0.785016740007538,0.786040724720375,0,0,0.691727902620456,0,0,0,0,0,0.783977625627414,0.791190073672284,0.793522357179079,0.790518730512552,0,0,0,0.795942880607401,0.792127888315005,0.784034116658446,0.789583923162518,0.787394766505581,0.792018983396675,0.793613114464181,0.70575889523212,0,0.783996383787322,0.792769659945976,0,0,0,0,0,0.792360075224999,0.789418107259526,0.784034116658446,0,0,0.783535338313294,0.886108978970899,0.788809383342046,0,0,0,0,0,0.795942880607401,0,0,0.792690326556407,0.786209248817994,0.786209248817994,0.786209248817994,0.786209248817994,0.786209248817994,0,0,0,0.782887213554955,0,0.693481558067173,0.792938634621215
"Sensory processing of sound by outer hair cells of the cochlea",0.865696329308768,0,0.821969246098305,0,0.820121636439373,0,0,0.821289628852814,0,0,0,0,0,0,0,0,0,0,0.870604846760673,0.822593040366628,0,0,0,0,0,0,0.818669409636129,0,0,0.819125856434782,0,0,0.819356362294982,0,0,0,0.817873984466157,0.819918168135597,0,0.81921027711288,0.821056994819998,0,0.826914989028233,0,0,0,0,0,0,0,0.816936321554318,0,0.823221284342672,0,0,0,0.818677129078004,0.825687210284627,0.819764599762421,0,0.822406130334388,0,0.868116315697332,0.916748299452574,0.817004843429478,0,0.870794869832587,0.814936999211973,0.824185972185812,0,0.825000866740192,0,0,0.825280150713644,0,0.865731947748992,0.819461949355741,0,0.817434147453979,0.819087342971453,0,0,0.827591641760255,0,0,0.819696818803441,0.823744567018092,0,0,0,0,0,0.817443852900519,0,0,0,0.868873596170344,0,0,0,0,0.866039314123312,0.817721237100761,0,0.915348719919907,0.820327906115583,0,0.866953843889039,0,0.82046322154712,0,0.822765799071966,0,0.820658457483577,0.867366713735787,0.820765327205982,0.818000912799123,0.817563319254797,0.864298073695819,0,0,0,0.821863445305647,0,0.827787629606897,0,0,0,0,0.827739528280109,0.868266939027324,0,0.817443852900519,0.865360170156597,0,0,0,0.819571596074985,0,0,0,0,0,0,0.819960681940159,0.864725553083494,0,0,0.821608023528065,0,0.822838798861127,0,0.81800857884316,0.8242144297334,0,0,0,0,0,0.818000912799123,0.818412019001116,0,0.81860054460292,0.825317041297256,0.819770817883456,0,0.823026944075408,0,0.818012778574826,0.871078203993223,0,0,0,0,0,0.820369330424939,0,0,0.8174148480398,0,0.823150211226225,0.869700669240861,0,0,0,0.823432683277941,0.867044838982248,0.817443852900519,0.820829396722035,0.819205654763461,0.822109856727922,0,0,0,0.817424479264537,0.867157017401458,0,0,0,0,0,0,0,0.817443852900519,0,0,0,0.825541842153004,0.824227510551421,0.872142110669417,0.875175822073972,0.872481376519888,0.819460990467926,0,0.871492704041644,0,0.821139623074092,0.820915274997548,0.818669409636129,0.818669409636129,0.818669409636129,0.818669409636129,0.818669409636129,0,0,0.820277265493992,0.865637006999718,0,0,0.82058397278139
