"","PNISR","USP45","CCNC","CD109","MCHR2","SIM1","ASCC3","COL12A1","GRIK2","HACE1","LIN28B","PREP","COX7A2","PRDM1","ATG5","RPS6KA2","QRSL1","BEND3","PDSS2","SEC63","MYO6","OSTM1","NR2E1","SNX3","FOXO3","HTR1B","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","IBTK","FIG4","WASF1","TPBG","UBE3D","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","KHDRBS2","PTP4A1","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","COL9A1","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","SMAP1","GABRR2","UBE2J1","RRAGD","B3GAT2","GJA1","HSF2","FABP7","MDN1","CLVS2","RIMS1","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","KCNQ5","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","EEF1A1","PTPRK"
"NOTCH2 Activation and Transmission of Signal to the Nucleus",0,0.897638002953242,0.833166832568189,0,0.828944336540796,0,0.834642758712073,0.773271255801808,0,0.887179016440619,0,0,0,0.84132195348313,0.83582330509975,0.834912464069146,0,0.776592409083193,0,0.771613689625825,0.834707820316106,0,0,0.83703176905832,0.833053421580634,0.830257723910379,0.838383889323485,0.843718408665706,0,0.835057604138891,0.838383889323485,0,0,0,0.831614507861411,0.83655448473087,0,0.833625062055334,0,0.887190990060506,0.829532225675123,0,0,0.843408016420428,0.833716742044171,0,0,0.835922940840755,0.769642994401658,0.834280809662199,0.893463995005104,0.889597435221447,0.82925605038805,0,0,0.713753576057231,0.832704248972971,0.843852871494353,0.837530674189235,0,0.830301851216855,0.837923346469257,0.773271255801808,0,0.771613689625825,0,0,0.830257723910379,0.831660505878301,0,0.830997490314949,0,0.772082562793645,0.891500590079467,0.837353943931374,0,0.830272362730691,0.779848812658371,0.835210616263152,0.83703176905832,0.83537243019987,0,0,0,0.774799571367897,0,0.887155206732482,0.768098640041959,0.836610418946492,0.834707820316106,0.84132195348313,0,0.772564000499799,0.83814366028133,0.835727115245513,0.887190990060506,0.834115681751194,0.889319739238166,0.834707820316106,0.837353943931374,0.786835823868883,0.774294930488766,0.887167088784851,0.836133635083585,0,0,0.77025626524001,0,0.834707820316106,0.895464400633606,0.891551702519267,0.896155178636988,0,0,0.832333459900185,0.896482918609493
"Presynaptic function of Kainate receptors",0,0,0,0,0.905727723504385,0,0,0,0.853660819704191,0,0,0,0,0,0.789078802796003,0.85607189847691,0,0,0.790170328388776,0,0.794553928862217,0,0,0.788286489718659,0.850007200592945,0.907023056676084,0,0,0,0.857152291039098,0,0,0,0,0.848588066592658,0.79094925677951,0.795439112817596,0.855739441088153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854192323626931,0.851430487103029,0,0,0,0.84966282781167,0,0.858654117932932,0,0.852461912054963,0,0,0,0,0,0,0.907023056676084,0.908406555602443,0,0.907752654040381,0,0,0,0.788604235883895,0.790496712140506,0.907037494266992,0.852377714628215,0,0,0,0,0,0,0,0.862653923044848,0,0.852058263306793,0,0.851638857490906,0.863330528848165,0,0,0,0,0,0.787394652925691,0.848749986978213,0.856807315444639,0,0.864267776477459,0,0,0.853723674517028,0,0,0,0,0,0,0,0,0,0,0,0.860983157193844
"NCAM signaling for neurite out-growth",0,0.867204240203551,0.864640909979313,0.864025746956486,0.862596307825667,0.869815266109109,0.864118504509895,0.891833752932226,0,0.862932172836166,0.837070091875005,0,0,0.837070091875005,0.865467061567601,0.892295176446506,0,0,0,0,0.86411835183944,0,0,0,0.86412583832623,0.863232271631671,0.835647432796254,0,0,0.86476410648702,0.834887826428055,0,0,0,0.860398135885389,0.864846407870158,0,0.864402636063422,0,0.862937970660214,0.862880973431591,0.86658805989778,0,0,0.864907185208848,0,0,0,0,0.863727924667829,0.865183116776854,0.863310864817449,0.88946679077152,0,0,0.867431733367166,0.863148189580771,0,0.864754815874916,0,0.863253638800585,0.865189222622009,0.896174360750506,0.865898365026113,0,0,0,0.863232271631671,0.863911521775213,0,0.863590478714441,0,0.891210068731089,0.864232403759389,0.833592976954822,0,0.863239359989681,0.864696511307636,0,0,0.834483527344254,0,0,0.864625093267236,0,0.867797407661806,0.862920643783156,0.864324265595653,0.869380229265075,0.86411835183944,0.867797407661806,0,0,0.835825402613299,0.86588064103934,0.862937970660214,0.864047034746204,0.863176399846543,0.864594735396381,0.86666837829549,0.838064328178802,0.841009763468863,0.862926397268703,0.864625093267236,0,0.868589753904271,0,0,0,0.866151746144334,0.864257153244957,0.862937970660214,0,0,0.863445030958904,0.86664492933113
"GPER1 signaling",0,0,0.88975400064736,0.85577766706638,0.920589160149028,0,0,0.85153156296794,0.891215624600081,0.846215510875464,0.855832871889321,0,0,0,0,0.890773842333755,0,0,0.852138800808502,0,0.890654284322745,0,0,0.890850673248871,0.922989790645368,0.921356473977377,0.892005567157075,0,0,0.890858636801208,0.893202735575567,0,0,0,0.922149141176575,0.856614762217868,0,0.889706830926572,0,0.846222506164385,0.886469251988472,0,0,0,0.890075271549634,0,0,0.890202868005494,0,0.89040481399344,0,0.889506046613701,0.920771271193359,0,0,0.889857915482747,0.888322427522707,0,0.891313758218184,0,0.889036201731584,0.855462788191243,0.85153156296794,0.854116381149054,0,0,0,0.921356473977377,0.922176014371226,0,0.921788664057105,0,0.888726284719681,0.89021711781596,0.891038895886736,0.85233214007559,0.921365026343203,0.924394007135225,0.890948030320264,0,0,0,0,0,0.893953929393804,0.89380274828371,0.846201600647053,0.890106358037335,0.854695743016933,0.891055083901239,0.89394365237536,0.892331550211762,0,0,0.891650581553046,0.846222506164385,0.890709141706515,0.922245057620037,0.889711605656487,0.892200216077945,0.894498847812532,0,0.846208542439934,0.890912506693555,0,0.893722057897342,0.850880600655491,0,0,0,0,0.846222506164385,0,0,0.889267123441794,0.893127919051761
"ADORA2B mediated anti-inflammatory cytokines production",0,0.823936026155666,0.88975400064736,0,0.920589160149028,0.861241783201719,0,0,0.891215624600081,0.846215510875464,0,0,0,0,0,0.890458963458619,0,0,0.852138800808502,0,0.890654284322745,0,0,0.890850673248871,0.922989790645368,0.921356473977377,0.892005567157075,0,0,0.891814631816874,0.893202735575567,0,0,0,0.922149141176575,0.855363333629415,0,0.890422509380202,0,0.846222506164385,0.886469251988472,0.857348039674956,0,0,0.890075271549634,0,0,0.890202868005494,0,0.89040481399344,0.821497466068658,0.889506046613701,0.920771271193359,0,0,0.890654284322745,0.888322427522707,0,0.891988587450134,0,0.889036201731584,0.851736863519407,0,0,0,0,0,0.921356473977377,0.922176014371226,0,0.921788664057105,0,0.88952265355968,0.89021711781596,0.891038895886736,0.85233214007559,0.921365026343203,0.924394007135225,0.890948030320264,0,0,0,0,0,0.893953929393804,0.894117627158847,0.846201600647053,0.890106358037335,0.850969818345097,0.891055083901239,0.894203547862204,0.892331550211762,0,0,0.891650581553046,0.846222506164385,0.890709141706515,0.922245057620037,0.890654284322745,0.891885337202808,0.894758743299376,0,0.846208542439934,0.890912506693555,0,0.893528718630254,0,0,0.8207875621947,0.822666153187634,0.820380256856652,0.846222506164385,0,0,0.889267123441794,0.893528718630254
"Regulation of signaling by NODAL",0,0,0.793704692728748,0,0.792357570236174,0,0,0,0,0.791969959173191,0,0,0,0,0,0.799934796010163,0,0,0,0,0,0,0,0,0.797127522323386,0.794340869609888,0,0,0,0,0.802807983648508,0,0,0,0,0.805609128450429,0,0,0,0.791988040109078,0,0,0,0,0,0,0,0,0,0,0,0.797056957548018,0.876434103266992,0,0,0,0,0,0.805323492153071,0,0.787557873713894,0.805916452543189,0,0,0,0,0,0.794340869609888,0.791044560129787,0,0.79545796444486,0,0.79813584087839,0.798495813228047,0,0,0.794362975169779,0.800757043364189,0.800385024993125,0,0,0,0,0,0,0,0.791934004983034,0.794853327362211,0.803933847567735,0,0,0,0,0,0,0.791988040109078,0,0.796637618758504,0.80106080130624,0,0,0,0.79195194764608,0,0,0,0,0,0,0,0,0.791988040109078,0,0,0.796040333895202,0.807454480173479
"Activated NOTCH1 Transmits Signal to the Nucleus",0,0.914409990332833,0.908858455316592,0.814684031112992,0.858721082950533,0,0.865688734734777,0.814076393043519,0,0.90603156953727,0.871039263134435,0,0,0.869296674675064,0.864891851138176,0.864162200189391,0,0.817430367770307,0,0.813446396567158,0.863338059199586,0,0,0.865859920037485,0.864415558289129,0.859773203252692,0.866943068250181,0.871216412300989,0,0.864278468106665,0.866943068250181,0,0,0,0.861520293648982,0.865477580034495,0,0.864873484536097,0,0.906041161291284,0.861594820260222,0,0,0.870663920732711,0.864946926979501,0,0,0.864971666726752,0.811867724118546,0.865398786808872,0.911066301634954,0.907968901627833,0.859630994995005,0,0,0.812108157135363,0.862036895002465,0.871324126959422,0.866259579901166,0,0.906563393619749,0.866574139403926,0.814076393043519,0,0.813446396567158,0,0,0.859773203252692,0.860896935231645,0,0.860365810788845,0,0.813124162135953,0.909493469253995,0.865457799682952,0,0.859784930029123,0.866340982571895,0.86440104212111,0.865859920037485,0.864530667037518,0,0,0.810326577723173,0.815994172324526,0,0.906012496202244,0.866081511705122,0.865522387473036,0.865740853885668,0.871039263134435,0,0.814207665776096,0.866090420815132,0.864154589732735,0.906041161291284,0.862863712468177,0.907746446631992,0.863998265426297,0.912212640817865,0.825445952151477,0.867484109803322,0.906022014603911,0.864480242152403,0,0,0,0,0.863998265426297,0.912668774312127,0.909534414093919,0.916812627134637,0,0,0.862096227340589,0.913484682448114
"Amino acid transport across the plasma membrane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.826163797178504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828253777946446,0,0,0,0,0,0,0,0,0.832834787293181
"DNA strand elongation",0,0.823548319977303,0.816949122750289,0,0,0,0.818329475474089,0,0,0.816535167469261,0,0,0,0.766745391748819,0.760154468332551,0,0,0,0.768459362448541,0,0,0,0,0.824220412860814,0.818540649215506,0,0.763874407480809,0.827259792406438,0,0,0.820341455174617,0,0,0,0.874167238600362,0.760868954165389,0,0.821101609624029,0,0.816546867715566,0.816892093974472,0,0,0,0.817486477065439,0,0.764964433154618,0.819642305424836,0.754218686231402,0.819416637188974,0.876318816146331,0.814840518916963,0.756052334260944,0,0,0,0.81787607146597,0,0.822640575150058,0,0.818782886104911,0,0,0,0.763127685981387,0,0,0,0,0,0,0,0,0.87645872656128,0,0.768782739662981,0,0,0.8189462441597,0.879460816557454,0.877839362600343,0,0,0,0,0,0.81651190136826,0,0,0,0.767842756825944,0.770581519428141,0,0,0,0.816546867715566,0,0.814569163100355,0,0.821040636821771,0.768771370845466,0,0.816523512137655,0,0,0,0,0,0.761379633069199,0.820573533747143,0.816750167707003,0.816546867715566,0,0,0.816134777082794,0.821568797610205
"Post-translational protein phosphorylation",0,0.830462081889681,0.843577163374812,0.830745703182487,0.842166348548634,0.857821480731718,0,0.842031835125964,0,0.84314260242628,0.820078676742962,0,0,0.845168547407809,0,0.84538295706642,0,0,0,0,0.843759321727376,0,0.845822625986926,0.83009943627722,0.843406830913413,0.842191398141773,0.844542555254343,0,0,0.830302166098645,0.832946376638272,0,0,0,0.828303495148313,0.830305386424887,0,0.843433844164909,0,0.843145153559166,0.829043869631625,0.819003922554813,0,0,0.843694328623212,0,0,0,0.816397205099268,0.855813365189681,0.829572756101659,0.843345722106866,0.82975876425636,0,0,0.843343148624016,0.855446124088323,0,0.844475600976369,0,0.842935407769681,0.844135739487029,0.842031835125964,0.831089877386159,0.830189638540633,0.830718527031692,0,0.842191398141773,0.828955019946538,0,0.842603799224535,0,0.842981634679312,0.829154427566018,0.830168079755244,0,0.842194517129703,0.844382417643255,0,0,0.843900925364923,0,0,0.830496200020488,0,0,0.843137529463383,0.829869078773079,0.843856003483095,0.843759321727376,0.844859856186935,0.819527489186841,0,0.844491371383859,0.830444814004419,0.843145153559166,0.82960308497876,0.855902198075432,0.843874155848237,0.857553355639736,0.831406242233521,0,0.843140061086638,0.84406310980287,0,0,0.844963732593368,0,0.818186659656061,0.829998968110365,0.829165317725157,0.843145153559166,0.844372708758779,0,0.828807971269975,0.843976872565588
"Metabolism of nitric oxide: NOS3 activation and regulation",0,0.779767245500314,0.76972624755125,0.669383561774174,0.764464302703094,0.786910283551162,0,0,0.781073323373785,0.762948328594118,0.681494644701818,0,0,0.690130653909938,0,0.772533367641519,0,0,0,0,0.773732462155269,0,0,0.775941385662076,0.769543873286435,0.766576338415923,0.673725007625368,0,0,0.671007447207494,0.668595974218006,0,0.675341589234852,0,0.663340212220772,0.77704784345375,0,0.86102399222649,0,0.762967583166988,0.76277829537852,0.685356998924206,0,0,0.770610547552145,0,0,0,0,0.773045793643224,0.773055094876464,0.858501423206078,0.85399825946495,0,0,0.772204283530587,0.768982374802131,0.678918729313582,0.775640463311806,0,0.765119120156284,0.671449442215223,0,0,0,0,0,0.766576338415923,0.767303949425113,0,0.767765944088847,0,0.76908946336571,0.76989777707539,0.776459469552196,0,0.766599878851905,0.772305784089235,0,0,0.668882331835956,0,0,0,0.680807568436067,0.675811480751587,0.762910040610648,0.753929263917233,0.669338145974177,0.773732462155269,0.784368536311061,0,0,0.777729398875974,0.773843394232174,0.762967583166988,0.771252075655743,0.769022169988088,0.773732462155269,0.776459469552196,0.784368536311062,0,0.762929147935362,0.776025290439245,0,0,0,0,0,0.776271912873491,0.769979970113581,0.762967583166988,0,0,0.767282912112584,0.777909774169442
"Transport of vitamins, nucleosides, and related molecules",0,-0.0593961049290367,0,0,0.00192757180198418,0,0,0,0,-0.0739027358961699,0,0,0,0,0,-0.0665869935006335,0,0,0,0,-0.0668708347123515,0,0,-0.0636475141019716,0,-0.0730431255216127,0,0,0,0,0,0,0,0,-0.0711612640184928,0,0,-0.0683726221462184,0,-0.073886128466297,-0.0740493927305301,0,0,0,0,0,0,0,0,0,-0.0651854606074715,0.00624398250743743,-0.0744324482939902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0730431255216127,0.0056949030033259,0,0.00477529935995122,0,0,-0.0679087063694659,-0.0632006570394217,0,-0.0730228214545016,0,0,0,0,0,0,0,0,0,-0.0739357599993138,0,0,-0.0668708347123515,0,0,0,-0.0621053192030352,-0.0654570710202646,-0.073886128466297,-0.067692131845895,-0.0709335499631477,0,0,0,0,-0.0739192795737348,-0.0648932273567685,0,0,0,0,0,-0.0624108948116132,-0.0678378133339781,-0.073886128466297,0,0,-0.0701640763945322,-0.0609982087552977
"RNA Polymerase III Chain Elongation",0.777265579978311,0.775442130417992,0.764816386370463,0,0.753882059979508,0,0.767079380660677,0,0,0.75940567299933,0.687721376578655,0,0,0,0,0,0,0,0,0.773220685768024,0,0,0.680579106048382,0.768955591608523,0.764642496627843,0.755895838331847,0,0.780994808685412,0,0,0,0,0,0,0.850662263959813,0.765379517544023,0,0.764255328883354,0.775877218811053,0.759424031799702,0.847469561724874,0,0,0,0.765659546449602,0,0,0.857268257946994,0.768847376360901,0.7665244147929,0.76904224639054,0.763113763620963,0.757556451369794,0,0,0,0.759647023491384,0,0.769720548220544,0,0.760423594450282,0,0,0,0.773220685768024,0,0,0.755895838331847,0.75804668280125,0.77111774736981,0,0,0,0.766031815174517,0,0,0.7559182836059,0,0.856176071553675,0,0.768198164562878,0.781200976598852,0,0,0,0,0.759369166271817,0,0,0.767179137710884,0.777320394205127,0,0,0,0.768059909501812,0.759424031799702,0.765589145763523,0.762687980510349,0,0.771236361480084,0,0,0.759387384674396,0,0,0,0.764323395796982,0,0.767179137710884,0.772109409699606,0.766110184380121,0.759424031799702,0,0,0.763538600488609,0.773671073454572
"ESR-mediated signaling",0.873885769528861,0.873624202056539,0.885320121871212,0.873456515373905,0.884391416273604,0.874585110019365,0.872424594804833,0.872957299570669,0.87448581263014,0.872157691022053,0.887113778133703,0,0.874320298232085,0.873333533503775,0.872938481499164,0.885704060123796,0,0.84789602599316,0.873753316727136,0.873347146781432,0.87269313918128,0,0.872932518193572,0.873514471701613,0.885271164561446,0.884680285746553,0.872687328838693,0.874420714365205,0,0.872899003480757,0.873714017718034,0,0.873646551921419,0,0.884978699964563,0.873347146781432,0.859997990250736,0.872883734611977,0.873686613967286,0.872160324527861,0.884520717977213,0.858864829439192,0,0.848354571603359,0.872531305012271,0,0.874276799046136,0.885926306735269,0.87370596707322,0.885565132584331,0.873016541507115,0.87253871526454,0.884459975342202,0,0,0.874107681225212,0.872133056050798,0.874696062358767,0.872950039297122,0,0.884689991208977,0.873710567311145,0.872957299570669,0.87393040215016,0.874348419948579,0.861059823307179,0,0.884680285746553,0.884988816875387,0.87283081153523,0.884842991690238,0,0.872695855665605,0.873108187979975,0.874024343468605,0.873826102867722,0.884683505442741,0.872849449477439,0.885769636410835,0.860473700429163,0.873627956819299,0.874450288432492,0,0.860506781350553,0.874482633329114,0.874125910636829,0.872152454259465,0.873366298183245,0.873540340950429,0.8731218789823,0.887113778133703,0.860587963193801,0.858307322923594,0.874028454025172,0.873496953489215,0.872160324527861,0.873351544642354,0.885014809482529,0.873003337009846,0.886241044883471,0.874544515486087,0,0.8721550676257,0.873795377991953,0,0.874276799046135,0.873328443352874,0,0.87348178097561,0.872770612177844,0.885505712678025,0.873146126770774,0.873845543133088,0,0.872959558623072,0.873504971706172
"Regulation of IGF Activity by IGFBP",0,0.854582238179468,0.866389640186609,0.854837580140225,0.865362760318615,0.879213684134865,0,0.864998393636761,0,0.865998408472055,0.845561525454672,0,0,0.867737018859832,0,0.867010156613135,0,0,0,0,0.866553635881191,0,0.868307827820639,0.85400842998478,0.866653557477178,0.865478457328527,0.86717344317655,0,0,0.866620730963605,0.856818828690482,0,0,0,0.852638879958511,0.854441166517227,0,0.854466794831932,0,0.866000705236402,0.853474224152351,0.844266549810921,0,0,0.866495123114085,0,0,0,0.84264698143644,0.877405793920191,0.856245454287054,0.866181275481077,0.854131334398755,0,0,0.866178958595236,0.877075169720701,0,0.854884358251282,0,0.865943467385664,0.866892521752079,0.864998393636761,0.86717344317655,0.854735742829304,0.854813113671008,0,0.865478457328527,0.853081505431203,0,0.865756593631395,0,0.865807410083173,0.855868836482813,0.854070229154012,0,0.865481265328186,0.867114604105151,0,0,0.866595788965802,0,0,0.85461295445726,0,0,0.865993841324504,0.867052473296241,0.866776912949392,0.866553635881191,0.867925734619368,0.844737912623946,0,0.867212694278433,0.854566692041736,0.866000705236402,0.853808890193667,0.877485769450248,0.854759819654437,0.867346883545374,0.868108022027345,0,0.865996120524487,0.866827133833637,0,0,0.868724005157839,0,0.866553635881191,0.854165300581815,0.853414771868538,0.866000705236402,0.867105863274819,0,0.853093055739138,0.867144237981931
"Signaling by Retinoic Acid",0,0,0.790500146553396,0.792048330370854,0.787646605319586,0,0.789688602991628,0,0,0.758420938744969,0,0,0,0,0,0.79057232392999,0,0,0.792547632200938,0,0.790472002676141,0,0.793322483558456,0,0.789660976915313,0.788290459166811,0,0,0,0,0,0,0.817980863442766,0,0.759709230608928,0,0,0.789941208724594,0,0.758426808499322,0.8147907697386,0.762693462023161,0,0,0.790769725308252,0,0,0.760840143712637,0,-0.0219722963532521,0,0,0.788905187849703,0,0,0.790472002676141,0.761835228368677,0,0,0,0.815453698407458,0,0,0,0,0,0,0.788290459166811,0,0,0.788653110321117,0,0.78952245010258,0,0.761016993177288,0.792709863385018,0.788297635466047,0.758944021213014,0.760490945197116,0,0.759054181804017,0,0,0,0,0,0.758409266657555,0.790214606007005,0,0.790472002676141,0.793714408674761,0.762892227234355,0,0,0.792517981585218,0.758426808499322,0,0.787581883463623,0.760263376117756,0.790967019220005,0,0,0.758415091523325,0,0,0,0.760514857778125,0,0.760244462619034,0,0,0.758426808499322,0.794802953354992,0,0.757412799261301,0
"Chaperonin-mediated protein folding",0,0.808705483638784,0.806398734702968,0.785750850559009,0.825374260291428,0,0.783692380559745,0.786236468464074,0.808037914162759,0.82561343030797,0.788125314750373,0,0,0.805613161599402,0.80750711269282,0.808935693693471,0.789507866674789,0.788099778383247,0.78497213973251,0,0.806500752303066,0,0.769075055576785,0.784313517190266,0.807737733438934,0.825827131145037,0.804600083771221,0.787467603770211,0,0.808391449964622,0.808881431148666,0,0,0,0.805397249151814,0.78452156782354,0,0.809595327115972,0,0.82561755894784,0.782804311840098,0.808597469134012,0,0.810275798208953,0.784670737533775,0,0,0.785061088021676,0.784593263657195,0.786559655051077,0.808125596829656,0.807356594224114,0.808088842365917,0,0.808997315513133,0.784642100690154,0.807201345358686,0.811096479889973,0.809365376068634,0,0.807660217768886,0.767411404730958,0.786236468464074,0.785509349476506,0.80190211640064,0,0.786719629198833,0.825827131145037,0.826310826269532,0,0.826082210987334,0.789354475602417,0.78582659363982,0.827420960489222,0.807200336776685,0.78508624913037,0.825832178776226,0.80672217557093,0.808116532317532,0.809072164408002,0.807749932091995,0,0,0,0.809154497490703,0.810314915554111,0.825605220450697,0.806559526765486,0.784897836786435,0.827361574832085,0.829551092730086,0.801715687750655,0.786710489806951,0,0,0.82561755894784,0.783308017229963,0.806112481858011,0.809192808169661,0.785639492965628,0.829878770692169,0,0.825609317517049,0.808762477632254,0,0,0.76701412285209,0,0.807587702883765,0.807956000918988,0.807466216702766,0.82561755894784,0,0,0.806887903110943,0.809730786950246
"Aquaporin-mediated transport",0,0.763504520389402,0.797114035042554,0,0.826581122149937,0,0,0,0.798510810704789,0.757665220228188,0,0,0,0,0,0.798088629119394,0,0,0.761167719598546,0,0.797974375573061,0,0,0.797880408329368,0.828875243182276,0.827314392344873,0.799265705653055,0,0,0.799083241596033,0.800409758955844,0,0,0,0.828071891050357,0,0,0.798283446777542,0,0.757671905155113,0.793975021772586,0,0,0,0.797421052026262,0,0,0.79754298737345,0,0.79773597356564,0.761174152599458,0.796494064868588,0.826755153421162,0,0,0.797974375573061,0.795745976934651,0,0.799933405031402,0,0.796428082917817,0.760781359458092,0,0,0,0,0,0.827314392344873,0.828097571954249,0,0.827727407322973,0,0.796892952197682,0.797556604958475,0.798060280039298,0.761352480926738,0.827322565265423,0.830217158395071,0.798255088857383,0,0,0,0,0,0.8008792597128,0.802197639390716,0.757651927158885,0.797450759290818,0.760048345997745,0.797974375573061,0.802050093657525,0.799577225723754,0,0.762413990452936,0.761064822271086,0.757671905155113,0.761409043438341,0.79633902592691,0.798887955682784,0.799451718529242,0.802580656578981,0,0.757658560963243,0.798221141317642,0,0.800906040354736,0,0,0,0.762290988240742,0.760106510930033,0.757671905155113,0,0,0.796648759258064,0.800338261838277
"Activation of the pre-replicative complex",0,0.826494204501023,0.760306503118892,0,0,0,0.826330929884701,0,0,0.819975819759768,0,0,0,0.83074834693759,0.757250302185173,0.762104465355847,0,0,0.769833467937435,0,0,0,0,0.828570078306329,0.820275151374915,0,0.759332522191876,0.768843830599362,0,0,0.821089695618244,0,0,0,0.881216196079609,0.758003401200894,0,0.824020996582275,0,0.81998815232617,0.820845712774427,0,0,0,0.760872897842531,0,0,0.762004380960905,0.756940678093087,0.823506690672952,0.883484052008515,0.818212595732206,0.75869544797943,0,0,0,0.821882867671393,0.771312889312852,0.826904860928616,0,0.81728886339404,0,0,0,0,0,0,0,0,0,0,0,0,0.886955064583003,0,0.77017432152852,0,0.762665300268106,0.760080990646452,0.8867958565374,0.885086773833422,0,0,0,0,0,0.819951296281543,0.75863851923955,0,0.761893686769534,0,0,0.765787267289346,0,0,0.81998815232617,0,0.81792657494774,0.761893686769534,0.764018996502475,0,0,0.819963534535405,0,0,0,0,0,0.759104004990473,0.824255441688413,0.820225448273232,0.81998815232617,0,0,0.818497980875781,0.825304492909876
"Class B/2 (Secretin family receptors)",0,0.897224936366427,0.878508295389255,0,0.910718906213246,0.881076365828233,0,0.896207438157007,0.896684515040504,0.894252645138957,0.879927455313531,0,0,0,0,0.896664933908659,0,0,0.878013986599506,0,0.896265866004594,0,0,0.895978570570463,0.896403353496779,0.911085521338666,0,0,0,0.896970714894852,0,0,0,0,0.894505545978049,0,0,0.896570839269582,0,0.894255987420342,0.87638802339652,0,0,0,0.878661795518902,0,0,0,0,0,0.89605981594358,0.896017312399079,0.896622039555566,0,0,0.878251393138187,0.894600287089292,0,0.897053829213855,0,0.896457196181555,0.897313884691442,0.896207438157007,0,0,0,0,0.911085521338666,0.911477089811926,0.879882997638848,0.911292017578445,0,0.895875629852491,0.896398936318918,0.895924471647497,0.878106362231266,0.911089607576336,0.895578121219854,0,0,0,0,0,0.862183494751378,0.880811021445207,0.898527828965478,0.8947915460632,0.895487707657669,0.896947397926324,0.896265866004594,0.898454060117579,0,0,0.897224936366428,0.87811724683007,0.894255987420342,0.878187362227854,0.896055446976092,0.896873077257221,0.87926227411487,0.898719327127388,0,0.894249315687863,0.896663863786445,0,0,0.861265599544513,0,0,0.896618203345019,0.896562820881258,0.894255987420342,0,0,0.895057858687331,0.89771649779399
"Protein folding",0,0.818969140974708,0.816750305497787,0.796889341371772,0.835002647014097,0,0.794909322570579,0.797356451692821,0.81832701351397,0.835232701923619,0.799173311380244,0,0,0.815994671694365,0.817816441637502,0.81919057739917,0.800503172298764,0.799148748240123,0.796140308314351,0,0.816848435063104,0,0.780849084481253,0.795506786807115,0.81803827310136,0.835438258320056,0.815020203692603,0.798540666694172,0,0.81866707556726,0.819138382876565,0,0,0,0.815786987975007,0.795706908337004,0,0.81982507126059,0,0.835236673215195,0.795486294062468,0.818865243055221,0,0.820479608639445,0.795850392978966,0,0,0.796225866658628,0.795775871741209,0.797667321182676,0.818411354470631,0.817671659640159,0.818376000771399,0,0.819249850724282,0.795822847525888,0.817522327528192,0.821269012982862,0.819603883972339,0,0.819390825210625,0.779248837718108,0.797356451692821,0.796657044236504,0.816884789504334,0,0.797821198489792,0.835438258320056,0.835903519140417,0,0.835683616709411,0.800355627176736,0.79696219777683,0.83697134457757,0.817521357384676,0.796250068841944,0.835443113578894,0.817061419577597,0.818402635419863,0.819321847022086,0.818050006846532,0,0,0,0.819401042274758,0.820517235167349,0.835224804955599,0.816904969547777,0.79606883715846,0.836914222191675,0.839020294471153,0.816705465913422,0.797812407413038,0,0,0.835236673215195,0.794539607869988,0.816474962152918,0.819437892879648,0.796782227773503,0.839335484163446,0,0.835228745876967,0.819023962846616,0,0,0.778866696812575,0,0.817893960422483,0.818248222099575,0.817777104251371,0.835236673215195,0,0,0.817220831007066,0.819955368529321
