"","GRM1","IL22RA2","PCMT1","PNISR","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HBS1L","HIVEP2","RAET1G","USP45","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","PPP1R14C","ARID1B","MYCT1","VIP","FBXO5","ADAT2","CCNC","MTRF1L","PEX3","SNX9","MTHFD1L","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","ZBTB2","PEX7","HECA","SCAF8","MCHR2","SIM1","KATNA1","IL20RA","CITED2","ASCC3","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","TAGAP","SF3B5","STX11","UTRN","SOD2","WTAP","GRIK2","ACAT2","TCP1","MYB","MRPL18","HACE1","IGF2R","SYNE1","LIN28B","PREP","LPA","PLG","MAP3K4","PRDM1","EPM2A","AGPAT4","ATG5","PACRG","FBXO30","QKI","PDE10A","MPC1","QRSL1","RNASET2","BEND3","PDSS2","FGFR1OP","CCR6","SEC63","MYO6","KIF25","FRMD1","AHI1","OSTM1","THBS2","NR2E1","SNX3","PHF10","TCTE3","FOXO3","DLL1","HTR1B","PSMB1","TBP","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","IBTK","FIG4","WASF1","TPBG","UBE3D","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","GABRR2","UBE2J1","RRAGD","GJA1","HSF2","FABP7","MDN1","CLVS2","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"Phase I - Functionalization of compounds",0.879713889821519,0.880695018200887,0,0,0.880454052022924,0,0.881194017427571,0,0,0,0,0,0,0.882348755864532,0,0.884734024404105,0,0,0,0.8626862461262,0,0,0,0,0.881411464674542,0,0.879895463803296,0,0,0.899731935234936,0,0,0.879750139876042,0,0,0,0.879331324321884,0.880204242546504,0,0.879928001774125,0.880301466348651,0,0,0.881661226077679,0,0,0.902170761041463,0,0,0.879236465318077,0.901464844391102,0,0.880709632593622,0.900456327873626,0.882399204243587,0.879915781765769,0,0,0,0,0.881693352581194,0.900718234657094,0.880746019714882,0.87958496514022,0.885233984529448,0.862545710710153,0.881119528456276,0,0.882078493207457,0.90112492961621,0.881602256868203,0,0.918604373698564,0.899828016440057,0.899927128649482,0,0.879419478199181,0.879645160291146,0.880859772569714,0,0,0.883151615877696,0.899653893942651,0.86314807305742,0.884433432604618,0,0,0,0,0.879423265561871,0.899936388983629,0.880806932221359,0,0,0.902330343712761,0,0.881894265113205,0.880047759527224,0.879242171620759,0,0.881161717676783,0,0,0.879650632248471,0,0.880301640407273,0.902746661118026,0,0.881554770293145,0,0.899866542850309,0.861917465318323,0.87935130964971,0.881046241963654,0.899034428932702,0.88350409672418,0,0.884130376624053,0,0.861164740775965,0,0.900626808395187,0,0.880081064305821,0.862684318828444,0,0.900047357827445,0,0.879423265561871,0.898568452772893,0.918987637707329,0,0,0.89990587650349,0,0,0.881342620333076,0,0.900254776640125,0,0.880220832735999,0.898131004900888,0.884716393348362,0,0,0.899973095823957,0,0.89846035262504,0.863668566813426,0,0,0,0,0,0.87935130964971,0.88009561388854,0,0.879885896156445,0,0.880786430459006,0,0.881998942122983,0.879355940039049,0,0.881117305720286,0,0.882551545362474,0,0,0,0,0.879411946976283,0.881157630306311,0.881161717676783,0.883151615877696,0.882796655999415,0,0,0.879423265561871,0.880637339086601,0.898928936736048,0.899855448320343,0.899409175678485,0.88325382694878,0,0.879415705375351,0,0,0.865273269938647,0,0.8810595066057,0,0,0.879423265561871,0.918943254341654,0,0,0.861559234634378,0,0,0.882806439153498,0.899862714805795,0.881102136990612,0.863738254035825,0.880942540987787,0.900304997840333,0,0.879895463803296,0.879895463803296,0.879895463803296,0.879895463803296,0.879895463803296,0,0,0,0.879494062990446,0.881693352581194,0.882902909090542,0.881207381497472
"Aspirin ADME",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692896060143845,0,0,0,0,0.69150917141154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69274972720341,0,0,0,0,0,0,0,0.690770332869114,0.659609237895826,0,0,0,-0.0242792177619691,0,0.660076400075013,0.660671460829935,0,0,-0.0242792177619691,0,0.691551493380164,0,0,0,0,0,0,0,0.66010098066838,0,0,0,0,0,0,0,0.69248500967529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.659559575432918,0.697297730273005,0,0.691660445339326,0,0.659249921448101,0,0,0,0.689507926641869,0,0,0.694458987525588,0,0,0,0,0,0,0,0,0.691242614075189,0,0,-0.0242792177619691,0,0,0,0.691807053853499,0,0,0,0,0.692112605670347,0,0,0.657192909788403,0,0,0.660146098649662,0.690743815524623,0,0.689957229358569,0.661887928577169,0.659740757781061,0,0,0,0,0,0.655728364173447,0,0,0,0,0,0,0,0.658609573824781,0,0,0,0,0,0,0,0,0,0.660146098649662,0.660961908476808,0.661102646330618,0,0,0,0,0,0,0.693777302826068,0,0,0,0,0,0,0,0,0,0,0,0.690245072169549,0,0,0.659559575432918,0,0,0.658722610815695,0.691733137456227,0.689662846130454,0,0.689389530617444,0.693116269337102,0,0,0,0,0,0,0,0,0,0,0,0,0.692659471800049
"Bile acid and bile salt metabolism",0.772873938856989,0.776629515917362,0.876700784458477,0,0.776005892069897,0,0,0.731017707197736,0,0,0,0,0,0.780326812692094,0,0,0,0.73885390206973,0,0,0,0,0,0,0.779802119255765,0,0,0,0,0.825552542156398,0,0,0,0,0,0,0.772929621199804,0,0,0,0,0,0,0.778988681943307,0,0,0.738665767509373,0,0,0.771638357547496,0.78496489437904,0,0.776667338170687,0.826752620240454,0,0.773396438039695,0,0,0,0,0.779031986096793,0.824436003160783,0.775545105493833,0,0,0,0.773764494911758,0,0.730500783381222,0.779598359297602,0.778796229114202,0,0.783006745469016,0.825801201662536,0.827397238684765,0,0,0,0.776874669338385,0,0,0,0.825350570197652,0,0.832101230634812,0,0,0,0,0,0.826352576894044,0,0,0,0,0,0.780346422922983,0.774783765557287,0.772431061330912,0,0.777695947197537,0,0,0.733624985252964,0,0.775470055163794,0.833625600584307,0.736564855204268,0.777934847810674,0,0.776341636701989,0,0.772713512080201,0.727254423708303,0.774188114215082,0,0,0,0,0,0,0.777742841391986,0,0.774597351604642,0,0,0,0,0,0.772892770623579,0.829817913966661,0,0,0.826002704598471,0,0,0.778124286120596,0,0.827437995218251,0,0,0.773233063447345,0,0,0,0.775838499291888,0,0.823207234323124,0,0,0,0,0,0,0.772713512080201,0,0,0.773319093663698,0,0,0,0.780617328492099,0.772725495592741,0,0.777541168743268,0,0.775141955503845,0,0,0,0,0,0,0.777695947197537,0.782332419537564,0.780093358449907,0,0,0,0,0.772252772769386,0,0.780769696922372,0.783110355329621,0,0,0,0,0,0,0.777129573996728,0,0,0,0.829948652812203,0,0,0,0,0,0.778731073592704,0.82589100151961,0,0,0,0.827306541783933,0.781067430722448,0,0,0,0,0,0,0,0,0,0.779031986096793,0.778371403221693,0.779080421310194
"Phase II - Conjugation of compounds",0,0,0,0,0,0,0,0.721249956866627,0,0.684866495886388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744266088432399,0,0,0,0,0.743388132629428,0,0,0,0.722987601048575,0,0,0,0,0,0,0.721885861398454,0,0,0,0,0,0,0,0.746436771248064,0,0,0,0,0.744173453853122,0,0,0,0,0.704065093730364,0,0,0.742920418406455,0.743180202166534,0.700884506643296,0,0.703906714592762,-0.0153697118082867,0,0.721891053074323,0.742934326947263,0,0,-0.0153697118082867,0.742980006148167,0.745356448030879,0,0.681129129441448,0,0,0,0,0,0,0,0,0.745177132450934,0,0.703591073604579,0,0.681133235358797,0.744005877114955,0.725028616587533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.747052520928848,0,0.743483895050482,0,0.701915755768415,0,0,0.71967353076776,0.702734961227309,0,0,0.745530675631426,0,0,0,0.703535111121079,0,0.723915821459008,0,0,0.703833087459751,0,0.681133235358797,-0.0153697118082867,0.703497944708882,0,0,0.74357670407891,0,0.723759617349027,0,0,0.743770130548144,0,0,0.719208055122527,0,0,0,0.742994255238232,0,0.742405691500922,0,0,0,0,0,0,0,0.720890209420584,0,0,0.704846882106712,0,0,0,0,0,0,0,0,0,0,0,0,0.681120964768223,0,0.743842820353164,0.724203251400238,0.723134539852535,0,0,0.681133235358797,0,0.7200731009164,0,0.744823950147373,0,0,0.681125039285822,0.7067159319131,0.704751147981212,0.743603750591682,0,0,0,0.743603750591682,0.681133235358797,0.742913782006761,0,0,0,0,0,0.722785686796564,0.743529912055579,0.763274314768396,0,0.763101295163362,0.74440548962197,0,0,0,0,0,0,0,0,0,0.68292908761006,0,0,0.744116318588205
"Negative regulation of TCF-dependent signaling by WNT ligand antagonists",0.764020499274868,0,0,0,0.766776091750912,0,0,0.766918154894409,0,0,0,0,0.772402697227469,0,0,0.777285954868563,0,0,0,0.77051267580097,0,0,0,0,0,0.838659825901074,0.765731469023059,0.764847964009439,0,0.767065789571989,0,0,0.827126462444164,0,0,0,0.763624770592152,0.827904415820171,0,0.826924172876516,0.768071317178236,0,0.775449277760439,0,0,0,0,0,0,0.762326353995017,0,0,0,0,0,0.764736914712127,0,0.763890331829553,0.767954174397422,0,0.768462946018487,0.765534867038072,0.767683021777224,0.763563008847157,0.779060068011804,0.770013984573286,0.764181464735837,0.771125287824023,0.768651012841634,0,0,0,0,0.767037921625305,0.768220136291294,0,0.763104896938925,0.826753941413196,0,0.837593173111804,0,0.776219302079292,0.765454009842219,0,0.776219302079292,0.770479916264939,0,0,0,0.76311833643057,0.769087791270128,0.765685611690621,0,0,0,0,0,0,0.7634132556523,0,0.76879543291772,0,0,0,0,0,0,0.77140389134526,0,0,0.766938494231566,0.770159314708838,0.763800532960577,0.765266477453871,0.763985730274862,0.772921545085487,0,0,0,0,0,0,0,0,0,0,0.767580117855474,0,0.76311833643057,0.762986215522528,0,0,0,0.767683021777224,0,0,0,0,0,0.76771768588829,0.827963286261514,0.76267622944497,0,0,0,0.766546574128262,0,0.825993957908862,0.769962991400148,0,0,0,0,0,0.763800532960577,0.765375050668202,0,0.764630865350169,0,0.765513910894496,0.77176550851327,0,0.763816963940108,0,0,0,0.76954140774102,0,0,0,0,0.7630781723246,0,0.76986208570699,0,0,0,0.772651905975913,0.76311833643057,0.768130801722608,0.76550769796498,0.76879543291772,0,0,0,0.763091509038563,0,0,0,0,0,0.771337967431425,0.765571280780469,0.76311833643057,0,0,0.773547830373975,0.767580117855474,0,0,0,0.767529862092513,0,0.772651905975913,0,0,0.769272745817075,0.765731469023059,0.765731469023059,0.765731469023059,0.765731469023059,0.765731469023059,0,0,0,0.760927932942157,0,0.770788225189903,0.767007659559937
"Class B/2 (Secretin family receptors)",0.864342024196385,0.844530486373912,0.798462174908781,0,0.844241073586538,0,0.843039076224678,0.843547096467154,0,0,0,0,0.845403430277297,0,0,0,0,0,0,0.844214640095157,0,0,0,0,0,0.847798310099723,0.806795801185054,0.844053850266994,0,0.844339126592119,0.796004928640573,0,0.864667651916917,0,0,0,0.864208083296897,0.864930963067948,0,0.864599183676349,0.843027295774516,0,0.84681563021082,0,0.846733938222821,0,0,0,0,0.863768612784584,0.823425357958148,0.799048989084471,0.8445480390121,0.820235729455377,0,0.864584506817091,0.845807428686354,0.842522279812436,0.8438977543552,0.819949055151817,0.843760397578049,0.84345993438172,0.843926385352216,0.842792526454801,0,0.844321194184562,0.843001853050627,0.845352104500514,0.844514645324075,0.843760397578049,0,0.844667921276308,0,0.865002294328747,0.844368808049091,0.795929853796339,0.841430026874861,0.864541566029931,0.842759225062217,0.847437283870703,0,0.847076257641682,0.843432566930191,0.819808935551695,0,0.844752633347765,0,0,0,0.841434575692468,0,0.842574166960531,0,0,0,0,0.820960247267952,0.843312880078754,0.864136492576951,0,0.844563526680772,0.820113840027462,0,0.843741508383867,0,0.82032155025385,0,0.845185775026472,0,0.820846698572677,0.843935015155627,0.845025154967717,0.864267572969371,0.864402719832186,0.817567317795704,0,0,0,0.818407497560703,0,0,0,0,0.843388367097437,0,0,0.84415218325355,0,0.841434575692468,0.842597301240927,0,0,0,0.8445480390121,0,0,0,0,0,0.843817710918838,0.864950888739781,0.842853407569344,0,0,0.819580593250671,0.843802363332657,0,0.843250710746514,0.84552448821956,0.844018623542957,0,0,0,0,0.864267572969371,0.864800494456313,0.821801193620652,0.864548612661446,0,0.84427925097382,0.845308170321201,0.821085969746641,0.864273134305392,0.843162128342735,0,0,0,0,0,0.797712315069222,0.820526717065144,0.842163466621607,0.843039076224678,0.844563526680772,0.823527507429388,0,0,0.845403430277297,0.841434575692468,0.844338571290907,0.843811764789848,0.844563526680772,0.82095639398542,0.823888533658409,0,0.841425495519175,0,0,0.796463067206064,0,0,0.844577671601544,0.844038041327076,0.841434575692468,0,0,0.846172053981966,0.84415218325355,0,0.845855777681496,0.81921686894074,0.84449619959072,0,0.867263466153659,0,0,0.844725081103964,0.864921130126985,0.864921130126985,0.864921130126985,0.864921130126985,0.864921130126985,0,0,0.821838462295971,0.842727051098512,0,0,0.843577390797418
"Regulation of beta-cell development",0.802542165576071,0.770934026705888,0.808510529457012,0.737490966837684,0.804938413325141,0,0.806782641854921,0.805305570775935,0,0,0,0,0.80814415579086,0.773716686224656,0,0.778883700085452,0,0,0,0.771713751602959,0,0,0,0.739513010446669,0.805605617132549,0.808285349867196,0.803427696727673,0.804234120786629,0,0.804053074060628,0,0.736123124930337,0.804010154974808,0,0,0,0.802337351857712,0.804412793273747,0,0.804457515636712,0.805210236916937,0.774190128017597,0.809427315833905,0.736709948967586,0,0,0,0,0.810929966053314,0.801341700484271,0.775949997523865,0.80940784755603,0.770960867059416,0.804785257410161,0.765794888448712,0.802912954240133,0.739236337231698,0.803738487752811,0.805841774028246,0.770410244314012,0.772886643898561,0.804848061712158,0.804696170983792,0.80135627077575,0.779801911793443,0.736024707123708,0.80262547501516,0.808574646418609,0.805510264763093,0.805049898259841,0.80619621744804,0,0.733998936202518,0.768811238792523,0.805685794408976,0.730886818951269,0.802068285548786,0.803817352631051,0.770249729984101,0.807733292021731,0,0,0.804254155338491,0.737130987668251,0.778331642239987,0.807148999423059,0,0,0,0.802075241305032,0.775384955122389,0.806071732823746,0,0,0,0,0.736120181546114,0.804623195829472,0.802227879981621,0,0.804600896015223,0.805618161289169,0,0.804014934610908,0,0.805354545850596,0.780546216282318,0.7343424902303,0.769499427805938,0.806738800946292,0.805022466509523,0.805719376807574,0.802428319598482,0.802634977397583,0.804294173491305,0.773672122230797,0.738908205081087,0,0.806186743100826,0.7718102161128,0,0.806970805156405,0,0.836901880033641,0.73595018255256,0,0.805354545850596,0.736964946527763,0.802075241305032,0.803528979177836,0.807976439057675,0,0,0.804372529355548,0,0,0.807241495304859,0,0.838698681696593,0.806365795831149,0.804443262316098,0.803368542484826,0,0,0.77038502093867,0.80537168180866,0,0.803025480307733,0.77225299539709,0,0,0.735958443056215,0,0,0.802428319598482,0.803243228500481,0.77276846884684,0.802858067230166,0,0.80577726576722,0.773489935353954,0.736312428189524,0.802436823632082,0.805707113391234,0.805305570775935,0,0.770618481840549,0.738982004327652,0,0.807363892525531,0.809979373679371,0.802054453931644,0.771783646165374,0.805983545485316,0.77442832014436,0.807958471611546,0,0,0.802075241305032,0.806191616168987,0.80116366382354,0.805983545485316,0.773033281344597,0.738285744857754,0.735915264009638,0.802061356494174,0,0.775378912518302,0.771547736644841,0,0.771496086157334,0.806881459291917,0.804608481311647,0.802075241305032,0.734621314184929,0,0.80844320089229,0.76975602130395,0.735388831798061,0.809907510071981,0.772026850994186,0.804293259881541,0.771979408539464,0.807267871477792,0.77168629932752,0.805841774028246,0.806782641854921,0.803427696727673,0.803427696727673,0.803427696727673,0.803427696727673,0.803427696727673,0,0,0,0.802205265730018,0.771780657926731,0.807566994819472,0.805610321628989
"Glucuronidation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873431592730506,0,0,0,0,0.871432482551031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873220663285337,0,0,0,0,0,0,0,0.870367494699628,0,0,0,0,0,0,0.822318798385495,0,0,0,0,0,0.871493486924577,0,0,0,0,0,0,0,0,0,0,0.874764026837187,0,0,0,0,0.872839090133271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.879776314810168,0,0.871650534109084,0,0,0,0,0,0,0,0,0.875684451208511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.871861860775928,0,0,0,0,0.872302293907433,0,0,0,0,0,0,0.871071289788118,0,0.869195458712144,0,0,0,0,0,0,0,0.820039871895706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.822419264361482,0.827583686657393,0,0,0,0,0,0,0,0.874701846915707,0,0,0,0,0,0,0,0,0,0,0,0.869835237428913,0,0,0,0,0,0.824355884278637,0.871755315082121,0.9159714102479,0,0.915577443658123,0.873749010003859,0,0,0,0,0,0,0,0,0,0,0,0,0.8730905659737
"The canonical retinoid cycle in rods (twilight vision)",0.741644990221726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744178830765265,0,0,0.74244548088267,0,0,0,0.741315723293888,0.743092778714004,0,0.742277165399404,0.745015482239433,0,0,0,0,0,0,0,0,0.740235372885477,0,0,0,0.746317632637366,0,0.742241085274687,0,0,0,0,0,0.742905023276657,0.744692400190118,0,0,0,0.685002274057381,0,0.745497819301427,0.747788357963872,0.690742745937839,0,0,0,0.74425179669418,0,0,0.742135523932923,0,0,0,0.751795031141539,0.742837745867576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.741139731819227,0,0,0,0,0,0,0.744606778753874,0,0,0,0,0.744072914395035,0,0.741461966762225,0,0.741616060598183,0,0,0.694154316141737,0,0,0,0,0,0.685952441580862,0,0,0,0,0,0.684007764299418,0,0,0,0.744692400190118,0,0,0,0,0.745219192134649,0,0.743141761995247,0.740526487529331,0,0,0.744730473527706,0,0,0.740414843731914,0.747733505825201,0,0,0,0,0,0.741461966762225,0,0,0.742152846667944,0,0,0,0,0.741475638195173,0,0.689310905844989,0,0,0,0,0,0,0,0.746015133602108,0,0.751795031141539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744715566506218,0,0,0.743719267935646,0,0,0.747934330912526,0.744564963334878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Muscle contraction",0.872800339035735,0.853576916583258,0,0,0.866808982775783,0,0.868349938127105,0.853832151573834,0,0,0.854377744401362,0,0.854291676056584,0,0,0.876585772441388,0,0.853676078974725,0.853148054199727,0.868334459278617,0,0,0.855429494975916,0.856747591662798,0.855215247281963,0.855020084721004,0.867164376071976,0.853748378961389,0,0.8584810001756,0,0,0.867459187696488,0.855555714341265,0,0,0.872704837021553,0.867620710642084,0,0.867141283720855,0.868100490925443,0.853463781402088,0.855878486772706,0.855142719933639,0.854748508108309,0,0,0,0.870013684528355,0.872640654910664,0.856960679552396,0.855213263265313,0.853587683897182,0.855315545292048,0.854645447388254,0.872949085137063,0.855716790210735,0.852486046906255,0.854999407109465,0.854298570362084,0.858597423962567,0.873069234783099,0.867616996634808,0.867164451229814,0.876954123539995,0.868725302482798,0.867292858432536,0.854693892994234,0.88173412201207,0.855374502607622,0.868725302482798,0.869149161847539,0.854197898564526,0.874236555286695,0.873818828716565,0,0.852995746407017,0.867381842837433,0.852472950905191,0.854798620420231,0.856389967130354,0.855608866751738,0.873273911069513,0.867192336990784,0.876364308140616,0.855060088926635,0,0.854078605896407,0,0.852998536787964,0,0.885337241889949,0,0,0,0,0,0.866860543667464,0.872660921129963,0,0.88176410730015,0,0.854691337077645,0.8672522009536,0,0.867595631158332,0,0.855126313123848,0.854569582255991,0.854142544778091,0.871507480254019,0.854986718375369,0.872741329768225,0.87386875833465,0.867933552233708,0.87567960975132,0,0.856318684381366,0.854896161061873,0.855747224874728,0,0.855152292832799,0,0.884802450752459,0.854961971398072,0.856110566248929,0.867998505428709,0,0.852998536787964,0.867044694237085,0,0,0,0.854162395775365,0,0.856041547408804,0.868534012421642,0,0.868151323510892,0.854697009089192,0.867632933645913,0.866980333227949,0,0,0.887569339920917,0.867783915412945,0,0.871464298177543,0.874805427684224,0.854218977443883,0,0,0,0,0.872741329768225,0.86709037453883,0.856099063558236,0.872927066587044,0.855329480217343,0.854689236929295,0.855872652486074,0,0.872744741258289,0.882458557538066,0.868368009412708,0,0.874977807101913,0,0,0,0.856435892217554,0.852990197696055,0.854932022487576,0.873600634331957,0.85598952318097,0.855648571434146,0,0,0.852998536787964,0.854159610841362,0.872016985428616,0.867847961535364,0.860687935826554,0,0,0.852992966737735,0,0.856709289070459,0.853899669726389,0,0.847474558341371,0.853785130955335,0.85454365826266,0.852998536787964,0.854447572590216,0,0.855720245865735,0.887317009543885,0.868307671593077,0.868913741068021,0.872937587767778,0.854130595921821,0.868716920693724,0.868601235138227,0.868599336590524,0.85931228608633,0.853208663723192,0.867164376071976,0.867164376071976,0.867164376071976,0.867164376071976,0.867164376071976,0,0,0,0.866721412415055,0.848016140782781,0.875236678177192,0.868152623068359
"Visual phototransduction",0.800124788707496,0.77932647093045,0.803387657221235,0,0.802470197616886,0,0.802695250797964,0.779514490817828,0,0.781247748442633,0,0,0.780626153077143,0.781591017868349,0,0,0,0,0.757007744336179,0.803275509666969,0,0,0,0.757524420097487,0.780181049136978,0,0.800839273289015,0.778049977163423,0,0.802568985029675,0,0,0.800370332283747,0,0.779711445221697,0,0.799989844604063,0.800635615608972,0,0.800301351222903,0.802911871525469,0,0.781378961421239,0.780814824941359,0,0,0,0,0.782854353225875,0.799547082501553,0,0,0.779344155036143,0.801632549883216,0,0.800256657699974,0.78157776108679,0.777723423083374,0.779109199792936,0.78004768523213,0.779246669944688,0.803386828941925,0.80163141997618,0.801374531291345,0,0.780158576114008,0.800461616329816,0.779357955191348,0.80196150645215,0.779527971851986,0.802814245050462,0.78207004129864,0.779751301535343,0.800808615603722,0.802598888797792,0,0.776622989280506,0.800243302026075,0.775880856665762,0,0,0.802912497940793,0.800871323399289,0.804666941342973,0,0.781190211838625,0.778998198978547,0,0,0.776627572168302,0.779874649120233,0.802226859409913,0,0,0,0,0.777347660899528,0.801535052032537,0.799917717676782,0,0.802532486348296,0.802190597583786,0,0.801966890720799,0,0.802380641504194,0.783028592510912,0.779246669944688,0.779307991011446,0,0.804123173356213,0.803260151689215,0.800049779848235,0.778375583097629,0.801518679963289,0,0,0.782067341211805,0.77981922604013,0,0,0,0,0.801348524937181,0.780572313408393,0,0.802380641504194,0,0.776627572168302,0.800054034467511,0,0,0,0.802779462182793,0,0,0.780424157718584,0,0.801182373882283,0.779028556839238,0.800655690522095,0.822263304209972,0,0,0.801079549959488,0.821867581943382,0,0.801026382926013,0.802795344881584,0.77943708408171,0.780038012230083,0,0.781193491937497,0,0.800049779848235,0.800717734069232,0,0.800220494700692,0,0.778277066099006,0.780667668800663,0.777474325027012,0.800055382838107,0.780952739062984,0.802227431249095,0.756972660946014,0.756835172541213,0,0,0,0.759213495792465,0.776613876144974,0.7788012478738,0.779322046308039,0.805690347196505,0.80446000113707,0,0.779878534383073,0.776627572168302,0.778725649840643,0.802037673340234,0.802795065852557,0.780541136244889,0,0,0.776618423985419,0,0,0,0,0,0.779794209551472,0.778296629320387,0.776627572168302,0.803791823462654,0,0.78073056487078,0.802380641504194,0.780639389651152,0.782211113898817,0.804108108936354,0.80272723448933,0.802584071128189,0.803086723379518,0.802390952424371,0.780336644088403,0.778726235452248,0.800839273289015,0.800839273289015,0.800839273289015,0.800839273289015,0.800839273289015,0,0,0,0.778489195656047,0,0.754703708680569,0.779946454726841
"Regulation of IGF Activity by IGFBP",0.920623915982941,0.903075299606901,0.904248575695439,0,0.902818944243402,0,0.902835441144234,0.903593550692421,0,0,0.864034744382235,0,0.864146323727163,0.864013947056232,0,0.885863472112428,0,0.902478914055393,0,0.903138271354624,0,0,0,0.86616577502702,0.882082365629728,0.866367362634235,0.901955113157668,0.862455547331522,0,0.902024084235153,0.861568152680326,0,0.901730587837725,0.86304319550227,0.903492559814895,0,0.920505274134779,0.901505119705791,0.925789459474075,0.901669940204087,0.883250566205523,0,0.904298505479406,0.883566550276378,0,0,0,0,0,0.920116001000191,0.905951107601566,0,0.903090847340585,0.882104709201435,0,0.920838701656155,0.883315363257615,0.90236600211229,0.862812629726209,0.881581001447059,0.882270643912758,0.900387901931576,0.902358832279646,0.901535853645123,0.886395361943402,0.881454971606733,0.880105316812207,0.862301563719264,0.90237170676957,0.881950854966966,0,0,0.862396482192724,0.901695940310702,0.882792704804843,0.861501653065164,0.901718297875127,0.901618903783667,0.899138709181864,0.866047573688444,0,0.904430515979324,0.921022249628825,0.86362901331608,0.885543683166636,0.863569862386433,0.883734105071948,0,0,0.901722327115858,0.880844248066597,0.902423634933162,0,0,0,0,0,0.901996771228021,0.920441860678859,0,0.903104565970533,0.902573121981968,0,0.902376440578364,0,0.90167068028902,0.883833996838121,0.880684137462897,0.882059486285788,0,0.902867633487554,0.882382194179349,0.920557968753941,0.881940171274036,0.901982377026985,0.884554995710761,0,0,0.902810045548341,0.885614452997724,0,0,0,0.90165140982293,0.881443292256158,0,0.902509349238241,0,0.901722327115858,0.87974697388213,0.86304319550227,0,0,0.90220913417662,0,0,0,0.879703518467547,0.902398948471988,0.884608575531741,0.901522769419517,0.901589780772499,0,0,0.902692339855387,0.90219948658914,0,0.901059989862304,0.903117095224473,0.902440534802643,0.903779675090314,0.881960070948333,0.904430515979324,0,0.920557968753941,0.901848256783123,0,0.920806907417202,0,0.883947870484028,0.903485253690493,0,0.920562894860801,0.903676453014678,0,0,0.884423323292377,0,0,0.903584366648262,0,0.901710285674411,0.903567456205173,0.903104565970533,0.9050994288248,0.885292158544494,0,0.885193748382536,0.901722327115858,0.902674447586182,0.900930403364793,0.902692339855387,0.862603673933572,0.905419217770592,0,0.901714284101773,0,0,0.884455193856485,0,0.881739362871523,0.863414885191203,0.881671442147506,0.901722327115858,0.862757005280141,0,0.903728440073576,0.902327981062657,0.882334071000848,0.882999581685686,0.883568952996532,0.902163215978492,0.882474294305318,0.904029901936016,0.882304505782866,0.902684595863223,0.90324766725938,0.901955113157668,0.901955113157668,0.901955113157668,0.901955113157668,0.901955113157668,0,0,0,0.901477857041331,0.882521394455816,0.904021806070359,0.903069737846147
