"","GRM1","IL22RA2","PCMT1","PNISR","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HBS1L","HIVEP2","RAET1G","USP45","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","PPP1R14C","ARID1B","MYCT1","VIP","FBXO5","ADAT2","CCNC","MTRF1L","PEX3","SNX9","MTHFD1L","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","CD109","ZBTB2","PEX7","HECA","SCAF8","MCHR2","SIM1","KATNA1","IL20RA","CITED2","ASCC3","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","TAGAP","SF3B5","STX11","COL12A1","UTRN","SOD2","WTAP","ACAT2","TCP1","MYB","MRPL18","HACE1","IGF2R","SYNE1","LIN28B","PREP","LPA","COX7A2","PLG","MAP3K4","PRDM1","EPM2A","AGPAT4","ATG5","PACRG","FBXO30","QKI","PDE10A","MPC1","RPS6KA2","QRSL1","RNASET2","BEND3","PDSS2","FGFR1OP","CCR6","SEC63","MYO6","KIF25","FRMD1","AHI1","OSTM1","THBS2","NR2E1","SNX3","PHF10","TCTE3","FOXO3","DLL1","HTR1B","PSMB1","TBP","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","IBTK","FIG4","WASF1","TPBG","UBE3D","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","KHDRBS2","PTP4A1","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","COL9A1","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","SMAP1","GABRR2","UBE2J1","RRAGD","B3GAT2","GJA1","HSF2","FABP7","MDN1","CLVS2","RIMS1","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","EEF1A1","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7","TAAR8","TAAR6","TAAR5","TAAR2","TAAR1","VNN1","VNN2","SLC18B1","RPS12","EYA4","TBPL1","SGK1"
"Activation of kainate receptors upon glutamate binding",0.887724644911945,0,0,0,0.826430579697491,0,0.829325984857451,0.759905919902127,0,0,0,0,0,0,0,0,0,0,0,0.831317476647432,0,0,0,0,0,0,0.889316367576982,0,0,0,0,0,0.825334812763549,0,0,0,0.887356496781827,0.826058546203162,0,0.825146621891052,0.828208290522477,0,0.772351929010357,0,0,0,0,0,0,0,0.886148574123636,0,0,0,0,0,0.888391129337093,0.836780708402636,0,0,0,0,0.829049271328037,0.827847057606948,0.756242972628014,0,0.831007874295832,0.759126245157383,0,0,0.828307611416204,0.831308598894486,0,0,0.889539454395315,0.827354425825743,0,0,0.824988254813694,0.828556789767935,0,0,0,0,0.825773398022179,0.765321604648639,0,0.717227615215426,0.7660938908217,0.767326613826778,0,0,0,0.828048141592812,0,0.829095626967079,0,0,0,0.763802078087533,0.825290096088251,0.887159723505086,0,0.82600939500374,0.766730559029442,0,0.826468218003561,0,0,0,0.761807562200812,0,0,0.827154420363993,0,0.887520009284476,0.763921341925693,0,0,0,0,0.766527071174906,0,0,0,0,0.829415351699032,0.768744169431716,0.774060597783986,0.827751325636968,0,0,0,0,0,0,0,0,0,0,0,0,0,0.826113313633086,0.823189216728808,0,0,0,0.830553256106535,0,0.831829554139151,0,0.763595956702583,0,0,0,0,0,0,0.887520009284476,0.888984790017379,0,0.888292471150284,0,0,0,0.768432428511831,0.764147637178298,0.887535295096838,0.829509871945455,0,0,0,0,0,0,0,0.76730082075888,0,0.829325984857451,0,0.828881938572576,0.768017177761829,0,0,0.771967334623197,0.765516849611481,0,0.767761331496262,0.825823344318385,0.828881938572576,0,0.769009489532509,0,0,0,0,0,0,0,0,0,0,0,0,0,0.770583004162557,0.827311353111141,0.776204960966825,0.837059992104185,0.768698053168063,0,0.713529806119383,0.895754480443366,0.713002948791847,0,0,0.889316367576982,0.889316367576982,0.889316367576982,0.889316367576982,0.889316367576982,0,0,0.772142602682271,0.751804035563718,0,0,0.829490223178918
"GPCR downstream signalling",0.923259293138949,0.917794143237025,0,0,0.917125267089396,0,0.90787593716293,0.917990584951819,0.910672784032572,0.910122703009566,0.909326748698564,0.910760290129112,0.909569952079884,0.910803904231843,0.910760290129112,0.910784386554322,0.910672784032572,0.917959058238615,0.917686143831126,0.917965347178572,0.910760290129112,0.910672784032572,0,0.910726504171006,0.917778997643504,0.910115212807772,0.904469583527539,0.917228710503383,0,0.917729893869704,0.909459382595563,0,0.916340772191785,0.909225430588223,0.918286515686961,0.909469235136912,0.924906006552643,0.916429179351868,0,0.916889489184727,0.916859921549888,0.910347565355152,0.91796041295892,0.909681709721161,0.909715508315767,0.909681709721161,0,0,0,0.918429049610004,0.923072681001032,0.910858181011608,0.918030492941675,0.917800036564703,0.917559737942113,0.908840074743728,0.923898780273605,0.916512948890247,0.917184230125589,0.909348673601933,0.917334279721698,0.910207353652825,0.924046288732437,0.931243047400366,0.916805218920348,0.910985997999811,0.91635492000355,0.916939846281501,0.909792643206294,0.91783100569177,0.924400409698287,0.917760607840149,0.917723873033825,0.909900933168647,0.931308438004723,0.917531138210847,0.909434176090839,0.917158560128268,0.916870143963415,0.916289150399651,0.909993997646552,0,0.910233738501803,0,0.930736191281561,0.917723873033825,0.910663171393102,0.918117877590061,0.923447315796634,0.909773837496754,0.909829770457919,0.9171600874014,0.909107193150957,0.925353968458814,0,0.917170280294845,0,0,0,0.909828649759356,0.91645198527992,0.924907504966144,0,0.916800028169379,0.909999110778429,0.910706403559088,0.916595897951442,0,0.917405750969878,0.910240449581848,0.917454123009066,0.908913032110971,0.917546264716066,0.925031052877372,0.91045052373506,0.92494859798499,0.916555029925578,0.917171152541661,0.917790541138537,0,0,0.910600602116084,0.917770446062543,0,0.917513191125369,0,0.924593965216258,0.917556734140593,0.910447400993316,0.91669002064894,0,0.9171600874014,0.91680401733365,0.910432867660986,0.910212416429946,0,0.917800036564703,0,0.902430588484289,0.917619173289795,0.909160518289296,0.917663263917792,0.909037544148731,0.916435869429568,0.924634192253582,0,0,0.917805236575406,0.924161259826385,0.911305758272922,0.916761471563588,0,0.917155735168362,0.917954010757774,0.91783100569177,0.918395345979117,0.909769391322941,0,0,0.923805187346158,0.925072984438486,0.91077921310384,0.923320781838685,0,0.924741459412955,0.917406202636992,0.917495217434319,0.909870861292198,0.902675733212679,0.925084084138129,0.917781863694059,0,0.91743054731771,0,0,0.909108373753238,0.918253335544678,0.918561384108561,0.917155523124599,0.91731460839157,0.918169134216679,0.916972154895273,0.918189427852185,0.918360085622556,0.908989981813294,0.909750134512979,0.909474945475935,0.9171600874014,0.915913052694142,0.92372504556053,0.916585990668589,0.917709254935109,0.918169134216679,0,0.917157038718004,0,0.918345302311543,0.910318416207511,0,0.909738511732787,0.909292702221109,0.90944086398372,0.9171600874014,0,0,0.917414873289191,0.917518839599859,0.924937923866832,0.917928051491468,0.926006363868461,0.917662138053492,0.917782631392128,0.917666174265582,0.924283368643731,0.917601816371436,0.91764604800765,0.917703225515808,0.924547414272905,0.924547414272905,0.924547414272905,0.925119119592321,0.924547414272905,0,0,0.910150340658281,0.91718863682202,0.910034938753847,0.910148211530891,0.917538485406421
"Porphyrin metabolism",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665493551190202,0,0.665493551190202,0,0,0,0,0,0.670587516904702,0,0,0.664279416050783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65991530600941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.671227735060938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.660183474089368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.664522631266202,0,0,0,0,0,0,0,0,0,0,0,0.664236891215591,0,0,0,0,0,0,0,0,0.662819225054262,0,0.662348365377527,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G-protein activation",0.883700700271011,0,0,0,0.803492493742252,0,0.807281363908425,0.722534185683788,0,0,0,0,0,0,0,0,0,0,0,0.810089347031315,0,0,0,0,0,0,0.885783597200871,0,0,0,0,0,0.805639047301477,0,0,0,0.888776295477715,0.807193967555983,0,0.805392784432222,0.805818771115111,0,0.818988847528724,0,0,0,0,0,0,0,0.881638285078767,0,0,0,0,0,0.884572848663085,0.817036468315923,0,0,0.812281383734019,0.730052983739709,0.885544258269621,0.807956053043057,0.717745967550906,0,0.809482251302013,0,0,0,0.805774981429556,0.809875773588921,0,0,0.886075524217558,0.804307898303259,0,0,0.805185548393894,0.805699070982022,0,0,0,0,0.802056779363527,0.731806533605174,0,0,0,0,0,0,0,0.805609203379948,0,0.806979922110074,0,0,0,0.727632621548832,0.805782488130635,0.882961455244346,0,0,0.71968920149548,0,0.802994204245229,0,0,0,0.725022637342249,0,0,0.804439697382107,0,0.883432918119285,0.721282911453208,0,0,0,0,0.724593755585671,0,0,0,0,0.808335718262326,0,0,0.805220795866038,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806657778206471,0.802831362588779,0,0,0,0.809824757558507,0,0.81055748536167,0,0.71809542042265,0.730580937272511,0,0,0,0,0,0.883432918119285,0.885349701336925,0,0.884443746502939,0,0,0,0.725462862126953,0.728084813369084,0.883452920832282,0.807723951119798,0,0,0,0,0,0,0,0.732216049826262,0,0.807281363908425,0.728786932573875,0.806700293685705,0.819318401264203,0,0,0,0,0,0.72509413491465,0.802697877484894,0.806700293685705,0,0.820616920903342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729901269610105,0.804471297433253,0,0.817603889656907,0.730590815294344,0,0,0.894208384896639,0,0,0,0.885783597200871,0.885783597200871,0.885783597200871,0.885783597200871,0.885783597200871,0,0,0,0.711937261935192,0,0,0.807496282941158
"Thromboxane signalling through TP receptor",0.859203085365666,0,0,0,0.77866976193119,0,0.782783749003082,0.691937030177477,0,0,0,0,0,0,0,0,0,0,0,0.785591732125971,0,0,0,0,0,0,0.861285982295526,0,0,0,0,0,0.781141432396134,0.625038672826568,0,0,0.858721333973417,0.782696352650639,0,0.780895169526879,0.781321156209767,0,0.79449123262338,0.710688251879702,0,0.710688251879702,0,0,0,0,0.857140670173422,0,0,0,0,0,0.86007523375774,0.792336897220839,0,0,0.787783768828676,0.705746938172879,0.861046643364276,0.783057062970292,0.698626149071175,0,0.784782680206929,0,0,0,0.78111129704807,0.785378158683577,0,0,0.861577909312213,0.780001849495084,0,0,0.780687933488551,0.781777195458543,0,0,0,0,0.778134903840048,0.707543980706784,0,0,0,0,0,0,0,0.781111588474604,0,0.78248230720473,0,0,0,0.697035466042521,0.781284873225292,0.858463840339001,0,0.706294506659714,0.702838031077022,0,0.778496589339885,0,0.704815008840047,0,0.694425481835938,0,0,0.779942082476764,0.699158717162127,0.85893530321394,0.696976865886378,0,0,0,0,0.693979991315204,0,0,0,0,0.783838103356982,0.701614013578496,0,0.780723180960694,0,0,0,0,0,0,0,0,0,0,0,0,0,0.782160163301128,0.778333747683436,0,0,0.706294506659714,0.785327142653164,0,0.785857914266587,0,0.700274121582057,0,0,0,0,0,0,0.85893530321394,0.86085208643158,0,0.859946131597594,0,0.703647790437443,0,0.694865706620643,0.697487657862773,0.858955305926937,0.783226336214455,0,0,0,0,0,0,0,0.701602285555795,0,0.782783749003082,0,0.782202678780362,0.794302509798275,0,0,0,0,0,0.690440894537778,0.778200262579551,0.782000722590622,0,0.795601029437414,0,0,0,0,0,0,0,0,0,0,0,0,0.623427267334048,0.699287505339638,0.779807613051767,0,0.793106274751562,0.696891094575449,0,0,0.869710769991294,0,0,0,0.861285982295526,0.861285982295526,0.861285982295526,0.861285982295526,0.861285982295526,0,0,0,0.681323497664725,0,0,0.782998668035814
"Interleukin-6 family signaling",0.800298941261219,0.8054626080411,0,0,0.804460916079602,0,0,0.729779608318662,0,0,0.734961910807037,0,0.733517805284334,0,0,0.820218170315005,0,0,0,0.732379744439196,0,0,0,0,0.730632254836477,0.737489578991043,0.722875105528458,0.727527943317583,0,0.802816864630382,0,0,0.794797661270324,0,0,0,0.721434085736584,0.795709012374585,0,0.804318556745224,0.80656317287702,0,0.733468047035059,0.731571495601175,0,0.731571495601175,0,0,0.737865320571809,0,0.798314296397929,0,0,0.805523359802399,0.728481214543906,0,0.801138202353197,0.736040291073318,0.723545802019711,0.728306482448635,0.730132980337073,0.729730537937068,0.805202537722843,0.805024626609589,0.720849123741299,0.822296495343269,0.731469773809321,0.721059317896017,0.729193816741814,0,0.808853017310311,0.809882256741758,0,0.724231751530159,0.806963325065744,0.808348257215345,0,0.791974147879268,0.794361263070375,0.728882554761695,0.736240024419593,0,0.734426070562724,0,0.804205753298558,0.812592518350885,0.818968615743554,0.731265319971592,0,0.729335672369088,0,0.791989891876182,0,0,0,0.805775489566318,0,0,0,0,0.802497882900879,0.797281525960087,0,0.726978765441868,0.726716136370776,0,0.72502382946204,0,0.726067666883396,0,0.7295201931476,0,0,0.804651166144251,0.728062205655133,0.721639986544386,0.804888126664961,0.804637320942506,0.81510538361348,0,0,0.729578414157263,0,0,0,0,0,0.812982662872415,0,0.80490407747951,0,0.791989891876182,0.719659116130703,0,0,0.737865320571809,0.80353993527854,0,0,0,0,0.808460729303418,0.728029442627754,0.795777977486609,0.801853721961508,0,0,0.727491375241972,0,0.738665841588654,0.810039529077379,0,0.804478389921899,0.730486249625137,0,0,0,0,0,0.721639986544386,0.722457571173192,0,0.801013968425937,0,0.724944462391994,0.727058527309438,0.729943817770296,0,0.721659234987546,0.727659857200175,0,0,0.811145645155572,0,0,0,0,0.734773562703523,0.79194284072446,0.805718128357602,0.728759893931455,0.809022201479797,0.817719061172104,0,0,0.730982208156285,0.727804716475073,0.791989891876182,0.725685858168221,0.803559963079412,0.806327785838085,0.731348294555862,0,0,0.791958464320131,0,0,0,0,0.729291993798141,0.730659756629524,0.726223672131232,0.791989891876182,0,0,0.723309668876602,0.804831632958516,0.80490407747951,0,0.737167239293282,0.812283459125238,0.803360512896564,0,0.731192552945754,0,0.729370947609213,0.727023614444617,0.722875105528458,0.722875105528458,0.722875105528458,0.722875105528458,0.722875105528458,0,0,0,0.717399176336895,0.732347731509004,0.812606257698554,0.807592492823664
"G alpha (q) signalling events",0.87708993800334,0.859478328449399,0,0,0.859219371196005,0,0.858194103558987,0.858454351921843,0.841084927278517,0,0,0.841318128320764,0.837345105642589,0.819308874729611,0.841318128320764,0.838936799896653,0.841084927278517,0.836711874818692,0.838757493102441,0.860350991683284,0.841318128320764,0.841084927278517,0,0.840467350855077,0.836604177626844,0.838075086628821,0.87772322062968,0.83505716275922,0,0.868298789497722,0.835742871984846,0,0.857785542019537,0,0.860790485808012,0,0.877085209260742,0.858021144368271,0,0.857724278840107,0.857687024638955,0,0.860442619556312,0.836020928336658,0,0.836020928336658,0,0,0,0,0.876616612852055,0.839543020505151,0.841019536270923,0.859494033985481,0.848173472255767,0.816472765739179,0.87727057444565,0.860056844189061,0.835196945661681,0.836971412942513,0.858505549309959,0.83814868593171,0.877663679928582,0.859170999327897,0.835229196176529,0.839474088166566,0.85817757041232,0.836980976328806,0.836611441219655,0.859576565751783,0.87828436669822,0.859073407733693,0,0.839016576793403,0.87779584374683,0.858011907044879,0.835675697428952,0.836883085856575,0.857672724423321,0.857223296470289,0.837752051971235,0,0.838124564508131,0,0.877316157755624,0.860038247297581,0.838613765239067,0.836762793482446,0.86778089947612,0.836869976997689,0,0.83688715599226,0.837872657046319,0.85777811770289,0,0.857760100123189,0,0,0,0.836835411745035,0.85658872236693,0.877021152187196,0,0.858698839501589,0.835523138924969,0,0.856972245187833,0,0.858572207492709,0.839366327318437,0.836315452534085,0.835828800792352,0,0.857343950419899,0.839907809486348,0.877138438706229,0.857307064452222,0.85781807750446,0.837615043056919,0,0,0.838225815566375,0.836899869733921,0,0,0,0.858456396856232,0.859126538715892,0.840043413548731,0.858330782633468,0,0.83688715599226,0.836618996381597,0.818320073737948,0.839273260878716,0,0.868485717611607,0,0,0,0.836497219357591,0.868121222735578,0.83592625496413,0.858038973218533,0.85797773227707,0,0,0.859830926510846,0.858826827371624,0.842603393114311,0.858958868213542,0,0.858333226381039,0.860923965029385,0.859576565751783,0.861080515172388,0.838092612663563,0,0,0.877138438706229,0.87761527971172,0,0.877253803487367,0,0.877992711299297,0.836135425228888,0.83845506430194,0.836947904175196,0.877143414810825,0.858036872983894,0,0,0.838604229341197,0,0,0,0.838046078554825,0.842211788651704,0.83687499233568,0.85788880514671,0.860477667818265,0.858509169671112,0.860757480514803,-0.0152357700339879,0.836042744920757,0.837073775895868,0.836252331230166,0.83688715599226,0.857506477872965,0.857703152483869,0.858102680839593,0.839826616071484,0.860998855256145,0,0.836879031345254,0,0.819725284751616,0.83632377077802,0,0,0.836606243339442,0.836249756156576,0.83688715599226,0,0,0.83530234965828,0.856746213309686,0.878283081953423,0.839402169539283,0.860494719955248,0.859352269501135,0.868439333364733,0.859876739775933,0.879819067566842,0.859705227977498,0.836742363982793,0.837258296451756,0.87772322062968,0.87772322062968,0.87772322062968,0.87772322062968,0.87772322062968,0,0,0.839173031399837,0.858187707228718,0,0.836968969405846,0.858197328344675
"Activated point mutants of FGFR2",0.783157543033108,0.788286708938926,0,0,0.787072029158913,0,0,0.790742320188713,0,0,0,0,0.790973107955932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.780241151535221,0,0,0,0,0.784524218678406,0,0,0,0,0.785629348599966,0,0.784236854087001,0.788911975380689,0,0.799392815558204,0,0,0,0,0,0,0,0.780750906982701,0,0,0.788360378229373,0,0,0.784175254582926,0,0.778880776982604,0.792214048684805,0.791565863819369,0,0.785308794224989,0.788360378229373,0.779898539001351,0,0,0.780777093075187,0,0,0.789735468205296,0,0.790577785943098,0.787081780713767,0,0.78760813701469,0,0.781856874421198,0.783995029975804,0,0,0,0,0,0.785193931677609,0,0,0.788241681060911,0,0,0,0.781875966033633,0,0,0,0.790266924595063,0,0,0,0,0.872970769866926,0.782294916662846,0,0.694673877520769,0,0,0.781180341827391,0,0.788214196971627,0,0,0,0,0.779742394696445,0.791878102424262,0,0.783412285617949,0.780499040410111,0,0,0,0.790498346503089,0,0,0,0,0.78239931164269,0.794743192291854,0,0.788214196971627,0,0.781875966033633,0.779079169124873,0,0,0,0,0,0,0.789268991273086,0,0,0.784317765394979,0.78571297762997,0.781247926264945,0,0,0.693198274485521,0,0,0.794441589680096,0,0.687648679190333,0.698421177840707,0,0,0,0,0,0,0,0,0.784024605036724,0,0.786852167688208,0.788747506477073,0,0,0,0,0.788133209037538,0,0,0,0,0,0,0,0.781818910486799,0,0.696327750484967,0.789940625676526,0,0,0,0,0,0.781875966033633,0.788996476781266,0.785270198909973,0.789940625676526,0,0,0,0.781837856097307,0,0,0,0,0,0.787507357960197,0.781268666847944,0.781875966033633,0,0,0.778594435307369,0.79669169430099,0.788214196971627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77962373569326,0,0,0.790869466990881
"IL-6-type cytokine receptor ligand interactions",0.791283484258231,0.796796943886938,0,0,0.79564988277529,0,0,0.707777771168729,0,0,0.711022554208113,0,0,0,0,0.813024062975313,0,0,0,0.710489526378366,0,0,0,0,0.707511263335318,0.718144857035783,0,0.70395644293281,0,0.794797572141974,0,0,0.701640096247843,0,0,0,0.700084360099133,0.702683705911228,0,0.792302712336004,0.796717579461041,0,0.715680989614325,0.711596639410094,0,0.711596639410094,0,0,0,0,0.789010820574571,0,0,0.796866512162943,0,0,0.792244541946751,0.718144857035783,0,0,0,0.709475696169591,0.797260202063574,0.705528426908028,0,0.815404002027355,0.709820541577596,0,0,0,0.801440452414575,0.705159201827137,0,0.703288033242719,0.797845626778628,0.799431545276668,0,0.699121237434875,0.701140366367206,0,0.716713962598287,0,0,0,0.795720839235107,0.707592962775747,0.811593168537817,0,0,0.708434582028208,0,0.699139266257403,0,0,0,0.706320756083945,0,0,0,0,0.792732143541758,0.788957185288331,0,0.705324088823888,0,0,0.702718504447355,0,0.70539038325342,0,0,0,0,0.699168956495697,0,0.700320141974764,0.795469268101523,0.795182064548072,0.807169290227915,0,0,0.707281656942657,0,0,0,0,0,0.711290201095078,0,0.700029682388556,0,0.699139266257403,0,0,0,0,0.795625577410416,0,0,0,0,0.800991234157297,0,0.702762679489039,0.790961526659675,0,0,0.70702070530373,0,0,0.711005388066318,0,0.795000068884555,0,0,0,0,0,0,0.700320141974764,0,0,0.792102278743906,0,0.704104175275282,0.704849798018064,0,0,0.700342183821417,0.707104510776054,0,0,0.802634900243824,0,0,0,0,0,0.699085386872849,0.797259872440788,0,0.801634189200915,0.811593168537817,0,0,0,0,0.699139266257403,0,0.697249570506513,0.701660004438867,0,0,0,0.699103277821071,0,0,0,0,0,0,0,0.699139266257403,0,0,0,0.713130234095893,0.70539038325342,0,0.717991638447785,0.805368732317897,0.795420116605263,0,0.711149884069232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.804307482146882,0.702537139110999
"Digestion and absorption",0,0,0,0,0,0,0.354586645876715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362058885469515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2639474433016,0,0,0.349839075729867,0,0,0,0,0.356272487179349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411254378809934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565376762756981,0,0,0,0,0,0,0,0,0.408852517860196,0,0,0,0,0,0.348724517450211,0,0,0,0,0,0,0.355413362755335,0,0.353694625315252,0,0,0,0,0,0,0.352044517261447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354667807870923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207943940106436,0,0.207415844844592,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Glucagon-like Peptide-1 (GLP1) regulates insulin secretion",0.892049215588715,0.843721952770778,0,0,0.843015973862749,0,0.896385670106518,0.843632737740986,0,0,0.783795984607649,0,0,0,0,0,0,0,0,0.841858362735304,0,0,0,0.793107743656697,0.844111386058553,0,0.89346185729065,0.841424038261818,0,0.843255159402672,0,0,0.838176617236418,0,0,0,0.89172248693647,0.838818925133604,0,0.838009599275154,0.842069459617118,0,0.787795811532861,0.786732083702499,0,0.786732083702499,0,0,0,0.850176886122395,0.89065046480777,0,0.78769838156393,0.843764769788136,0.843861043051792,0,0.892640715423035,0.846004545327995,0.840633380709951,0,0.784061037822608,0.784770611370062,0.841991171529052,0.895073133473047,0.838347228782587,0,0.840881199171814,0.839357320631149,0.790687431909703,0,0.841784323316819,0.845320430749506,0.845053539966214,0,0.893659845137183,0.84181113236715,0,0.782736329777084,0.837869049704175,0.83914772403006,0,0.798877298985589,0.789713479018284,0,0.839144756040447,0.78635492456755,0,0.846573463402369,0,0,0,0.782747425932566,0,0.895251593973901,0,0.843356435074547,0,0,0,0.786225904247829,0.8396165530808,0.891547852157022,0,0.842667317113842,0.780838596665543,0.784576768440484,0.840662127277918,0,0.842163377916668,0,0.843478306778426,0,0.841921031539894,0.89445842321277,0.784264886300964,0.891867603033077,0.839372479286669,0.839195714815283,0.84531023716977,0,0,0.783908200834458,0.8451196920742,0,0,0,0.893124957602285,0.790225932196211,0,0.841663906773165,0,0.782747425932566,0.838370477418573,0,0,0,0.843764769788136,0,0,0.844292860940208,0,0.842771070282952,0,0.838867530809151,0.890939335286988,0,0,0.843166788257344,0.841310044903984,0,0.842459868655268,0,0.840600132867272,0.781427222004161,0,0,0,0,0,0.891867603033077,0.89316758474028,0,0.892553157036148,0,0.841371758625695,0.842473340483339,0.843776871666676,0.786532585300264,0.89188116907474,0.896685837216358,0.843632737740986,0,0,0,0,0,0.848400792907795,0.785168372609533,0.78271426491901,0.842297649709354,0.780210509926654,0.842667317113842,0.792452084179885,0.845827322125109,0,0,0.788379250525563,0.782747425932566,0.786885907929997,0.840452309229259,0.843166788257344,0.845618995637756,0.793332753293528,0,0.782725276217328,0,0.848032990776154,0,0,0,0,0,0.782747425932566,0,0,0.840966428416978,0.790446686981852,0.842163377916668,0.787424149972913,0.903386511162339,0.84546527841183,0.843638315326912,0.843291686086756,0.899175633262174,0.842824104234593,0.844488114848339,0.787828740408963,0.89346185729065,0.89346185729065,0.89346185729065,0.89346185729065,0.89346185729065,0,0,0,0.840203413134937,0,0,0.843706636197214
"Bile acid and bile salt metabolism",0.412203909810936,0.415851617083327,0.792859735350302,0,0.415245905309327,0,0,0.417028785984474,0,0,0,0,0,0.419184313594961,0,0,0,0.468130377252457,0,0,0,0,0,0,0.417499086727595,0,0,0,0,0.459683437965254,0,0,0,0,0,0,0.412257992814311,0,0,0,0,0,0,0.418143021821208,0,0.418143021821208,0,0.46794764639832,0,0,0.411003817559915,0.423947582135837,0,0.415888352984706,0.465502553225872,0,0.412711401479444,0,0,0,0,0.418185082168543,0.458598968828092,0.414798353703406,0,0,0,0.461503624302085,0,0,0.416526709543368,0.418476783246902,0.417956096730064,0.511015037951785,0.418862793732604,0.419811782459882,0,0,0,0.416089729070473,0,0,0,0,0.505093233432003,0,0.74954119489362,0,0,0,0,0,0.419086118611717,0,0,0.415749071415497,0,0,0,0.418524311307771,0.462154572501985,0.411773752861238,0,0.41688741772692,0,0,0.463051648313433,0,0.414725459010985,0.426150242441626,0.465907077673252,0.417847023669317,0,0.413584010236308,0,0.412048090901894,0.413373593631395,0.413221934254145,0,0,0,0,0,0,0.416932965000052,0,0.413877821732299,0,0,0,0,0,0.4606569381672,0.466744095229441,0,0,0.460120670589512,0,0,0.417303453659503,0,0.464567384580013,0,0,0.412552719423648,0,0,0,0.415083320480451,0,0,0,0.456855387864787,0,0,0,0,0,0,0.412048090901894,0,0,0.412636278631938,0,0,0,0,0.418787435775386,0.412059730217273,0,0.416737084906115,0,0.414406783213253,0,0,0,0,0,0,0,0,0.416629013292795,0.421887905761674,0.41921596919041,0,0,0.511362302939095,0,0,0.414300059992792,0,0.417003352428465,0.4221463101958,0,0,0,0,0,0,0.416337312214436,0,0,0,0.511866875322639,0,0,0,0,0,0,0.41860105882158,0.460012175909051,0,0,0,0.462042340486699,0.509131425289661,0,0,0,0,0,0,0,0,0,0.418185082168543,0.417543472924799,0.415362597136653
