"","GRM1","IL22RA2","PCMT1","IFNGR1","RAB32","PDE7B","TNFAIP3","RAET1E","HIVEP2","RAET1G","TFB1M","ULBP2","PERP","ULBP1","STXBP5","CLDN20","NOX3","RAET1L","ULBP3","BCLAF1","PPP1R14C","ARID1B","MYCT1","VIP","FBXO5","ADAT2","MTRF1L","PEX3","SNX9","MTHFD1L","UST","MAP7","OPRM1","REPS1","FUCA2","SYNJ2","MAP3K5","SUMO4","IPCEF1","PHACTR2","PPIL4","ZBTB2","PEX7","HECA","SCAF8","KATNA1","IL20RA","CITED2","NMBR","TMEM181","LTV1","VTA1","DYNLT1","LATS1","ESR1","EZR","NUP43","PLAGL1","TAGAP","SF3B5","STX11","UTRN","SOD2","WTAP","ACAT2","TCP1","MRPL18","IGF2R","SYNE1","LPA","PLG","MAP3K4","EPM2A","AGPAT4","PACRG","FBXO30","QKI","PDE10A","MPC1","RPS6KA2","RNASET2","FGFR1OP","CCR6","KIF25","FRMD1","AHI1","THBS2","PHF10","TCTE3","DLL1","PSMB1","TBP"
"Signaling by GPCR",0.932806738895476,0.928603066256788,0.928934396122207,0.932680655978231,0,0.93309382926605,0.928718072675444,0.928927547893311,0.92394048924607,0.9289787781668,0.924175940705779,0.9289787781668,0.924499217883374,0.928927547893311,0.923926271706902,0.928539838215318,0.928743545144225,0.9289787781668,0.928927547893311,0,0.928972101658273,0.923963029125561,0.924095942319362,0.918396170674933,0.928417898055253,0,0.928451387108401,0,0.932561331488737,0.923921233918461,0.928891324746953,0.923894014001873,0.932766692759225,0.932613089288119,0,0.932547873017853,0.932766828260389,0.924243481764585,0.928832843776034,0.923853657882791,0.928887747975513,0,0,0,0.928974770954107,0.928887300019424,0.928606516493978,0.928540806526553,0.932177014099324,0.928522401053796,0.928226262090731,0.928259665915032,0.928669619647031,0.928731873177742,0.932861814986749,0.932740994687212,0.928061773454487,0.924617250910779,0.928267681759057,0.928286532399121,0.928452064930584,0.932805395831113,0.928658405416448,0.928561926703426,0.923982001822403,0.932627110529042,0.928436630009389,0.93253654739578,0.932791751185107,0.928849682665319,0.936849370561352,0.928650012238204,0.928427705343747,0.93281014567873,0.923940339752251,0.928231859504904,0.923851441428517,0.9204126922269,0,0.928273292481555,0,0.932569170649502,0.932767570002485,0.928562591920356,0.924453562890964,0.932653424042262,0.928375682761765,0.923737770226477,0.928706646379921,0.928649070596185,0.932518751147089,0.928360533022808
"Biological oxidations",0.867540823292514,0.868218986700336,0,0.868076875773827,0,0.868413735446521,0.879564259076029,0,0,0,0.869136874256285,0,0.859241516282703,0,0,0,0.857598229436933,0,0,0,0,0.868944945929924,0,0.867647907394517,0,0,0,0,0.867661740304522,0.868576747208885,0,0,0.867361289871842,0.86783001109743,0,0.867667096814461,0.879350118690406,0,0,0.868731400360162,0,0,0.876709900434719,0,0.881333071584764,0,0.868227605606564,0.878865851862476,0.867659890007581,0,0,0.869215783571382,0,0.86876075566079,0.878223096507985,0.879561501367011,0.867706441134277,0.859536370096757,0.869350519138181,0.868714632323788,0,0.868915048835507,0.879388441616642,0.86870703153949,0.896829814617148,0.879452594939733,0,0.867599828105058,0.868269147964006,0.869568238256139,0.868135455930494,0.857870594022028,0.869240254903379,0,0,0.867468964654298,0.868419820552325,0.868957164632412,0,0.868977226342034,0.876804015058876,0.867392585023177,0.867262625285108,0,0,0.867603055217395,0.867929578374504,0.86867257749607,0,0.857144837372478,0.878706684905997,0.878934197970627
"LGI-ADAM interactions",0.829523791605578,0,0,0.759350132290663,0,0,0,0,0,0,0,0,0,0,0.839230412640217,0,0,0,0,0,0,0,0,0,0,0,0,0,0.830531795864913,0,0,0,0.82910916782305,0.831346894657288,0,0.830319847453368,0.760707201639838,0,0,0,0,0,0,0,0,0,0,0,0.757213589416738,0,0,0,0,0,0.831110466813976,0.760300366060469,0.829044457102185,0,0,0.829692442783008,0.837536961803574,0,0,0,0,0.757294545345512,0,0.830141487844096,0.756491018417689,0,0,0,0,0,0,0,0,0,0,0.761706556961614,0,0.757594424785741,0.828887553549804,0,0,0.758921274835607,0,0,0,0,0.756650854601727,0
"G-protein activation",0.919890380161962,0,0,0.87483513591905,0,0.872266777461765,0.876795267238729,0,0,0,0,0,0,0,0,0,0.877669914804094,0,0,0,0,0,0,0.921188416242548,0,0,0,0,0.873474469127534,0,0,0,0.923053429477704,0.87406466749436,0,0.873321001097014,0.875817765412609,0,0.88060587182979,0,0,0,0,0,0,0,0,0,0.920433892452132,0.878346040102798,0,0,0.875382729117474,0.824138988483274,0.921039263126137,0.92266897186941,0.872397513895984,0,0.878100801790906,0,0,0.87625755453667,0.873883582078848,0,0,0.921370341615391,0,0.873191854113747,0.871280711718864,0,0.869010879799172,0.878913196768522,0,0,0,0,0,0.871224707320233,0,0.874689026237989,0,0.873563859710912,0.919429691635684,0.875022307630319,0,0.874524607953676,0,0,0,0,0.872880637521405,0
"G beta:gamma signalling through PI3Kgamma",0.910645867619423,0.864599818265631,0,0.863939202418432,0,0.862147762987567,0.865935327206227,0.870639986344574,0,0,0,0,0.813724255649421,0.870639986344574,0,0,0.865873149862143,0,0.870639986344574,0,0.871981580535689,0.805078979499085,0.813864128296667,0.911967739256235,0,0,0,0,0.863377631234584,0,0,0,0.910340133095414,0.863978667286561,0,0.911232861819862,0.865763956963287,0,0.871464067582686,0.810994834369859,0,0,0,0,0,0,0.864639884052122,0.807954113176662,0.911199360308401,0.867863002632709,0,0,0,0.809319727119729,0.911815847273358,0.913475482006334,0.860861908696835,0.815094911002636,0.867264835007444,0,0,0.866211821840056,0.857331243835826,0,0,0.91215300528541,0,0.863089826622332,0.861508972578698,0.87123489651632,0.862917780164478,0.869740310294816,0,0,0,0.860518360918868,0,0.86108655753707,0,0.865676778518728,0,0.86346866327794,0.910176719569226,0.864953892361526,0,0.864447053533204,0.864560381901004,0.806210336362202,0,0,0.862772895226914,0.860006440503279
"Thromboxane signalling through TP receptor",0.904623763950862,0,0,0.859568519707951,0,0.857000161250665,0.861528651027629,0,0,0,0,0,0,0,0,0,0.861360165889786,0,0,0,0,0,0,0.905921800031449,0,0,0,0,0.858207852916435,0.758695344782503,0,0,0.904323542331613,0.858798051283261,0,0.858054384885915,0.859741927526262,0,0.864755072672232,0.812071122673487,0,0,0,0,0,0,0,0,0.905167276241032,0.862953567245975,0,0,0.860116112906375,0.80899175595831,0.905772646915037,0.907402355658311,0.856321676009636,0,0.862024963904558,0,0,0.86099093832557,0.858616965867749,0,0,0.906103725404291,0,0.857925237902648,0.85637288930114,0,0.854103057381448,0.863646580557423,0,0,0,0,0,0.855958091109133,0,0.859422410026889,0,0.858297243499813,0.904163075424585,0.858946469743971,0,0.859257991742577,0.808410988911593,0,0,0.804886056604567,0.857614021310306,0
"Prostacyclin signalling through prostacyclin receptor",0.891892759658167,0,0,0.840823454349044,0,0.837769610207788,0.843045227785027,0,0,0,0,0,0,0,0,0,0.844036624997584,0,0,0,0,0,0,0.893364060103113,0,0,0,0,0.839281163124846,0,0,0,0.891552463877032,0.839950142310174,0,0.839107209885051,0.841937247126235,0,0.848281717388707,0,0,0,0,0,0,0,0,0,0.892508821019111,0.844803000807701,0,0,0,0,0.893194997740499,0.895042243156071,0.838060453827882,0,0.844525027612041,0,0,0.842435740152422,0.839744885263469,0,0,0.893570269226274,0,0.838960824112894,0.8372012650203,0,0.83462845154975,0.846363100789339,0,0,0,0,0,0.83658844253007,0,0.841840213737591,0,0.839382485736032,0.891370577537168,0.841035610102023,0,0.839554238362588,0,0,0,0,0.838608065728412,0
"Glucagon-like Peptide-1 (GLP1) regulates insulin secretion",0.919306417314831,0.889010178167505,0,0.888567601771005,0,0.922024929712643,0.889904895932645,0,0.851442739898864,0,0,0,0,0,0,0,0.890103064614063,0,0,0,0.857280258156313,0.851035449667338,0,0.92019199883416,0.888281295755103,0,0,0,0.887639290622684,0,0,0,0.919101591946964,0.888041951823106,0,0.887534587484097,0.888685908774562,0,0.893056759602032,0.853283373014647,0,0,0,0,0.893056759602033,0.8919331117254,0.889037020047673,0.847994649716064,0.919677227068813,0.89044112968342,0.887073960133988,0,0.889652870109746,0.890410817176497,0.920090239533767,0.921202103808202,0.886352451654317,0,0.889844946821182,0.886274001289653,0.853159069175579,0.889538042931581,0.887673620728762,0.889844946821182,0,0.920316116915695,0,0.887446477312609,0.886142605709171,0.822987318456537,0.884752939894858,0.891349847485901,0.849695059191327,0,0,0.848181499458446,0,0.921313980245993,0,0.888467918845948,0,0.919865360861036,0.918992113844272,0.888695299152396,0.851932211314016,0.920520828687582,0.887241198184691,0,0.889263913304163,0.889766636255256,0.886682061409101,0.886172691011363
"Insulin processing",0.624310885002369,0,0.683054502453617,0.678208515759097,0,0,0.621092487361253,0,0,0,0,0,0,0,0.682728003796546,0,0.678349022715067,0,0,0,0,0,0,0.677340979019584,0.619587033418322,0,0,0,0.679365733126763,0,0,0,0.622456919939748,0.680011806696981,0,0.679197735985521,0.677895941021545,0,0.684525578228596,0,0,0,0,0,0,0.682969018531469,0,0,0.676515023024974,0.686050899119514,0.618791740460547,0.62216667443166,0.67931035005275,0.623003869970081,0.675652384402671,0.679601190325838,0.677684421088166,0,0.680395116801708,0.676974670336745,0.681408134174774,0.620717663497988,0.682051803928268,0,0,0.678179616272492,0,0.679056362411394,0,0.627002965161326,0.616774017778064,0,0.62426424880581,0,0,0.616122894567098,0,0,0,0.680076293891457,0,0.675931053178882,0.62228126132503,0.730022577761565,0,0.676982757287488,0.678876242170401,0,0.679325753967647,0.677639965038359,0.676068981275899,0.675891180483449
"GPCR downstream signalling",0.946468422019426,0.940802771013654,0,0.94523886141531,0,0.945324229960461,0.940927888768205,0.941155780995439,0.935730261384872,0.941211515421908,0.93598641367871,0.941211515421908,0.936338113305836,0.941155780995439,0.935714793843177,0.940733983978408,0.940955600770144,0.941211515421908,0.941155780995439,0,0.941204251916402,0.935754782964999,0.93591190283083,0.930426749367647,0.940601322869619,0,0.935130060290359,0,0.945109045946199,0.935709313133622,0.941116373119009,0.935679700048697,0.945332462528818,0.94589361595048,0,0.945094404209883,0.94533260994321,0.936059892930709,0.941052750515584,0.935635795829601,0.935657322847266,0,0,0,0.941207155896063,0.94115578099544,0.940806524594845,0.940735037423329,0.946147462810868,0.940715013745957,0.940414304851797,0.94050416617954,0.940836910931715,0.940942902607253,0.946241413971729,0.945304505088667,0.940213887881996,0.936466523767829,0.940437899593798,0.940258651772444,0.940672926241215,0.945374568365217,0.94086297557855,0.94075801448093,0.935775423736655,0.945180608263466,0.935114005750851,0.945082082841917,0.945359724085308,0.941071069875851,0.949774088353957,0.940853844474148,0.940686979593284,0.945379735818263,0.935730098747595,0.940398927855917,0.935634005286355,0.93262056299592,0,0.940496542724996,0,0.945117574324041,0.945333416899089,0.940582012879405,0.93628844433778,0.945209235254263,0.940555396017962,0.935510340140335,0.940782519028449,0.940852820043197,0.941149733312874,0.940538914317704
"Degradation of the extracellular matrix",0.82171578868964,0.804477626563847,0,0.804818313334704,0,0,0.804026557303188,0,0.789528512884731,0,0,0,0.80724206482869,0,0.804919198234801,0.823314922422347,0.803363287524493,0,0,0,0.80836062390735,0.787096247773728,0.807441791435971,0.80397358258561,0.822236120734309,0,0,0,0.821688039251894,0,0.840311982201095,0,0.821123466439834,0.821894452931616,0,0.821634365940208,0.784631735127168,0.824156186767477,0.824465162316244,0.823940340068991,0,0,0,0,0,0,0.804491386348128,0.82320582506602,0.821905874562618,0.824455181847707,0.803570338883679,0.787715532187453,0.82279895201452,0.82367481756346,0.803646352928643,0.821352740805193,0.802488504165445,0.807712788696514,0.786685163481862,0.785115037772944,0,0.803182668947317,0.805881108734858,0.82324199521997,0.788249569712721,0.804239949212371,0,0.821589198576928,0.803213897763319,0.806756310034605,0.838510195272042,0.805298883169985,0.788385685038488,0,0.788649980493053,0.803204749964184,0,0,0,0.804572421361199,0.789698797796097,0.803806140214955,0.821067345368318,0.787275290006762,0,0.787101226458933,0.802266745010427,0.785963500436679,0,0.80551167101342,0.80265746994185,0.821706563461686
"GPCR ligand binding",0.907891298260743,0.900630738440051,0.901248478765879,0.90052467404089,0,0.900084164382916,0.900712850112376,0,0,0,0,0,0.893217875161054,0,0.891300527934743,0,0.908805813997825,0,0,0,0,0.891899109376409,0.892455359661007,0.881662872072163,0.900456060179434,0,0.900347943750154,0,0.908010634758767,0,0,0,0.907836452867363,0.90810713339409,0,0.907985542423133,0.900359378181988,0,0.901468201118387,0,0.90143826252548,0,0,0,0,0.901463535237739,0.900637171155205,0.900576595774859,0.908598883249268,0.901098714027315,0.899739962300005,0.900244048115506,0.900917070358861,0.9002595978226,0.907946833573437,0.908322509597007,0.899993808481774,0.893437939116699,0.900935938414808,0.90004058418963,0.900600472379493,0.900757242382609,0.900310429533372,0,0,0.908133274973343,0.900320430217259,0.907964426628272,0.90844023544729,0.901563716220225,0.908069113304339,0.900958954922638,0.900557345352732,0,0,0.899938650572972,0.891793460125499,0.89991378379188,0,0.900339965322858,0,0.900316817791027,0.9078141605388,0.900555276996987,0,0.900473902085946,0.900321543066505,0.891581528474557,0.900823856011666,0.900716510169599,0.907913542081416,0.891568093101662
"Integration of energy metabolism",0.859856347670451,0.838711903560218,0.819291953421239,0.838457188788636,0,0.858507059021921,0.839226838005392,0,0.817567343787135,0,0.840778810094722,0,0.841001786317892,0,0.840947497933038,0.817626186794302,0.839568738963287,0,0,0,0.82092699455323,0.839876056933635,0.842064468578406,0.857452157373907,0.838290880838589,0,0,0,0.840566143557739,0.815650860255693,0,0.817110022164951,0.856824598508588,0.840797886046723,0,0.856567656167237,0.838843020091103,0.817499872923827,0.841517345656102,0.859440004866576,0.81832198761893,0,0.820002765166566,0,0.841082108404417,0.840778810094721,0.838727351793405,0.843073916144501,0.858654508529857,0.840225961013869,0.838243083912026,0.818105314783521,0.841181442453425,0.840082895593409,0.859816908913168,0.858033500300852,0.839865264578974,0.841530272224933,0.839420185142579,0.841361548628459,0.85953846512252,0.839492228365468,0.838323015701988,0.839233622662044,0.858559648822696,0.859300217538977,0,0.840455174245723,0.837499291318775,0.840950928485612,0.840075922678179,0.840623333114842,0.818448452829865,0.839103907527035,0.817774864696626,0.816464129621117,0.839667297634816,0.858097888238217,0,0.838709660663542,0.841357085933565,0.857264168323039,0.8567615908784,0.840722179885254,0.818166790318672,0.859140024240435,0.859094325129693,0.839113383053295,0.838856404003723,0.839712151926305,0.839969248500239,0.839511720595721
"Synaptic adhesion-like molecules",0.767550421917061,0,0.776592695793111,0.769086057716358,0,0,0,0,0,0,0,0,0,0,0,0,0.724120686226628,0,0,0,0,0,0,0.676579094685161,0,0,0,0,0.770610862062639,0,0,0,0.715618957530337,0.770384486377598,0,0.769615855900078,0.770101673023914,0,0,0,0,0,0,0,0,0,0,0,0.719095602292979,0,0.771668951815821,0,0,0,0.770207546461487,0.771891962772391,0.769497754603638,0,0.72284418012275,0.716055473894227,0,0,0,0,0,0.676767127096872,0,0.770318759967161,0,0,0.770980530896223,0,0,0,0,0,0,0,0,0.772944340092252,0,0.770703253391644,0.715453103922031,0.77221065983724,0,0.771696252918378,0,0,0,0,0.718334251687172,0
"Metabolism of Angiotensinogen to Angiotensins",0.562475608966528,0,0.578945774616137,0.652232994728032,0,0.655178168398169,0.575110169412804,0,0,0,0,0,0.589937497870902,0,0,0,0.657899124794807,0,0,0,0,0.655964721685549,0,0.651000707325866,0,0,0,0,0.650117266453377,0,0,0,0.647257269023207,0.651034977813818,0,0.649878635913225,0.577809191260097,0,0,0,0,0,0,0,0,0,0,0.655607038676641,0.648569207919324,0,0.571538403147983,0,0,0,0.649510511006623,0.726610792316995,0.568272013921525,0.592030327385465,0,0.567809129213028,0.577192843295027,0.654444742164259,0,0,0.580692987742271,0.651283586762331,0,0.649677822660643,0.654202810575237,0,0.649415127954764,0,0,0,0,0.57837815029884,0.654959987085337,0.653557832489069,0,0.654886069067959,0.587136228702726,0.650256261676836,0.64700775578862,0.572353358710343,0,0.651750148523135,0,0.652944496575485,0,0.656224007864746,0.649193905695765,0.64894134961756
"Glucagon signaling in metabolic regulation",0.902745612092719,0.86371253568636,0,0.863142328994493,0,0.906248089796945,0.814437341712479,0,0.815317434444336,0,0,0,0,0,0,0,0.866345383116701,0,0,0,0,0.814823937502555,0,0.903886577838993,0.862773457975883,0,0,0,0.861946311237798,0,0,0,0.90248171913244,0.862465091979047,0,0.861811413781101,0.864006054287031,0,0,0,0,0,0,0,0.867438220331004,0.867478385577537,0.863747118234854,0.810895444287809,0.903223356059191,0.866012829248138,0.861217950596966,0,0.864540567296662,0.865517091334005,0.903755473165309,0.905187977145967,0.860999674200625,0,0.866012829248138,0.858699448427153,0,0.86368132534246,0.861804390774737,0.86330018415205,0,0.904046489124893,0,0.861697894375634,0.859744738517809,0,0.858455212059539,0.815010336046889,0.813086218286103,0,0,0.80633938613684,0,0.905332116539741,0,0.863930806724193,0,0.903465743922936,0.902340669706258,0,0.81594805975243,0.904310235730353,0.861433416799863,0,0.864039443027169,0.864687141352556,0.860713036016722,0.85856892226468
