"","PNISR","USP45","CCNC","CD109","MCHR2","SIM1","ASCC3","COL12A1","GRIK2","HACE1","LIN28B","PREP","COX7A2","PRDM1","ATG5","QRSL1","BEND3","PDSS2","SEC63","MYO6","OSTM1","NR2E1","SNX3","FOXO3","HTR1B","SESN1","PHIP","ELOVL4","SMPD2","TTK","MICAL1","BCKDHB","ZBTB24","AK9","IBTK","FIG4","WASF1","TPBG","UBE3D","CDC40","DDO","SLC22A16","DOPEY1","CDK19","PGM3","AMD1","GTF3C6","RPF2","ME1","REV3L","SNAP91","FYN","CYB5R4","TUBE1","LAMA4","NT5E","RFPL4B","HDAC2","HS3ST5","COL10A1","DSE","SYNCRIP","TRAPPC3L","RWDD1","HTR1E","CGA","KPNA5","GPRC6A","RARS2","COL9A1","ORC3","GOPC","NUS1","CNR1","PLN","RNGTT","MCM9","ASF1A","SRSF12","GABRR1","MAN1A1","SMAP1","GABRR2","UBE2J1","RRAGD","B3GAT2","GJA1","HSF2","FABP7","MDN1","CLVS2","RIMS1","RNF217","TPD52L1","MAP3K7","EPHA7","HEY2","NCOA7","FUT9","UFL1","KCNQ5","TRMT11","FHL5","NDUFAF4","KLHL32","CENPW","RSPO3","RNF146","FBXL4","ECHDC1","COQ3","EEF1A1","PTPRK","LAMA2","EPB41L2","AKAP7","ARG1","MED23","ENPP3","OR2A4","ENPP1","CTGF","STX7"
"DAP12 signaling",0,0.861227529737958,0.854661452644913,0.895538281004863,0.891977787684633,0,0.856579017400212,0,0.857409182641258,0.892386606086983,0.89927307291481,0,0,0,0.895627860860213,0,0,0,0,0.894390542490052,0,0,0,0.894959762038471,0.892751889478496,0,0,0,0.894596702752404,0,0,0,0,0.855506817754331,0.930342310391385,0.899833179833233,0.927928881801303,0,0.892393663259032,0.855072681632937,0,0,0,0.85498556563829,0,0,0,0,0.895123069504646,0.858767397171523,0.893812006056489,0.925210012217258,0,0,0.895934853666847,0,0,0.892777897819899,0.897830063428275,0,0,0,0,0,0.892751889478496,0.892594475596611,0,0.893187902884807,0,0.893828759914165,0.89480697349157,0.896212344803301,0,0.892760517501977,0.856011247713433,0,0.896617727304495,0,0,0,0,0,0.897465919029073,0.89237257280312,0.8940494482184,0.897056232665072,0.895374746748423,0.89927307291481,0,0,0,0,0.892393663259032,0.895025744210459,0.926840639469573,0.928567052329965,0,0.862322955052004,0,0.892379576005882,0,0,0,0,0,0,0.859946422964935,0.856129733433951,0.892393663259032,0,0,0.85405078330294,0.895867147836241,0.895296683138185,0.859105253634889,0.860272886707123,0.89683659004179,0.854905140405363,0.857409430786157,0.857594761849581,0.857112048004965,0.859669339853336,0.895625387125376
"RA biosynthesis pathway",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868248095104719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868268195491131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.896020236340017,0,0,0,0,0,0,0,0,0,0,0,0,0
"DAP12 interactions",0,0.84628346288753,0.84080307570273,0.874920988594184,0.87194921691267,0,0.842403574320406,0,0.843096473121899,0.872290437873284,0.878038238883987,0,0,0,0.874995756569692,0,0,0,0,0.873963026730664,0,0,0,0.874438126775071,0.872595322264572,0,0,0,0.874135098737099,0,0,0,0,0.841508661099686,0.903970229705178,0.878505733056587,0.901955857511693,0,0.872296328153692,0.841146308662694,0,0,0,0.841073597152625,0,0,0,0,0.874574431623785,0.844230109142373,0.873480150332549,0.899686548483731,0,0,0.875251988627198,0,0,0.872617030170054,0.876833828611995,0,0,0,0,0,0.872595322264572,0.872463936505805,0,0.872959241580548,0,0.87349413396777,0.874310601559854,0.875483597066541,0,0.872602523658745,0.84192968440543,0,0.875821950246529,0,0,0,0,0,0.876385391444822,0.872278724969528,0.873678331828566,0.876187949476285,0.874784494454598,0.878038238883987,0,0,0,0,0.872296328153692,0.874493198904848,0.901047554236502,0.902488507606633,0,0.847197761450878,0,0.87228457020438,0,0,0,0,0,0,0.845214184985101,0.842028578709459,0.872296328153692,0,0,0.840293379519079,0.875195477842886,0.874719338532258,0.844512101602391,0.845486668491406,0.876004624394839,0.841006470097974,0.843096680236454,0.843251367117302,0.842848469202692,0.844982917104385,0.874993691862789
"Metabolism of fat-soluble vitamins",0,0.914830919691793,0.912042799457821,0.914166688440759,0.909851030895632,0,0,0.91209042868147,0,0.910160750175023,0,0,0,0,0,0,0,0,0,0.912424554267649,0,0.889670928614317,0.913462248939242,0.912416493824234,0.910437487494436,0,0,0,0.885926818649948,0,0,0,0,0.884628050188872,0.887148794494404,0,0.912247409089927,0,0.910166096661945,0.910113536436782,0,0,0,0.912288346238918,0,0,0,0,0.911993223171106,0.912967132540081,0.936693323715796,0.935442913945052,0,0,0.912730884675003,0,0,0.910667504431782,0.939313053934468,0.91209042868147,0.912763902655343,0,0.887530064239651,0,0.910437487494436,0.911063860764672,0,0.910767809606237,0,0.911865981288812,0.91209042868147,0.913606107167704,0,0.910444024052477,0.885725309467568,0.886233792372069,0.886421287081887,0,0,0,0,0,0,0.910150118612108,0.913345103767512,0.93872680266747,0.912424554267649,0.889353782880079,0.91467323088119,0,0.91395873303829,0.912879692067298,0.910166096661945,0.912160151261467,0.911847295693147,0.912730884675003,0.886769013274845,0,0,0.910155424212101,0.913061212193883,0,0,0,0,0,0.913860358033405,0.912113251519801,0.910166096661945,0.913893721681624,0,0.911364349665331,0.91431514890607,0.912247409089927,0.886883637628519,0,0.887507912646883,0.912227416385849,0.885167462469615,0.91395873303829,0.885225678777102,0.913367542601237,0.912614438471711
"Retinoid metabolism and transport",0,0.914830919691793,0.912042799457821,0.914166688440759,0.909851030895632,0,0,0.91209042868147,0,0.910160750175023,0,0,0,0,0,0,0,0,0,0.912424554267649,0,0.889670928614317,0.913462248939242,0.912416493824234,0.910437487494436,0,0,0,0.885926818649948,0,0,0,0,0.884628050188872,0.887148794494404,0,0.912247409089927,0,0.910166096661945,0.910113536436782,0,0,0,0.912288346238918,0,0,0,0,0.911993223171106,0.912967132540081,0.936693323715796,0.935442913945052,0,0,0.912730884675003,0,0,0.910667504431782,0.939313053934468,0.91209042868147,0.912763902655343,0,0.887530064239651,0,0.910437487494436,0.911063860764672,0,0.910767809606237,0,0.911865981288812,0.91209042868147,0.913606107167704,0,0.910444024052477,0.885725309467568,0.886233792372069,0.886421287081887,0,0,0,0,0,0,0.910150118612108,0.913345103767512,0.93872680266747,0.912424554267649,0.889353782880079,0.91467323088119,0,0.91395873303829,0.912879692067298,0.910166096661945,0.912160151261467,0.911847295693147,0.912730884675003,0.886769013274845,0,0,0.910155424212101,0.913061212193883,0,0,0,0,0,0.913860358033405,0.912113251519801,0.910166096661945,0.913893721681624,0,0.911364349665331,0.91431514890607,0.912247409089927,0.886883637628519,0,0.887507912646883,0.912227416385849,0.885167462469615,0.91395873303829,0.885225678777102,0.913367542601237,0.912614438471711
"Presynaptic phase of homologous DNA pairing and strand exchange",0,0.848007537021174,0.846868037479363,0,0,0,0.846293741907711,0.79732137010264,0,0.844106405020491,0.801792071576783,0,0,0.850888786698546,0.847277566871586,0,0,0,0,0.84665815476095,0,0.804327466450186,0.848284657336471,0.847744681104199,0,0.846301977569492,0.853857062655611,0,0.796949581171452,0.851394946539144,0,0,0,0.843525311446966,0.847886905718141,0,0.846408235872218,0,0.84411638340531,0.843951143112756,0,0,0,0.847326312288375,0.849827455846485,0,0.846511803415804,0,0.845992106567809,0.89627585366526,0.841306816625227,0.844580088322957,0,0,0,0,0,0.845451621177032,0,0.79732137010264,0,0,0,0,0,0,0,0,0,0.796330756037812,0.890904406090272,0.798863268288677,0,0,0,0.847729579808815,0.848560444888572,0.848313586675715,0,0,0,0.799422108745874,0,0.844086562864781,0,0,0.79670630921402,0.854635378653392,0,0,0,0,0.84411638340531,0,0.845890406522633,0.84610316696011,0.848553146305776,0.855427333608333,0,0.844096464940519,0,0,0,0.846779288298086,0,0.847310567722884,0.846196134906089,0.84293543280986,0.84411638340531,0,0,0.843350854959529,0.847044931210319,0.795755752044264,0.799216409289198,0,0.85039839450768,0.847212596210918,0.794522734234316,0,0.794102254216425,0.797894532037579,0
"SUMOylation of intracellular receptors",0,0.721249218124138,0.785811266569026,0.755340032405761,0.751057564250421,0,0.716259881795646,0.75398258371483,0,0.751462108242762,0.757322205182053,0,0.71949242273815,0.721081067393823,0.755069591575401,0,0,0.75633418117777,0,0.716666892926509,0,0.756610062627171,0.717639578451173,0.753454109796342,0.751823572405552,0.71936749746106,0.723554375863974,0,0.716870897675597,0.720664336522701,0,0.754855936849445,0,0.752060640081912,0,0,0.753787508209913,0,0.75146909162839,0.751060606894433,0.755311314582222,0,0,0.786131990791705,0,0,0.755127702222662,0.752843790927944,0.786460972480932,0.754173333943075,0.716559710217269,0.751239365411748,0,0,0.753739341350949,0.784987222794275,0,0.78414032079153,0,0.75398258371483,0,0.756717111819383,0,0,0.751823572405552,0.752087467548715,0.720035058569892,0.752255027063877,0,0.753289301169796,0.718040729965864,0.714355307006647,0.756527191455736,0.751832110218538,0.753587225497544,0.754158001779051,0,0.752048532805902,0,0,0,0.757373855727455,0,0.751448221684214,0.754112775425168,0,0.754419006332246,0.790567585437016,0.756527191455736,0,0.756422894517895,0,0.75146909162839,0.754073652798175,0.752710644020381,0.753464638052659,0.787699068773226,0.791121836144944,0,0.751455151664831,0,0,0.720734269160193,0.754012394071334,0,0.753464638052659,0.71998150599182,0.754012394071334,0.75146909162839,0.754829360074599,0,0.716721311172429,0.720575537192169,0.752833139930326,0.755621452435112,0.757804306828796,0.75586556529015,0.786052406446611,0,0.756422894517895,0,0.787541597600136,0.716532199433769
"L1CAM interactions",0.897143429704077,0.909136167180008,0.908311031480377,0.908424577300124,0.907923940969964,0,0.895887255893731,0.908305085116702,0.897530347803128,0.908055094986591,0.89742495294554,0.899560839110297,0.897958868670799,0.909634631320883,0.909044959451288,0,0,0,0,0.908518293402185,0,0,0.908592354906876,0.907965673856079,0.907349968581538,0.909079088329992,0,0,0.908770458150336,0.909297497110804,0,0.908401110419466,0,0.896596840528921,0.909016099066721,0,0.908397675667151,0.89697221540881,0.908057359014959,0.905389746543061,0,0,0,0.897209335912757,0,0,0.896129318752133,0,0.897199354383941,0.90834692612416,0.918981195259076,0.918451695564436,0.910742916883306,0,0.919482541865574,0.908414534075657,0,0.908180626230169,0.909054581060601,0.908305085116702,0.909056070536279,0.896644608699878,0,0,0.907349968581538,0.907807799363828,0.896181873006143,0.908312160942869,0,0.919116289066215,0.908692549207366,0.908653273247267,0,0.907352736558539,0.908744062488377,0.897929710606304,0,0.908509667474092,0.897628747339623,0,0.908548095113421,0,0.909238077867877,0.908050592934984,0.908526982794098,0.908806326549063,0.908834038341562,0.898647365063782,0.897554325899209,0,0.909096239032464,0.909206460671175,0.908057359014959,0.919370577520516,0.907964438732987,0.908518293402185,0.909102750191576,0.898308076895971,0,0.908052839649335,0.908970101927525,0,0,0.895822148159939,0,0.896911507402416,0.908725172229577,0.90798534086621,0.908057359014959,0,0,0.907668210184305,0.908917758399196,0.919277808840727,0.898074473931338,0.909626005889408,0.89814714118726,0.897183534500012,0.908109232233408,0.90876683020144,0.908208575066118,0.896619605101852,0.908358903893872
"Muscle contraction",0,0.929649361390165,0.935989670145698,0.92094648371806,0.928217556816855,0.930253561250449,0.92894913671437,0.920437598270158,0.929237991735557,0.928428610147078,0.929806631031081,0.929767565880605,0,0.929649361390166,0.928943429028563,0,0,0,0,0.936187506603722,0,0,0.921512869493418,0.935975110115542,0.928228903639999,0.929272164227127,0,0.922169741282014,0.92891432045273,0.936571375644981,0,0.921527181594434,0,0.935790378216149,0.929256104601455,0.92205508996932,0.928940485532944,0,0.928430147354984,0.928415035376816,0,0,0,0.928952255674717,0,0.922017067810807,0.929235493848546,0,0.929024672304757,0.929113490193693,0.928617090080602,0.928257575540912,0,0,0.936762930814404,0.928822268889779,0,0.942729869002529,0.929155926625984,0.920437598270158,0,0,0,0,0.928228903639999,0.928822609611752,0.922048753190435,0.928481146628654,0.921049369091069,0.928272491771635,0.928861422598295,0.921924024382195,0,0.928230783014033,0.910289225899955,0.929144043561815,0,0.92916481770239,0,0,0,0.921488476775293,0.922234310534677,0.928425553387976,0.92140583568415,0.928987369198388,0.928869414195255,0.929718555715318,0.921800579171282,0,0,0.928825272947915,0.928430147354984,0.928618392461494,0.942459129830187,0.928869414195255,0.94363523703429,0,0,0.928427078840179,0.928926158308939,0,0.929928634685934,0.920837117342085,0,0.929079493165871,0.929370308046197,0.928867984560948,0.928430147354984,0.921138954485399,0,0.92862505562286,0.929501068325801,0.936048498970795,0.928774418662113,0.929108299521374,0.929187835944294,0.928934737283073,0.92888671693863,0.929021395406701,0.928821940402218,0.929262543384004,0.928749007929399
"Unblocking of NMDA receptors, glutamate binding and activation",0,0,0.89846239768328,0.865274220590204,0.895696084657576,0,0,0.900221525978379,0.901100270884655,0.860363519484056,0,0,0,0,0.900036874170469,0,0,0,0,0.933479995155422,0,0,0,0.898395179622045,0.896474522043023,0,0,0,0,0,0,0,0,0.897542343467673,0.901480377074016,0.867851800022246,0.899053431346052,0,0.860370616181934,0.858866333323463,0,0,0,0.898788325969655,0,0,0,0,0.899122645708037,0,0.898123682847516,0.930248761456104,0,0,0.863368396132421,0.898188226960497,0,0.93086860178785,0,0.900221525978379,0,0,0.903000424471665,0,0.896474522043023,0.897569606236322,0,0.896912977474491,0,0.899516994247068,0,0.865597421497312,0,0.896483198390362,0.898961040723338,0,0,0.901058940558728,0,0,0.901510102457488,0,0,0.860349407602535,0,0,0.900665029978924,0,0,0,0,0.863942515978585,0.860370616181934,0.900314072746528,0.898928947820351,0.900665029978924,0.900944075288545,0,0,0.860356450028855,0.900540248620635,0,0,0,0,0,0,0.862955186190523,0.860370616181934,0,0,0.897968462340358,0.865877890526844,0.899460041216022,0.901886986943985,0.903246548317124,0.900845763336,0.898707450290849,0.861813412105717,0.900553423810075,0.861514363742177,0.900220805025019,0.900917074143231
"Condensation of Prometaphase Chromosomes",0,0.721087595816752,0.70599527334927,0,0,0,0,0,0,0.701001557726076,0.59060080149086,0,0,0.59738021812059,0,0,0,0,0,0.706429550683234,0,0,0,0.709013154543216,0,0.716333499001635,0,0,0,0.719576117712499,0,0,0,0.703852503520108,0.712708313696007,0,0.710145928920929,0,0.701025284894493,0.699726210837572,0,0,0,0.707084985138452,0,0,0,0,0.709562216366684,0.712816296870497,0.705154243452882,0.701488206643257,0,0,0,0,0,0.703560586811375,0,0,0,0,0,0,0,0,0.712007605583319,0,0,0,0.820522601490099,0,0,0,0.713776085928316,0.711404740016432,0.715013573392601,0.711725393800732,0,0,0,0.724551569882503,0,0.700954375924731,0.709891612876082,0,0.712291544687034,0.723515090005189,0.592262605116637,0,0,0,0.701025284894493,0,0.706487110784654,0.712291544687034,0,0,0,0.700977921641093,0,0,0.722155626628044,0,0,0.70904892597617,0.716780341302778,0.710910014565487,0.701025284894493,0,0,0.705703308517283,0.718798657215293,0.710145928920929,0,0.724861674810306,0.715323304531864,0.706814584610674,0,0.719100074962242,0,0,0
"Ethanol oxidation",0,0,0.761803492275465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798732563265135,0,0,0,0,0,0,0,0.796842947953328,0,0,0,0,0,0,0,0.759184948068043,0.764300313157932,0,0,0.762144935708905,0,0,0,0,0.796112656626531,0,0,0.75790028043779,0,0,0,0,0,0.758795938024801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.799504673362911,0,0,0.798026701704276,0,0,0.75946660559865,0.76128533038486,0,0,0,0,0,0,0,0,0,0,0,0,0,0.835922538780779,0,0,0,0,0,0,0.798933821470276,0.762060210109416,0,0,0,0,0
"Trafficking of AMPA receptors",0,0.89645948881193,0.922171884361002,0,0.920984239582616,0,0,0.923317621523713,0.924599051773035,0.921306957314102,0,0,0,0,0.923614814399859,0,0,0,0,0.951728062925587,0,0,0.89503337700745,0.923338184496269,0.921276122248792,0,0,0,0.896128944124832,0,0,0,0,0.92165662076952,0.924290220928005,0,0.923162003530102,0,0.921312528185035,0.921699905671493,0,0,0,0.922427736371006,0,0,0.924673262909199,0,0.923909241591009,0.89451748131806,0.921478761184588,0.921571411791323,0,0,0.923346583224368,0.922163635952845,0,0.947817560257046,0.896161193336372,0.923317621523713,0,0,0.925941185976078,0,0.921276122248792,0.921928783462622,0,0.921939494116151,0,0.922764567778141,0.893603983517754,0.896378473387465,0,0.921282933136337,0.923060928751386,0.924341845316095,0,0.9239749876148,0,0,0.924329147359322,0,0.896710250373408,0.921295879560489,0.923863623216329,0.89555033798588,0.924107913443137,0.927185218598135,0,0,0.897176596380201,0.897659508198478,0.921312528185035,0.923390270255475,0.922745097976142,0.924107913443137,0.924119988376615,0.927627362183317,0,0.92130140782853,0.921387178162035,0,0,0,0,0,0.895448194141227,0.892677622921935,0.921312528185035,0,0,0.921991121868794,0.924682315299636,0.923162003530102,0.924497195111568,0.92613439191494,0.924249788188643,0.92236424938369,0.923409288698219,0.925264335802992,0.923174537287867,0.924771290944502,0.923863623216329
"Glutamate binding, activation of AMPA receptors and synaptic plasticity",0,0.89645948881193,0.922171884361002,0,0.920984239582616,0,0,0.923317621523713,0.924599051773035,0.921306957314102,0,0,0,0,0.923614814399859,0,0,0,0,0.951728062925587,0,0,0.89503337700745,0.923338184496269,0.921276122248792,0,0,0,0.896128944124832,0,0,0,0,0.92165662076952,0.924290220928005,0,0.923162003530102,0,0.921312528185035,0.921699905671493,0,0,0,0.922427736371006,0,0,0.924673262909199,0,0.923909241591009,0.89451748131806,0.921478761184588,0.921571411791323,0,0,0.923346583224368,0.922163635952845,0,0.947817560257046,0.896161193336372,0.923317621523713,0,0,0.925941185976078,0,0.921276122248792,0.921928783462622,0,0.921939494116151,0,0.922764567778141,0.893603983517754,0.896378473387465,0,0.921282933136337,0.923060928751386,0.924341845316095,0,0.9239749876148,0,0,0.924329147359322,0,0.896710250373408,0.921295879560489,0.923863623216329,0.89555033798588,0.924107913443137,0.927185218598135,0,0,0.897176596380201,0.897659508198478,0.921312528185035,0.923390270255475,0.922745097976142,0.924107913443137,0.924119988376615,0.927627362183317,0,0.92130140782853,0.921387178162035,0,0,0,0,0,0.895448194141227,0.892677622921935,0.921312528185035,0,0,0.921991121868794,0.924682315299636,0.923162003530102,0.924497195111568,0.92613439191494,0.924249788188643,0.92236424938369,0.923409288698219,0.925264335802992,0.923174537287867,0.924771290944502,0.923863623216329
"Extracellular matrix organization",0,0.853203575694544,0.852652684853809,0.853111978231295,0.852550467175508,0.853523295444596,0.852565378049273,0.858052377501214,0.853334045346022,0.852193646292384,0.847509574595078,0,0,0.853242282449909,0.852790908710911,0.847152247814173,0,0,0,0.853147720187557,0,0,0.846997924556154,0.852641733784054,0.857743464114117,0.852958580259771,0,0,0.852637391088733,0,0,0,0,0.852594553841829,0.852862502823341,0.84719608293996,0.852630687621938,0.847654630849974,0.852194802476184,0.852393486749813,0.846802363927647,0.847617705897846,0,0.852705784620947,0,0,0.85301058011147,0.846600454099502,0.852432078877662,0.85280052963013,0.852931414368135,0.862534289027027,0,0,0.857729514241471,0.852324315164271,0,0.852257752021945,0.852783805597594,0.845114219066117,0.858594378449862,0,0.853181963162887,0,0.857743464114117,0.84636990191553,0.841699649700476,0.852748721601132,0.847109292197172,0.857514613763571,0.852610941436249,0.853005250341496,0,0.857744877652133,0.846532518664605,0.852941797392042,0,0.852667790984092,0,0,0.853030924942247,0,0.853045733936726,0.852191347204965,0.846654462303167,0.858423130511506,0.852801484054679,0.853440150864997,0,0,0.853225014832681,0.85289990811493,0.852194802476184,0.852836069503806,0.852787732235113,0.852607015916955,0.852827172599287,0.847524204071471,0.846877840958697,0.852192494546921,0.84650550847628,0,0.84709884635278,0.846779858480099,0,0.841159193744829,0.852993690646069,0.852615876900666,0.852194802476184,0,0,0.852453926033691,0.85309203968297,0.858070362401793,0.858781493420365,0.853342188306838,0.853132742250444,0.852692608471802,0.852530795817644,0.847040748582868,0.858203707253975,0.852506838057444,0.852934309623143
"Synthesis of bile acids and bile salts via 27-hydroxycholesterol",0,0,0.876754664493611,0.835204728804821,0.828063888498908,0.788122345044038,0,0,0,0,0,0,0,0.837355380765374,0,0,0,0.835586105668996,0,0.781072246061428,0,0.839137953622339,0,0.831331767731326,0.829108401150159,0,0,0,0,0,0,0.834544626259438,0,0.831488782864538,0,0,0,0,0,0.829832782405401,0.834619977855906,0,0,0.877191997315601,0,0,0.834915199821346,0,0.877640589845754,0,0,0.828311788748725,0,0,0,0.779256052023941,0,0.874476197884007,0,0,0,0,0,0,0.829108401150159,0,0,0.829696723671328,0,0,0,0,0.835849290435119,0.829120043132845,0,0.834348701276945,0,0.832017865564126,0,0,0,0,0,0,0,0,0.781072246061428,0.837907578021158,0.836277922054336,0,0,0,0,0,0.828767728697354,0,0.83475189351171,0.786332343676205,0,0,0,0,0,0,0,0.83394883697198,0,0,0,0.833962794799605,0,0,0,0,0,0,0.834619977855906,0.877083477772127,0,0,0,0.879114107589277,0
"Calmodulin induced events",0,0,0.889979057936359,0,0.912446025663259,0.869182489497588,0,0,0.892159426937997,0.860366887489263,0,0,0,0.866276435242569,0.891492744727004,0,0,0,0,0.914899398353715,0,0,0.890903149511079,0.914195161674136,0.913005102227043,0.891353674528724,0,0,0.863609856450334,0.89249185882933,0,0,0,0.913582651643694,0.891917156167236,0,0.89046614359989,0,0.860371984363511,0.887585739941483,0.866345448549321,0,0,0.890213140818031,0,0,0.890306109542767,0,0.89045325047108,0,0.889798394843903,0.912578714548992,0,0,0.890927047048377,0.914046527519293,0,0.913023886131506,0.864425208311942,0,0,0,0,0,0.913005102227043,0.913602231863376,0.86870521271994,0.888826196966729,0,0.890102523606844,0.89031649217211,0.891040291397118,0,0.913011333611284,0.915218295235597,0.890849046175746,0,0.890499137001327,0,0,0,0.89284982629031,0,0.860356752284586,0.891108066084638,0.863866327493591,0.890927047048377,0.868105140211534,0.891857099879835,0,0,0,0.860371984363511,0.863068552472183,0.890084710389908,0.890927047048377,0.890802775169295,0,0,0.860361810180804,0.891533981178594,0,0.892729375057152,0,0,0,0,0,0.860371984363511,0,0,0.88962431177512,0.864327328844814,0.89046614359989,0.891917156167236,0.918296162388945,0.890536125449053,0.89015505561112,0.890984417236775,0.916361950564856,0.890769639613528,0.891241952489898,0.889524495111638
"CaM pathway",0,0,0.889979057936359,0,0.912446025663259,0.869182489497588,0,0,0.892159426937997,0.860366887489263,0,0,0,0.866276435242569,0.891492744727004,0,0,0,0,0.914899398353715,0,0,0.890903149511079,0.914195161674136,0.913005102227043,0.891353674528724,0,0,0.863609856450334,0.89249185882933,0,0,0,0.913582651643694,0.891917156167236,0,0.89046614359989,0,0.860371984363511,0.887585739941483,0.866345448549321,0,0,0.890213140818031,0,0,0.890306109542767,0,0.89045325047108,0,0.889798394843903,0.912578714548992,0,0,0.890927047048377,0.914046527519293,0,0.913023886131506,0.864425208311942,0,0,0,0,0,0.913005102227043,0.913602231863376,0.86870521271994,0.888826196966729,0,0.890102523606844,0.89031649217211,0.891040291397118,0,0.913011333611284,0.915218295235597,0.890849046175746,0,0.890499137001327,0,0,0,0.89284982629031,0,0.860356752284586,0.891108066084638,0.863866327493591,0.890927047048377,0.868105140211534,0.891857099879835,0,0,0,0.860371984363511,0.863068552472183,0.890084710389908,0.890927047048377,0.890802775169295,0,0,0.860361810180804,0.891533981178594,0,0.892729375057152,0,0,0,0,0,0.860371984363511,0,0,0.88962431177512,0.864327328844814,0.89046614359989,0.891917156167236,0.918296162388945,0.890536125449053,0.89015505561112,0.890984417236775,0.916361950564856,0.890769639613528,0.891241952489898,0.889524495111638
"Molecules associated with elastic fibres",0,0.784091263388231,0.824865034226738,0.82381531866561,0.822403543018174,0,0.824184880473024,0.820548229813654,0,0.776223522981046,0.784034429726669,0,0,0,0,0,0,0,0,0.779580436282879,0,0,0,0.778792791728606,0.823391534623811,0,0,0,0,0,0,0,0,0,0.778902924426472,0,0.820296622882275,0.83012989569339,0.776232530099747,0.821969153985743,0,0,0,0.779291772505337,0,0,0,0,0.779974087262498,0.780951378758506,0.778042771064065,0.817630012729837,0,0,0.865016170736287,0,0,0.822709860824753,0.8279270385065,0.820548229813654,0.7822917347089,0,0,0,0.823391534623811,0.7784650272989,0,0.776735338793014,0,0.863559085443042,0.780194465566764,0.780207159947674,0,0.823402546631327,0.780600857806943,0,0,0.781257310943016,0,0,0,0,0,0.776205612201396,0.779642333744371,0.826939392819214,0.779526423114507,0.784501884428459,0,0,0,0,0.776232530099747,0.77619171556865,0.819193016046611,0.821111124450779,0.828014775860093,0,0,0.776214550438713,0,0,0.785012769398417,0.777657896127118,0,0,0.7824561777345,0.779512862622835,0.776232530099747,0,0,0.778251202770818,0.783222354746456,0.864201669167783,0.823376898895984,0.785061678185465,0.782623121159429,0.779189125210571,0.821212508175697,0.781643568449671,0.820832956424482,0.822183689220388,0.779846317203924
"Nitric oxide stimulates guanylate cyclase",0,0,0.714434253420824,0,0.71086475527034,0.671644217128165,0,0,0.667192496770716,0.712254461417813,0.670308046717005,0,0.669322919658559,0,0,0,0,0,0,0.71654027927981,0,0,0,0.714338381143456,0.71197503074631,0,0,0,0,0,0,0,0,0.808915776016147,0.719086488970494,0,0.715624966729087,0,0.712264583348957,0.710781786344281,0,0,0,0.714899120846327,0,0,0.716184194260358,0,0.664355797222143,0,0.714298878110987,0.711931611196094,0,0,0,0.809836991538195,0,0.660992174208796,0,0,0,0,0,0,0.71197503074631,0.713964223984761,0,0.713403742030065,0,0,0,0,0,0.71198740571166,0.763977152745249,0.71558202880045,0,0,0,0,0,0,0,0.712234333818259,0.664837283337115,0,0.66453546163548,0.670069070820564,0.71959594680206,0,0,0.717401942936024,0.712264583348957,0.716039713382631,0.714064127079301,0.66471677180435,0.666714703483281,0.670872418623625,0,0.71224437834256,0.664538797718629,0,0,0,0,0,0,0,0.712264583348957,0,0,0,0.720119539648468,0.663801459253628,0,0.720470583001181,0.717253675391815,0.714783768880376,0.715850863480619,0.719444775653913,0.7154243345518,0.665922088077576,0.716899766709015
